Gene = UTP15
index = 1542
Annotated 5SS: [  172  1694  2587  2864  3935  4971  6884 11296 12265 13112 13410 13635]
Annotated 3SS: [ 1520  2493  2678  3755  4844  6747 11210 12114 13009 13275 13575 14135]
SMsplice 5SS: [  172  1694  4971 11296 13112 13410]
SMsplice 3SS: [ 1520  4844 11142 13009 13275 14135]
top_k =  1000
Partition function (log Z): 3.5223054314418607

Sorted 5' Splice Sites (High to Low Probability):
Position 4971: 0.9757538246537318
Position 11296: 0.9712877847003722
Position 13112: 0.9463451608062495
Position 13410: 0.8379171674890026
Position 1694: 0.8192208488635261
Position 2864: 0.6467771863812269
Position 172: 0.5540138445163381
Position 13635: 0.5023701964072964
Position 2587: 0.45924431597665777
Position 12265: 0.3747862687791395
Position 12038: 0.3658246161455772
Position 5268: 0.3008090761057512
Position 14928: 0.2940905184844799
Position 3935: 0.2739853666345562
Position 446: 0.2563192024643278
Position 14518: 0.16819827246240082
Position 97: 0.1529473448478168
Position 13364: 0.11530873935120667
Position 3408: 0.09604245214685421
Position 2770: 0.09578600280531775
Position 3244: 0.08895157194865
Position 3189: 0.08530046726322751
Position 1253: 0.08484430760224947
Position 3702: 0.07701144572970862
Position 11557: 0.07480668162311714
Position 13775: 0.06382658151737637
Position 15069: 0.05642385137911006
Position 2078: 0.05488340998795016
Position 683: 0.052295580348042936
Position 3252: 0.04597246608109864
Position 2153: 0.03440872287132446
Position 3891: 0.03348372311894959
Position 7785: 0.03335239757106353
Position 9530: 0.030069147365573656
Position 13116: 0.028374237448279185
Position 2187: 0.02690836086681272
Position 4374: 0.0207412261885687
Position 11478: 0.019732406446352182
Position 2416: 0.015818495141446596
Position 12773: 0.015811555803354273
Position 2979: 0.01558135088709267
Position 15588: 0.015059464891956593
Position 25: 0.014964666772641294
Position 687: 0.014923304255140166
Position 1707: 0.014199500699750414
Position 605: 0.014055264255062278
Position 4235: 0.013805588030802623
Position 2420: 0.012499061608294776
Position 176: 0.01075488128318492
Position 14505: 0.01039654212613609
Position 14595: 0.005898734361537637
Position 14157: 0.005699706168226128
Position 3601: 0.005574376055604867
Position 2459: 0.005058423490534392
Position 14537: 0.005002581975126893
Position 1335: 0.004752425623104223
Position 2907: 0.004049351856510772
Position 4953: 0.00387533793310568
Position 62: 0.003848976514908361
Position 13940: 0.0037295973192939453
Position 3886: 0.0027953724521697252
Position 139: 0.0022385230136209395
Position 15457: 0.001837154020550968
Position 12014: 0.001737491348030968
Position 12634: 0.0017288327248981112
Position 1302: 0.0016340929487115576
Position 1394: 0.001575575453619043
Position 4887: 0.0015652574110904193
Position 34: 0.0015578171029386717
Position 15778: 0.0015239497283408162
Position 2800: 0.001506864009335653
