Gene = MAPKAP1
index = 816
Annotated 5SS: [   328   2826  14993  87089 113011 129585 166334 188201 204672 228143]
Annotated 3SS: [  2735  14843  86915 112833 129474 166225 188059 204533 228044 233630]
SMsplice 5SS: [   328   2826  14993  22948  86314  87089 107667 113011 129585 151292
 151755 166334 188201 190325 194564 204672 212070 228143 233542]
SMsplice 3SS: [  2735  14843  22847  86160  86915 107595 112833 129474 151195 151624
 166225 188059 190190 194460 204533 211972 228044 233449 233630]
top_k =  1000
Partition function (log Z): -105.75710314897815

Sorted 5' Splice Sites (High to Low Probability):
Position 2826: 0.999907393694062
Position 14993: 0.9756873689312717
Position 328: 0.7410747910110376
Position 22948: 0.4569524211748793
Position 20527: 0.42512901863710045
Position 11216: 0.30020411513819345
Position 13077: 0.2484887925292732
Position 244: 0.20153660943481894
Position 15930: 0.12681921352030814
Position 11817: 0.1262331646730285
Position 11857: 0.10405968841221035
Position 10525: 0.09828137854539047
Position 14761: 0.0943319087026791
Position 16826: 0.07216093123916498
Position 22953: 0.058742843634493905
Position 16464: 0.048389618572752965
Position 23203: 0.04386495161268974
Position 2665: 0.04274593292941146
Position 6431: 0.03864122935655914
Position 4522: 0.037410294316386636
Position 19518: 0.03434597182122843
Position 26802: 0.031866621177791175
Position 4: 0.027909376800174246
Position 5374: 0.02436082996677202
Position 1690: 0.0237688350900081
Position 13404: 0.015571975232078476
Position 9169: 0.015376347361661201
Position 217: 0.01426686394660071
Position 18735: 0.013236708320309928
Position 5661: 0.009505078076693936
Position 1181: 0.008029610651502168
Position 11925: 0.007803383797002281
Position 221: 0.00773110192095588
Position 21299: 0.0076919587459577925
Position 13504: 0.0076553231357272275
Position 7220: 0.006216483998574942
Position 465: 0.005860044546713717
Position 11415: 0.005844296227470827
Position 148: 0.0057190495154616425
Position 6339: 0.004118625132549814
Position 7679: 0.00406627398963952
Position 657: 0.004042738748945469
Position 5718: 0.003784662396155302
Position 16254: 0.0028627585111822215
Position 16100: 0.0027876864362770537
Position 558: 0.0026797188895011093
Position 5734: 0.0024904200093622715
Position 720: 0.002385280789342776
Position 5987: 0.0023704370148054927
Position 16110: 0.0023634604691509186
Position 1112: 0.002109963212618389
Position 2659: 0.001969218695584242
Position 272: 0.0015396377416404719
Position 1100: 0.001383421409774052
Position 562: 0.0013080317803356545
Position 18713: 0.001295898116015529
Position 14787: 0.0010450340403349344
Position 304: 0.001040162771524224
Position 661: 0.0008518678140072004
Position 18464: 0.0008012035029495933
Position 7602: 0.0007101218347951526
Position 1273: 0.0006482374112974063
Position 532: 0.0006442204738287445
Position 1918: 0.0006371408663824283
Position 15150: 0.0006009797102382848
Position 1636: 0.0005687866698922895
Position 687: 0.0005623443011997575
Position 1999: 0.0004999999563449069
Position 1520: 0.00045977106369653306
Position 1886: 0.00045004622849018826
Position 1585: 0.0004480576829090538
Position 15844: 0.0004123652287390798
Position 1430: 0.00037562958276387626
Position 370: 0.0003350358038744735
Position 123: 0.00033431872427040435
Position 146: 0.00031630739473564136
Position 1617: 0.0002657533415967624
Position 1492: 0.0002323396075247289
Position 292: 0.00020324770938686388
Position 940: 0.00017125460057930436
Position 2024: 0.00016828224292426896
Position 1955: 0.00016758542179089593
Position 2579: 0.0001375581421820389
Position 1632: 0.0001261207807522706
Position 1527: 0.0001225099203265953
Position 4313: 9.619164201691512e-05
Position 261: 8.982329242521157e-05
Position 130: 8.908757097276806e-05
Position 156: 6.180018998355443e-05
Position 2668: 6.0939047156245895e-05
Position 2057: 5.7291161913248296e-05
Position 431: 5.431963543199105e-05
Position 17922: 4.977065938408884e-05
Position 15850: 4.5543959824493534e-05
Position 16139: 4.4992960042545006e-05
Position 4509: 4.4591708941848674e-05
Position 16439: 3.887250171782289e-05
Position 5321: 3.237287749949725e-05
Position 2338: 2.8251129720350385e-05
Position 4150: 2.709726099229805e-05
Position 1775: 2.663086829585694e-05
Position 4266: 2.466374841167405e-05
Position 550: 2.3391941454631203e-05
Position 1904: 2.100937440013516e-05
Position 3408: 1.878597983582344e-05
Position 4309: 1.82749764874408e-05
Position 5367: 1.035272013078324e-05
Position 5345: 9.467783643439218e-06
Position 4307: 8.954463636154106e-06
Position 5094: 7.349125478451186e-06
Position 3080: 5.6202400187458355e-06
Position 4114: 5.21032965144098e-06
Position 4224: 4.909762581117822e-06
Position 4466: 2.455517856689937e-06
Position 6068: 2.228229468965924e-06
Position 1389: 4.0622675470228135e-07
Position 799: 3.9511210495224143e-07
Position 1330: 3.643996244371853e-07
Position 1157: 3.4649490503068195e-07
Position 3589: 2.769285600446403e-07
Position 3722: 2.1604566238621528e-07
Position 4983: 1.237882358179541e-07
Position 6867: 1.0670610213616129e-07
Position 5330: 9.99060720847039e-08
Position 3769: 9.425245121682958e-08
Position 3926: 9.376841293831073e-08
Position 4928: 8.609220590655152e-08
Position 6564: 6.105894622100215e-08
Position 4393: 6.055845641201385e-08
Position 345: 5.9467047008170113e-08
Position 4395: 5.8867289448589016e-08
Position 339: 4.9412120651227654e-08
Position 5554: 4.6605138609483984e-08
Position 3048: 4.320185610837507e-08
Position 4471: 2.515791411930774e-08
Position 174: 2.063359833835393e-08
Position 840: 1.7741613860361626e-08
Position 116: 1.6224593011492143e-08
Position 12: 1.3169664115862876e-08
Position 337: 1.1965876909657337e-08
Position 276: 1.1404570531689303e-08
Position 2690: 9.107869900479731e-09
Position 1245: 5.64125599734475e-09
Position 350: 4.801510602628921e-09
Position 377: 3.322544170623426e-11
Position 3084: 5.183414314462003e-12
Position 3326: 3.3318025939708262e-12
Position 3241: 2.677643992060213e-12
Position 3273: 2.182660912972957e-13
Position 3050: 9.585462453865069e-14
Position 3033: 8.53353643911496e-14
Position 3124: 5.731667178538815e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2735: 0.8777817370021879
Position 14843: 0.7537897149406307
Position 22847: 0.6803416003865205
Position 20385: 0.39832067880407745
Position 26913: 0.3181275059850232
Position 14690: 0.31772807509031753
Position 12934: 0.24851986309622243
Position 19426: 0.15547748242057596
Position 11051: 0.15219911621953255
Position 11724: 0.1484269586147025
Position 15730: 0.13771871690565776
Position 11166: 0.13054064819853067
Position 28020: 0.11379366587651568
Position 2593: 0.09194110155704749
Position 11699: 0.06553622658674414
Position 2715: 0.06441087662702638
Position 16636: 0.05615501794789531
Position 23050: 0.052057238138055566
Position 10268: 0.050357647492114854
Position 16330: 0.04926308163284061
Position 26703: 0.0479198483415566
Position 10428: 0.047595566400244274
Position 21044: 0.03871174436342915
Position 28289: 0.03306115665820409
Position 6212: 0.0328245507171354
Position 23562: 0.02929104126706633
Position 18567: 0.02687974262347716
Position 20484: 0.021944797663426843
Position 11753: 0.021459069031039446
Position 26751: 0.02115609357630038
Position 5192: 0.020606488158598415
Position 1491: 0.018577334581340404
Position 20450: 0.018117785080055585
Position 13341: 0.015270744920645793
Position 25815: 0.01512827733472718
Position 4294: 0.013417697918231388
Position 11104: 0.013029413190439319
Position 24129: 0.011505664173735502
Position 102: 0.011366225635127498
Position 440: 0.01131099067878111
Position 4334: 0.009941954029154909
Position 5579: 0.009917554736707648
Position 4265: 0.009326892093683826
Position 23536: 0.008902614608250432
Position 24484: 0.008671321591632803
Position 16615: 0.008618390628934042
Position 13376: 0.007956553447159847
Position 23121: 0.007766484790276917
Position 24805: 0.007370535464465727
Position 22873: 0.007023893802493847
Position 10852: 0.006644125392468711
Position 6233: 0.0061593694604623874
Position 18180: 0.006000281154478306
Position 16048: 0.005766943067591794
Position 16757: 0.00535241103659511
Position 8996: 0.005238652127554529
Position 5485: 0.004561058928117567
Position 15750: 0.0043461598839455075
Position 2742: 0.003947647618397432
Position 7338: 0.003910657886987365
Position 1519: 0.0039040464010605203
Position 21040: 0.003837507979191397
Position 19482: 0.0037381369041459716
Position 1020: 0.003625402434999961
Position 8970: 0.003620009414003609
Position 7053: 0.003608695706811863
Position 16776: 0.0032529153875190636
Position 25982: 0.00316582071580709
Position 11622: 0.0030016895969849186
Position 9057: 0.002782796707448143
Position 4420: 0.0026990170577738167
Position 2664: 0.0025734603647539593
Position 24036: 0.0025406636405702655
Position 2522: 0.002071443100093739
Position 6215: 0.002006576662889195
Position 16798: 0.0019583454891418683
Position 5786: 0.0019107085581686204
Position 8794: 0.0018999887466340784
Position 19116: 0.0018556546113952584
Position 7022: 0.0017673225775022923
Position 19113: 0.001729659848022762
Position 1792: 0.001651839063232738
Position 24594: 0.0015929229244687313
Position 217: 0.0015499572428954687
Position 5549: 0.0014391463627116518
Position 1535: 0.001418396596005027
Position 23054: 0.001403102949001921
Position 1058: 0.0013300718449580408
Position 11387: 0.0012403068561107151
Position 5239: 0.0011049026993825524
Position 11295: 0.001077843638423613
Position 1462: 0.0010285882777066953
Position 5241: 0.0010285467370357091
Position 23539: 0.0009098301037564628
Position 9109: 0.0008032420672736888
Position 11240: 0.0007783934386702853
Position 15957: 0.0007635992891919122
Position 18147: 0.0007568532738154613
Position 21064: 0.0007469964831385965
Position 20244: 0.0007383616679392959
Position 15066: 0.0007282451916273909
Position 6043: 0.0006951376763603715
Position 6285: 0.000691861949178571
Position 2390: 0.0006530104728734514
Position 11309: 0.0006442171315788154
Position 15825: 0.0006401142017985703
Position 15892: 0.0006018766127244463
Position 8772: 0.0005969181572440315
Position 2418: 0.0005943446636908033
Position 19624: 0.0005900977488606129
Position 4091: 0.0005671114683544332
Position 7534: 0.0005467248618773405
Position 4125: 0.0005195390178257677
Position 1099: 0.0005089769732427253
Position 116: 0.0005040983013221644
Position 1154: 0.0005034774026701444
Position 20717: 0.0005006865150439389
Position 183: 0.00045356155612087033
Position 1108: 0.0004163496238363372
Position 4900: 0.0004025372598383254
Position 21926: 0.0003978958840454615
Position 1416: 0.0003849951482201247
Position 2747: 0.00036636074102784497
Position 10507: 0.0003545783333357483
Position 16068: 0.00035411688113000416
Position 7124: 0.00033695404566277113
Position 2463: 0.00033111940126202106
Position 5277: 0.0003258010339952187
Position 213: 0.00028286159229867026
Position 15619: 0.0002764794917351035
Position 5289: 0.0002619467797346485
Position 4306: 0.00025589288788352443
Position 408: 0.00025431639550847274
Position 7029: 0.00024995989346224685
Position 7334: 0.00024358129620393867
Position 15250: 0.0002430047417578237
Position 8713: 0.00023780591243383116
Position 16989: 0.00022490922544446878
Position 4240: 0.00021282706038651324
Position 8752: 0.0002116610742861008
Position 6298: 0.0002011676841545043
Position 4438: 0.0001881064577445492
Position 5835: 0.00018547346459635907
Position 4868: 0.00017690739184154003
