Gene = CCDC13
index = 290
Annotated 5SS: [   78 15129 16188 20679 21318 25997 27331 30358 33620 37547 39784 40367
 42787 60092 63570]
Annotated 3SS: [14901 16038 20535 21227 25879 27225 30195 33442 37339 39643 40282 42663
 59936 63454 64113]
SMsplice 5SS: [   78 16188 20679 25997 27331 30358 33620 37547 39121 39784 42787 60092
 62808 63570]
SMsplice 3SS: [16038 20535 25879 27225 30195 33442 37339 38900 39595 42663 59936 62736
 63454 64956]
top_k =  1000
Partition function (log Z): -8.447479041428855

Sorted 5' Splice Sites (High to Low Probability):
Position 39784: 0.9750128475645053
Position 33620: 0.9661163386319898
Position 78: 0.9553819846549169
Position 25997: 0.9493944206298104
Position 20679: 0.9266170271823249
Position 27331: 0.9067552642620137
Position 37547: 0.892214852909997
Position 42787: 0.8265767496947382
Position 16188: 0.81100577218943
Position 39121: 0.7660579248504992
Position 30358: 0.70503669140827
Position 40919: 0.31989666868264255
Position 32907: 0.2978852282110228
Position 2535: 0.2664340953901813
Position 39342: 0.26555420440038824
Position 21318: 0.21837087660806198
Position 2294: 0.20785384594631462
Position 40220: 0.20672854200589877
Position 21140: 0.1967714327566554
Position 36177: 0.1953297337904715
Position 2433: 0.19074887597385945
Position 40367: 0.18709910327044138
Position 42011: 0.18094294531234117
Position 39302: 0.17268855563662933
Position 9868: 0.14540075872076808
Position 15129: 0.14340208242069719
Position 45656: 0.12334815041966797
Position 23436: 0.11323084770814977
Position 26617: 0.09914659780343839
Position 33195: 0.08739524031804688
Position 17135: 0.0837781198816506
Position 27335: 0.08105966116349102
Position 33819: 0.07335178349974864
Position 16795: 0.07073889114186006
Position 21446: 0.07060118876236825
Position 42137: 0.07028103119544288
Position 2148: 0.06654521705612612
Position 16291: 0.0660462485690981
Position 27123: 0.06414585574996638
Position 10430: 0.059205598684582784
Position 20637: 0.055509120867281714
Position 21505: 0.0548629573430826
Position 22222: 0.05073045601022814
Position 36112: 0.05023957698494454
Position 43517: 0.04681195503273282
Position 17772: 0.046271677215797044
Position 21387: 0.04410700995098984
Position 32939: 0.04247818835639108
Position 36976: 0.042236866081361873
Position 3960: 0.04187684824324793
Position 30377: 0.03749077484055649
Position 9289: 0.03732226295822986
Position 45087: 0.03649417928714899
Position 32444: 0.03417882436865619
Position 39306: 0.02929614155347248
Position 33064: 0.027470908563932042
Position 39030: 0.027036110722173937
Position 34962: 0.026689924109545578
Position 33214: 0.025036396060036464
Position 36559: 0.024544675860813363
Position 16856: 0.023791749016908198
Position 29: 0.023658785325660677
Position 38612: 0.023489801153185243
Position 32307: 0.022957794858393516
Position 33537: 0.022189867934016987
Position 22190: 0.02149954965208954
Position 36472: 0.01980216271150725
Position 28751: 0.019780379298857842
Position 22214: 0.01972459365339862
Position 27127: 0.019675205364099935
Position 16773: 0.018977385762612896
Position 16329: 0.017611095584700573
