Gene = RP4-608O15.3
index = 1184
Annotated 5SS: [   158 129905 131284 138329]
Annotated 3SS: [129709 131106 138145 139135]
SMsplice 5SS: [   158   7261   8502  10938  12139  34871  78269  78565  82871  85546
  87293  87754  93178  94927  95394 106239 122266 129905 131284]
SMsplice 3SS: [  7083   8324  10754  12051  34811  78104  78384  82696  85362  87115
  87570  92994  94749  95210 106083 122182 129709 131106 139009]
top_k =  1000
Partition function (log Z): -59.02435925751331

Sorted 5' Splice Sites (High to Low Probability):
Position 7261: 0.9553407786438484
Position 158: 0.9133329854211432
Position 10938: 0.8448490830480901
Position 8502: 0.7045017497073472
Position 12139: 0.5852317729255123
Position 17110: 0.568739123289601
Position 5927: 0.3369258789791546
Position 9519: 0.28725472545286207
Position 18270: 0.28453507531253563
Position 8400: 0.1305666753496559
Position 19063: 0.08427109974401616
Position 112: 0.07985208296542312
Position 8408: 0.07892545872617521
Position 8908: 0.07033021363496725
Position 7694: 0.06396413239177445
Position 6985: 0.06359115469650287
Position 12230: 0.06077114735529981
Position 19122: 0.054374607624578575
Position 7822: 0.03935848388667598
Position 9977: 0.037135341579397886
Position 4104: 0.03655202224775406
Position 442: 0.028457041952915117
Position 3700: 0.025709304453371277
Position 19251: 0.025228233854156543
Position 1988: 0.02507067255411617
Position 12662: 0.02263778190485644
Position 10113: 0.020413059124593718
Position 16009: 0.019764928660273257
Position 19978: 0.018431921041710056
Position 21647: 0.0161415253261732
Position 1330: 0.015846728668640536
Position 2243: 0.01528371045743631
Position 2941: 0.014197237615731035
Position 22074: 0.011210219225814545
Position 1720: 0.011030484341932989
Position 10881: 0.011000544463035595
Position 1992: 0.010905000521884414
Position 4640: 0.010876535056418427
Position 1947: 0.00906866511543975
Position 7150: 0.009028745979293132
Position 10563: 0.008359504268382851
Position 5806: 0.007821537705858441
Position 7471: 0.007562193300279084
Position 2386: 0.007445657965862525
Position 11407: 0.007200054517081305
Position 369: 0.006459716740200524
Position 7936: 0.00614850304731314
Position 7616: 0.005730884496014502
Position 3635: 0.005016812904442835
Position 11572: 0.004600763013679363
Position 14723: 0.003976577096030723
Position 20114: 0.003969835968187311
Position 7253: 0.0035748689239191805
Position 11580: 0.003437264068223995
Position 728: 0.002973129200141021
Position 3193: 0.0028956390503379215
Position 11813: 0.0026676003379677796
Position 3578: 0.002344892912445081
Position 3162: 0.00198750962454996
Position 7684: 0.0019162763415480788
Position 10915: 0.0018358176274132119
Position 4119: 0.0017375961921401982
Position 3916: 0.0017299111874366847
Position 8084: 0.0016911103399877973
Position 2998: 0.0015034738440441284
Position 1982: 0.0014715164260308963
Position 11168: 0.0013251505301819031
Position 2148: 0.0012858723151554776
Position 11200: 0.0012561610965671657
Position 4140: 0.0012449997816365804
Position 3631: 0.001217899507437719
Position 6532: 0.0011976708812057152
Position 2367: 0.001135207350882783
Position 20006: 0.0011235719241717472
