Gene = RP11-96L14.8
index = 1183
Annotated 5SS: [ 166 2547 2756]
Annotated 3SS: [2462 2657 4125]
SMsplice 5SS: [ 166 2547 2756]
SMsplice 3SS: [2462 2657 3478]
top_k =  1000
Partition function (log Z): -1.660233879771615

Sorted 5' Splice Sites (High to Low Probability):
Position 2547: 0.907395471464378
Position 166: 0.7497390384320508
Position 2984: 0.5174926141069257
Position 2756: 0.40225904507675303
Position 2760: 0.40152771283815464
Position 1941: 0.3238876304064992
Position 186: 0.2371178998147728
Position 1866: 0.10643772945975008
Position 2766: 0.049853038172770245
Position 2829: 0.02746061048215372
Position 2799: 0.02536103770378261
Position 3090: 0.024385674836090034
Position 2764: 0.023925576127303155
Position 2974: 0.02342746158883014
Position 3292: 0.021187168543693652
Position 4031: 0.012067652154359336
Position 1337: 0.01196840745970787
Position 2935: 0.01139527902706998
Position 2290: 0.008490224866704458
Position 3268: 0.00720711717104522
Position 529: 0.006654721646425059
Position 1810: 0.005888774890256291
Position 3859: 0.0054958892581563595
Position 3180: 0.00545894377792315
Position 1826: 0.003534539412826786
Position 443: 0.0029476616431138125
Position 3061: 0.002439325637317385
Position 709: 0.002238910953364721
Position 297: 0.00215348982637735
Position 2815: 0.0018964803209481013
Position 2112: 0.0018613206500789914
Position 225: 0.0018125380493781446
Position 2777: 0.0017978523859654377
Position 256: 0.001437880269669649
Position 2016: 0.0011350906561877036
Position 1933: 0.0008734079737595768
Position 2341: 0.0008510064168905507
Position 846: 0.0007140533612680569
Position 3575: 0.0006336506911834356
Position 2770: 0.0005489127878762949
Position 170: 0.0005355011993463137
Position 1860: 0.0005109763574577973
Position 1504: 0.0005038459421553128
Position 3446: 0.00045244873119604657
Position 494: 0.0004221146933772265
Position 23: 0.0004188241712692503
Position 1761: 0.00032691774857297924
Position 1598: 0.0003244296084229769
Position 436: 0.00021759311146360663
Position 2551: 0.00021563141943572967
Position 1868: 0.00020468346409736166
Position 2780: 0.00019225659060392145
Position 199: 0.00018469952837213652
Position 118: 0.0001230096352850353
Position 1026: 0.00011251831914441193
Position 1669: 9.067597471864513e-05
Position 1588: 8.41850110706367e-05
Position 759: 8.197460902167067e-05
Position 1653: 6.344655871228572e-05
Position 190: 5.503014628179456e-05
Position 232: 5.4978367650537985e-05
Position 558: 5.4058831271585654e-05
Position 1458: 4.8090558740321204e-05
Position 2298: 4.4503089018299646e-05
Position 134: 3.680176514286898e-05
Position 2616: 3.334131765949809e-05
Position 508: 3.06610046463117e-05
Position 1193: 2.8666363717137114e-05
Position 1703: 2.592910492893094e-05
Position 1544: 2.0857885505674104e-05
Position 2774: 1.8031286451645723e-05
