Gene = PSMC2
index = 1088
Annotated 5SS: [  223  2868  9045 10036 10880 17175 17845 18526 19394 21250 22702 22896]
Annotated 3SS: [ 2609  9006  9953 10779 17042 17771 18429 19228 21161 22498 22798 22982]
SMsplice 5SS: [  223  2868 10036 10880 17175 17845 18526 19389 21250 22702 22896]
SMsplice 3SS: [ 2771  9953 10779 17042 17771 18429 19193 21161 22498 22798 22982]
top_k =  1000
Partition function (log Z): 21.781347807297458

Sorted 5' Splice Sites (High to Low Probability):
Position 22702: 0.9983055817531264
Position 22896: 0.9963602170719513
Position 10880: 0.9907381861374001
Position 223: 0.9898554126561496
Position 18526: 0.9890923975412715
Position 21250: 0.9650420672429197
Position 10036: 0.94739440230792
Position 17175: 0.8939424611916339
Position 2868: 0.8203047504635561
Position 17845: 0.7565304955415135
Position 19389: 0.6062618197359879
Position 17434: 0.4905213282118721
Position 9045: 0.47956500330432533
Position 19394: 0.3406986649325848
Position 822: 0.28416080900376045
Position 10622: 0.2236255556117497
Position 23084: 0.21927826800125116
Position 6490: 0.2129537721042345
Position 15756: 0.1799998190940605
Position 19623: 0.1443270520726801
Position 2125: 0.1047838947433899
Position 12791: 0.09301999755013352
Position 18868: 0.09149981178409657
Position 19075: 0.06644924548326032
Position 19947: 0.051972114724901194
Position 13814: 0.04932035761312267
Position 2336: 0.04915555340376388
Position 13185: 0.045795836468151094
Position 13173: 0.041661626794791566
Position 19199: 0.038390753101253006
Position 14788: 0.034434312241964575
Position 2610: 0.030458056551022395
Position 17137: 0.02824064996735415
Position 13698: 0.02718747181204277
Position 11579: 0.023630624603674412
Position 15623: 0.020412597238561734
Position 17442: 0.019762780004445608
Position 10369: 0.019591209457394135
Position 7760: 0.019072966513333484
Position 4445: 0.018476670926639117
Position 2686: 0.01847030807922933
Position 18719: 0.017465926456646057
Position 8026: 0.016607292605839912
Position 1497: 0.015110884000919363
Position 18676: 0.014761308619960245
Position 9105: 0.014255081844658981
Position 18331: 0.014038229695753414
Position 23075: 0.014008458310683519
Position 19399: 0.012592308993999544
Position 17685: 0.012453272785539742
Position 632: 0.012231283629458793
Position 20169: 0.012195034795519767
Position 6254: 0.011618880556250818
Position 1362: 0.0114483873310441
Position 18349: 0.010935845714758172
Position 23016: 0.010898178784050321
Position 1008: 0.009159410266535743
Position 20159: 0.00915860321216204
Position 1773: 0.008519004945667378
Position 22526: 0.008162761422557691
Position 1014: 0.00810471964375453
Position 2429: 0.006046220436815553
Position 22427: 0.00582851273210956
Position 578: 0.005433654377735007
Position 13832: 0.005100012548143544
Position 19293: 0.004190356374811764
Position 21043: 0.0035032342295892413
Position 21936: 0.00322663743875224
Position 10713: 0.0031677694344989463
Position 23280: 0.0029616011545623884
Position 5098: 0.0028303175336400585
Position 21571: 0.002457634984202444
Position 861: 0.0024361906260566284
Position 2251: 0.0023886771174705616
Position 10297: 0.0022597075561457815
Position 19763: 0.001989028194302987
Position 14362: 0.00181397640427707
Position 10073: 0.0017865237250645756
Position 8595: 0.001748291809597841
Position 17610: 0.0017142155322070333
Position 5864: 0.0015397495171499173
Position 20505: 0.001493969589740051
Position 2117: 0.0013871367173576557
Position 23442: 0.0013828157016520203
Position 23158: 0.0013723648300698664
Position 10230: 0.0013493127809738764
Position 14705: 0.001227469058896346
Position 20008: 0.0011985064173957451
Position 2712: 0.0009733873800041731
Position 2753: 0.0009258694788315028
Position 542: 0.0009247118500471214
Position 8004: 0.0008912798722226791
Position 186: 0.0008657752039792219
Position 17416: 0.0008387411033897036
Position 12603: 0.0008288082012620411
Position 10872: 0.000824400985523846
Position 21053: 0.0008062977100880546
Position 2470: 0.0007879219786635555
Position 12705: 0.0007733510698683605
Position 14202: 0.000731975155372726
Position 19118: 0.0006724638941434462
Position 10214: 0.0006593674545112439
Position 2454: 0.0006423579326396483
Position 19963: 0.0005923566871852364
Position 973: 0.0005711912752161132
Position 18473: 0.0005707008367183017
Position 21549: 0.0005695323020265286
Position 229: 0.0005661158924294941
Position 7424: 0.0005601131970364971
Position 13155: 0.0005353789730100587
Position 7816: 0.0005160155293996438
Position 1116: 0.0005072264082207252
Position 19237: 0.0005015485103023346
Position 10266: 0.0004519467744825892
Position 19385: 0.0003843927000363251
Position 13449: 0.0003588455386616233
Position 11826: 0.00032863378072073914
