Gene = RP11-11N7.5
index = 1158
Annotated 5SS: [  74  525 6710 8894]
Annotated 3SS: [  452  6640  8790 10152]
SMsplice 5SS: [  74  525 8496 8894]
SMsplice 3SS: [  452  8349  8790 10152]
top_k =  1000
Partition function (log Z): -5.486743717531165

Sorted 5' Splice Sites (High to Low Probability):
Position 8894: 0.9155611364075219
Position 74: 0.8848306144572625
Position 8496: 0.8313746930588632
Position 525: 0.7371092636659103
Position 2691: 0.21417630622265985
Position 1562: 0.19668907021796952
Position 2346: 0.08482110031919848
Position 130: 0.034465620188637684
Position 10251: 0.020553605270544065
Position 7600: 0.015485046631562086
Position 9467: 0.015431347425458443
Position 9523: 0.014247767781970195
Position 3348: 0.01346188380049854
Position 9384: 0.012978766805959902
Position 1468: 0.010299193973548858
Position 164: 0.009894339441363033
Position 529: 0.006748869725176549
Position 8881: 0.005241424248889037
Position 8529: 0.004110835847362359
Position 1241: 0.0031347664532787693
Position 872: 0.0030017243464518888
Position 132: 0.0026265845527032147
Position 1116: 0.0025687151524667446
Position 881: 0.0013979837095525651
Position 9447: 0.001109688195762811
Position 9248: 0.001020678482670883
Position 316: 0.0009701851291798386
Position 9407: 0.0008267432644001536
Position 1680: 0.0007260494028666168
Position 9490: 0.000691178799998576
Position 112: 0.0006671670573051012
Position 8898: 0.0006526338464227771
Position 9056: 0.0006503866433334826
Position 247: 0.0006286621574709869
Position 212: 0.0005926455720482827
Position 9358: 0.0005684314411596755
Position 9952: 0.0005107626330689641
Position 1963: 0.0004970905033380025
Position 639: 0.00046493053834414754
Position 1550: 0.00040773840752515484
Position 2138: 0.00021873494310012558
Position 206: 0.0002011152840727102
Position 2183: 0.00018137222962104737
Position 8874: 0.0001664649073466316
Position 42: 0.00016251592851371902
Position 10008: 0.00016128319565675511
Position 733: 0.0001559168481177622
Position 1160: 0.00014517517248396889
Position 550: 0.0001449186072132021
Position 1279: 0.00011939771870288357
Position 260: 0.0001123839416499859
Position 1180: 0.00010086392013322261
Position 9337: 9.787723495754588e-05
Position 1748: 9.769495921345815e-05
Position 6710: 8.729109778405654e-05
Position 9911: 8.41017950272823e-05
Position 1316: 5.441429588412904e-05
Position 157: 5.1817018225325514e-05
Position 523: 4.706385349836935e-05
Position 1234: 4.700755548962094e-05
Position 1347: 4.6952774371955014e-05
Position 2232: 4.448220936669078e-05
Position 9: 4.3854790718076306e-05
Position 1099: 4.381333848458183e-05
Position 149: 4.256184844561196e-05
Position 1309: 4.177951189576199e-05
Position 1599: 4.00163478281331e-05
Position 541: 2.9355887320258372e-05
Position 1947: 2.9015684467962302e-05
Position 1004: 2.8254376039081405e-05
Position 331: 2.059806591594236e-05
Position 249: 2.0454004106559207e-05
Position 2534: 2.019938478997045e-05
Position 2526: 1.8617696349096842e-05
Position 1293: 1.7613084741998333e-05
Position 1283: 1.4797803724048884e-05
Position 2056: 1.4701744612315878e-05
Position 2185: 1.345161725645446e-05
Position 2612: 1.244398058420806e-05
Position 3913: 1.236521281806546e-05
Position 1150: 1.0798998780881562e-05
Position 1508: 1.0534543880358837e-05
Position 1627: 9.41467620520577e-06
Position 1450: 8.890216807341048e-06
Position 1538: 8.23089551341133e-06
Position 143: 4.80487922752037e-06
Position 1209: 4.785416360075235e-06
Position 221: 2.822082743628136e-06
Position 7738: 2.6248804733575058e-06
Position 1704: 1.6898425057018022e-06
Position 120: 9.678604755221365e-07
Position 237: 5.403275436690182e-07
Position 859: 2.2610396190027084e-07
Position 561: 1.3221766297338762e-07
Position 151: 1.3102789212570854e-07
Position 6: 1.2622106566270323e-07
Position 854: 8.771911976360656e-08
Position 697: 8.300205121316796e-08
Position 12: 8.203271367048187e-08
Position 714: 7.015549406465526e-08
Position 664: 6.4818198931349e-08
Position 646: 3.6910618051258956e-08
Position 644: 3.5195063040860395e-08
Position 781: 3.422305012629538e-08
Position 329: 3.231127645741572e-08
Position 1184: 1.676468933313508e-08
Position 661: 1.3672175244041969e-08
Position 812: 1.012718700195077e-08
Position 819: 6.6028471816601515e-09
Position 630: 5.423041752618064e-09
Position 436: 5.120975454463593e-09
Position 604: 4.56804764193801e-09
Position 368: 1.3772245923088301e-09
Position 1019: 9.729884398760923e-10
Position 802: 5.114929748127581e-10
Position 618: 1.820847091910893e-12
Position 755: 1.8482950794347676e-13
Position 512: 1.7188511366632678e-13
Position 794: 9.947457060271828e-14
Position 817: 9.491890773152739e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 8790: 0.8085530216743793
Position 452: 0.6126546940432682
Position 10152: 0.5792293509347034
Position 8349: 0.49870416567626535
Position 8982: 0.3114470328985993
Position 8395: 0.17875234697284884
Position 1408: 0.16948635205215762
Position 2580: 0.12849689923955657
Position 2313: 0.12365174328837955
Position 9296: 0.07803536222029998
Position 8824: 0.07625451000982952
Position 8443: 0.061928074961872366
Position 8276: 0.05839591181552672
Position 349: 0.049924382033347675
Position 8798: 0.032838564757694574
Position 2389: 0.021427282283773916
Position 10320: 0.021310925260004752
Position 1344: 0.018683492966370053
Position 8326: 0.017962626366017705
Position 7422: 0.015225623056851807
Position 9320: 0.012425779567938186
Position 8216: 0.011694506424702194
Position 10249: 0.0116741108504702
Position 8295: 0.010504575456009356
Position 2681: 0.009850480910464173
Position 1226: 0.008923006014151785
Position 993: 0.008735520263957042
Position 9150: 0.008384069162261646
Position 3275: 0.008370163966676853
Position 1383: 0.008034647936761077
Position 9628: 0.00646737076640998
Position 410: 0.006271795433798084
Position 10060: 0.004537667318936158
Position 246: 0.003770915483556463
Position 423: 0.0036072741170432216
Position 2612: 0.0034679763449482677
Position 9005: 0.0033661175638172833
Position 8620: 0.0032768241373160277
Position 2052: 0.0032393186662699777
Position 10160: 0.00309585778178849
Position 9380: 0.002977587047410728
Position 2457: 0.0027529856373583726
Position 3117: 0.002677902515976558
Position 8726: 0.0025426644046566507
Position 2222: 0.002338428369017872
Position 2201: 0.002238494650705409
Position 8568: 0.0020480760341158102
Position 9231: 0.0019934520155867976
Position 1445: 0.001891223493651811
Position 460: 0.0018636507581130176
Position 755: 0.0016457231314214323
Position 9483: 0.0015035509415435272
Position 2546: 0.0012985463200072523
Position 2137: 0.0011439907831899826
Position 9846: 0.0011171745888945432
Position 2529: 0.0010973889736784763
Position 309: 0.001088398682019506
