Gene = IVL
index = 722
Annotated 5SS: [45]
Annotated 3SS: [1233]
SMsplice 5SS: [45]
SMsplice 3SS: [1233]
top_k =  1000
Partition function (log Z): -8.378105167102335

Sorted 5' Splice Sites (High to Low Probability):
Position 45: 0.833925627881021
Position 603: 0.14674647029794913
Position 36: 0.0973019723690038
Position 1391: 0.06140031533286601
Position 947: 0.03343200541357406
Position 111: 0.014960703578552082
Position 287: 0.014209300275527486
Position 899: 0.011203449219347784
Position 59: 0.00582090343143028
Position 1476: 0.004877765403637236
Position 3086: 0.003950804181480002
Position 1107: 0.0037318293604760387
Position 235: 0.0035338070927240003
Position 130: 0.0032991228178693805
Position 2741: 0.0030457291873415594
Position 105: 0.0019714318025174085
Position 124: 0.0017900412225259413
Position 2621: 0.0009617503937815249
Position 781: 0.0009348422799659271
Position 1110: 0.0009110555673005851
Position 1415: 0.0008485915841553038
Position 70: 0.0007984734898952434
Position 263: 0.0007707720494693718
Position 2531: 0.0007005735858440858
Position 283: 0.000589501732526346
Position 3151: 0.0005822058700405452
Position 392: 0.0005100986106063669
Position 1118: 0.0004308325098949112
Position 3095: 0.00039347591162007094
Position 2984: 0.00038642283238860784
Position 1178: 0.0003601260150361937
Position 761: 0.0003403699628955488
Position 2690: 0.00030805241339739337
Position 51: 0.000262369279168584
Position 102: 0.0001364387785429133
Position 2360: 0.00011919701622814519
Position 285: 0.00010258413584541099
Position 508: 8.756281154591788e-05
Position 221: 7.409971043127209e-05
Position 1234: 4.2134964115220595e-05
Position 1451: 4.1576275105743304e-05
Position 191: 3.559102611993661e-05
Position 903: 1.826551769391857e-05
Position 350: 2.345822836897592e-06
Position 627: 2.0563770765812312e-06
Position 917: 1.666574656208683e-06
Position 205: 1.5573763588360648e-06
Position 49: 1.291377596584945e-06
Position 1099: 8.385953993320963e-07
Position 185: 7.278751547564508e-07
Position 1001: 3.9439655841870214e-07
Position 40: 2.97309615595218e-07
Position 804: 2.750726373021244e-07
Position 248: 2.416368599162926e-07
Position 819: 1.5854551196783075e-07
Position 739: 8.246334518564274e-08
Position 1241: 7.256407718537823e-08
Position 1277: 6.164455808292223e-08
Position 1299: 9.57744804111329e-09
Position 744: 8.198832489828128e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1233: 0.6278867698188065
Position 174: 0.10505455082789478
Position 1299: 0.07817654563628629
Position 3217: 0.07041021525938576
