Gene = INIP
index = 701
Annotated 5SS: [  250  1776 24106 28710]
Annotated 3SS: [ 1694 24002 28618 30602]
SMsplice 5SS: [  250   864  1776 17535 24106 28710]
SMsplice 3SS: [  793  1694 17292 24002 28618 32233]
top_k =  1000
Partition function (log Z): -15.138558050402137

Sorted 5' Splice Sites (High to Low Probability):
Position 1776: 0.9710517321933468
Position 250: 0.9094921536253413
Position 17535: 0.8259441196269723
Position 864: 0.8085096488414939
Position 24106: 0.7773524067538989
Position 6020: 0.42818955868293607
Position 685: 0.21670978017704373
Position 12768: 0.1442671614035543
Position 13606: 0.13926533308426534
Position 1144: 0.08078526559840446
Position 1098: 0.07009333739387645
Position 433: 0.05113264478873396
Position 1001: 0.027225264300860873
Position 889: 0.020705422721218704
Position 1618: 0.01939804573340589
Position 3378: 0.017474223699715886
Position 3031: 0.014175951592207638
Position 149: 0.009923670753877937
Position 112: 0.009465161868326815
Position 13372: 0.007426688200531363
Position 254: 0.007379769082281325
Position 8146: 0.0068916095127348285
Position 214: 0.005510526406329409
Position 2329: 0.005255434960761018
Position 933: 0.005118764904167934
Position 869: 0.0037625397950183785
Position 5320: 0.0030183238417684412
Position 4117: 0.0029917746331465105
Position 9147: 0.0026785010529925954
Position 299: 0.0022413561583854266
Position 30: 0.002170344905238935
Position 3014: 0.002096525235728826
Position 1577: 0.0019964920965128727
Position 1552: 0.0016118578974076874
Position 1131: 0.0013042700704614992
Position 568: 0.0011564838774824604
Position 164: 0.000988268168650342
Position 717: 0.0009642038821433745
Position 42: 0.0009285568519491679
Position 938: 0.0008381935245430558
Position 1822: 0.0007211933143631094
Position 5372: 0.0006257543484105982
Position 570: 0.0005434920575975122
Position 288: 0.0004469629772139552
Position 5811: 0.000446122835466847
Position 7328: 0.0003563992847504257
Position 6161: 0.0003466672062268251
Position 72: 0.000301222826769428
Position 663: 0.0002751919630898862
Position 800: 0.00020188352973828498
Position 689: 0.00018147486718583648
Position 990: 0.00012554390451784237
Position 13: 0.0001055671793766527
Position 393: 8.962910697308549e-05
Position 1085: 6.0238271186240464e-05
Position 233: 5.851395268624796e-05
Position 61: 5.7659231517104e-05
Position 243: 5.5544892438410846e-05
Position 954: 5.100871259669993e-05
Position 227: 4.638978485729564e-05
Position 90: 3.8109124863060745e-05
Position 1174: 3.592837385781368e-05
Position 152: 2.885005091492663e-05
Position 1359: 2.7784975164392945e-05
Position 1365: 2.6369380654823107e-05
Position 116: 2.3865134696526352e-05
Position 722: 2.2002974575825135e-05
Position 184: 1.5907167247269143e-05
Position 588: 1.527077391394295e-05
Position 187: 1.3690678404342647e-05
Position 18: 9.499763548119435e-06
Position 1964: 9.284195711229823e-06
Position 290: 8.576468415709062e-06
Position 10254: 5.6148606591428385e-06
Position 815: 4.611109753623842e-06
Position 488: 4.072744724242244e-06
Position 2271: 3.966052887857135e-06
Position 2131: 3.3909230489995473e-06
Position 521: 2.885387593572591e-06
Position 1828: 2.8376382212941608e-06
Position 496: 2.082772205432785e-06
Position 523: 2.03728750077425e-06
Position 262: 1.948223328605688e-06
Position 983: 1.8729015250618218e-06
Position 485: 1.0506838094341283e-06
Position 309: 8.459993033388978e-07
Position 67: 8.305768939418332e-07
Position 398: 7.228118125612771e-07
Position 155: 6.95408724424904e-07
Position 2827: 6.670407234132002e-07
Position 2386: 5.362878906266613e-07
Position 2681: 4.4341916914597743e-07
Position 235: 3.0026577292060447e-07
Position 2181: 2.64777624378698e-07
Position 324: 1.1130939288896984e-07
Position 590: 1.0118490289182768e-07
Position 460: 9.523764289305329e-08
Position 574: 5.607821914577625e-08
Position 469: 4.9786380786859034e-08
Position 318: 5.729672757373833e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1694: 0.9586875243677344
Position 24002: 0.8990150389422894
Position 17292: 0.8470622609427301
Position 793: 0.5348185586376693
Position 25214: 0.3993503146764828
Position 5875: 0.27629878214577025
Position 760: 0.24542054539437394
Position 26005: 0.2036460299834118
Position 13509: 0.1505096763976306
Position 26237: 0.14811839113920527
Position 12626: 0.11246630785411606
Position 5878: 0.09689503307612496
Position 529: 0.09434449176429115
Position 333: 0.08025528514952254
Position 757: 0.06160101040276649
Position 1013: 0.05644931200722023
Position 974: 0.05476567712195433
Position 5935: 0.03739468641467302
Position 12659: 0.03382326221347637
Position 609: 0.03297296287675663
Position 13132: 0.02915503018448789
Position 1055: 0.028617100028556313
Position 24562: 0.026237670954798183
Position 1455: 0.01696942479371949
Position 405: 0.013894006605742554
Position 20464: 0.013133667501424123
Position 5793: 0.012651161095130158
