Gene = RP11-15K19.2
index = 1160
Annotated 5SS: [  404 19103 24792 25447 36012 36423 66042]
Annotated 3SS: [18975 24338 25389 35884 36329 65901 67631]
SMsplice 5SS: [  404 19103 19335 25447 36012 36423 51814 54870 66042]
SMsplice 3SS: [18975 19223 25357 35884 36329 51704 54765 65901 67631]
top_k =  1000
Partition function (log Z): -25.895677781549182

Sorted 5' Splice Sites (High to Low Probability):
Position 404: 0.9970684244305754
Position 25447: 0.987951000643486
Position 19103: 0.9872491403119712
Position 19335: 0.7799370821350489
Position 36423: 0.6312091343253222
Position 8986: 0.5453631580808823
Position 36012: 0.5313655245029999
Position 20220: 0.40626538077135627
Position 7151: 0.3973152484798529
Position 7701: 0.3696437364576899
Position 24449: 0.31426902409131063
Position 36050: 0.21099647811462513
Position 31021: 0.15282772502990008
Position 27196: 0.10540746088682684
Position 6190: 0.08390868920909485
Position 29384: 0.07807562264160939
Position 1249: 0.03693400224941849
Position 30859: 0.03291479896275958
Position 5525: 0.017076489385609666
Position 24106: 0.013962930827350787
Position 2960: 0.008482883401061757
Position 7719: 0.008070476910494126
Position 8469: 0.007046882528710833
Position 19329: 0.006702419641395607
Position 20012: 0.0060320130569076185
Position 23066: 0.004989518172246989
Position 25435: 0.004956701852199948
Position 2683: 0.004461960635170873
Position 19964: 0.003460434131114365
Position 2992: 0.0031461712067783255
Position 1641: 0.003087219605110902
Position 28851: 0.002935457929381282
Position 27313: 0.00275960859419551
Position 3040: 0.002629634163098681
Position 25840: 0.001856437615687125
Position 1263: 0.0018504792995065972
Position 6143: 0.0015855552488917542
Position 8715: 0.0015307828681744014
Position 4283: 0.0014423707600006342
Position 2664: 0.001360197851009185
Position 222: 0.0013222650406073428
Position 408: 0.001311182579653277
Position 973: 0.0011058794039004456
Position 4641: 0.0008924694788864781
Position 3032: 0.0008634467492613632
Position 19651: 0.0007293026819321778
Position 19531: 0.0005221287662909782
Position 8557: 0.00045112342830803053
Position 7403: 0.00034899356833161145
Position 19300: 0.0002792585550934245
Position 638: 0.00017924755610557758
Position 19294: 7.976448670658641e-05
Position 89: 6.772545715607987e-05
Position 3009: 1.2977953304623702e-05
Position 49: 1.2721724315754434e-05
Position 1717: 1.2083913585062435e-05
Position 4401: 1.1566907872307342e-05
Position 4222: 9.480379856168846e-06
Position 3530: 8.361881896527151e-06
Position 6245: 7.367369353968508e-06
Position 3621: 4.5192614817026126e-06
Position 2061: 4.506928313456667e-06
Position 2104: 4.061423461849449e-06
Position 727: 3.4930951452853003e-06
Position 1679: 3.2194950986365877e-06
Position 160: 2.7730331362426295e-06
Position 985: 1.4243769626882633e-06
Position 831: 1.176230603752609e-06
Position 235: 8.762033520295085e-07
Position 9223: 6.5744834402818e-07
Position 878: 4.1367647436076833e-07
Position 959: 3.866475342629106e-07
Position 980: 3.605120848619542e-07
Position 317: 2.995246430338775e-07
Position 95: 2.0616544778831985e-07
Position 394: 1.3531972232593523e-07
Position 1083: 1.0708083213996759e-07
Position 362: 8.78254402647906e-08
Position 40: 6.343572085430857e-08
Position 823: 3.502071684624844e-08
Position 712: 3.09972954816855e-08
Position 1302: 2.528841250684779e-08
Position 849: 2.173135986671699e-08
Position 1079: 2.1319776498542334e-08
Position 692: 1.4764150101800131e-08
Position 805: 9.668564738121837e-09
Position 58: 8.19495674747442e-09
Position 1025: 6.65109797528966e-09
Position 1458: 5.497550115438645e-09
Position 947: 4.4115166214097866e-09
Position 833: 1.693340431287888e-09
Position 903: 1.6312024121495147e-09
Position 2798: 1.5631526891263208e-09
Position 1052: 1.4977355572606077e-09
Position 261: 1.4398151447365571e-09
Position 668: 1.313683095267573e-09
Position 1030: 7.326533268522449e-10
Position 659: 6.946528342599968e-10
Position 7858: 1.6560605457074678e-10
Position 7908: 1.5834678854039953e-10
Position 7468: 1.3830629867917795e-10
Position 7990: 1.2380614638598162e-10
Position 209: 7.6700294636931e-11
Position 2454: 8.780033028244722e-12
Position 1711: 8.665028907641251e-12
Position 2149: 5.52946803081828e-12
Position 694: 4.997471362715767e-12
Position 680: 2.1886358379836873e-12
Position 2087: 1.9336845544217122e-12
