Gene = RHBDD2
index = 1138
Annotated 5SS: [ 313 3289 4901]
Annotated 3SS: [2880 4749 9043]
SMsplice 5SS: [ 313 2539 4853]
SMsplice 3SS: [2416 4725 9043]
top_k =  1000
Partition function (log Z): -4.936242328863046

Sorted 5' Splice Sites (High to Low Probability):
Position 313: 0.9918196430756094
Position 4853: 0.5189747640806786
Position 2539: 0.48415627400855527
Position 4901: 0.47018448494841786
Position 1368: 0.17481512684433353
Position 6395: 0.15346556402155573
Position 2543: 0.07046526063623046
Position 637: 0.037460438860074906
Position 5627: 0.03510389993840254
Position 3990: 0.02653996988784453
Position 4050: 0.014337155440417134
Position 1546: 0.013693105395922441
Position 183: 0.010114841113960249
Position 6303: 0.009395949428940882
Position 2635: 0.008869149952042498
Position 3852: 0.008788226286037091
Position 2534: 0.008499470368241564
Position 4257: 0.0077142958796200065
Position 7378: 0.007623829544352181
Position 2892: 0.0073765742226923284
Position 1427: 0.005892358636674175
Position 5548: 0.005269059264368168
Position 536: 0.0041135640988620575
Position 3103: 0.004021555340192256
Position 1231: 0.0038516961830575808
Position 167: 0.0036938454750332574
Position 3289: 0.0030853533954485184
Position 2982: 0.003064416241624103
Position 4267: 0.002811092567419088
Position 7147: 0.002807468919969533
Position 3515: 0.0027785313368399395
Position 3945: 0.00247493565698521
Position 3720: 0.0023295247437878355
Position 3655: 0.0023154468267297347
Position 1351: 0.0022148964371152794
Position 3144: 0.0021689548223371895
Position 5647: 0.001997664213515971
Position 2991: 0.0019547619700933045
Position 5401: 0.0018754334188407383
Position 6856: 0.0018336307181516503
Position 3932: 0.0017371247965652337
Position 8808: 0.0017295194686315395
Position 2547: 0.0017165724451570043
Position 3333: 0.0014612271562855828
Position 1648: 0.0014423161445822209
Position 587: 0.001316771378297418
Position 155: 0.001305127125467078
Position 1091: 0.001031247968011559
Position 1715: 0.0009755301187652023
Position 4104: 0.000946272678693255
Position 3982: 0.0007112514589711621
Position 1591: 0.0006909421618139831
Position 2293: 0.0006469780801855337
Position 2057: 0.000502742334961074
Position 860: 0.0004805961811239001
Position 2117: 0.0004526612627968926
Position 1921: 0.0004504618154748205
Position 2121: 0.00042615089261916205
Position 1531: 0.00033308652008168406
Position 8772: 0.00032676728861529073
Position 2674: 0.0003145894952912272
Position 1131: 0.000301543212254394
Position 823: 0.00024884740324714435
Position 2612: 0.0002447727343781552
Position 650: 0.0002055947273996828
Position 3350: 0.00020380755623616623
Position 5088: 0.00017783541416399473
Position 173: 0.0001610705683349308
Position 1251: 0.00013484474660163526
Position 1905: 0.00012290244364024925
Position 1729: 9.5867307487874e-05
Position 1674: 8.740852028906587e-05
Position 1690: 8.73052074082872e-05
Position 1737: 7.126920409491409e-05
Position 1053: 6.363125078724485e-05
Position 1512: 6.135009146699221e-05
Position 479: 5.7139970261681115e-05
Position 287: 4.265223836030468e-05
Position 1514: 3.5620715467293756e-05
Position 1707: 2.880589736079082e-05
Position 968: 2.7738973717020833e-05
Position 5225: 2.5874336510735137e-05
Position 368: 2.4919808933901302e-05
Position 433: 2.2947881827915463e-05
Position 936: 2.127487506983768e-05
Position 868: 1.874828665159979e-05
Position 1325: 1.5924594300234837e-05
Position 5838: 1.5287621554565515e-05
Position 2059: 1.3867818858132122e-05
Position 1204: 9.604228758345184e-06
Position 157: 9.449543460382645e-06
Position 1156: 7.823576286605251e-06
Position 2434: 5.2128672404993025e-06
Position 2470: 4.76166755642936e-06
Position 175: 3.653348050560651e-06
Position 508: 3.1106474143598384e-06
Position 104: 2.0216194228799463e-06
Position 345: 1.980109542290923e-06
Position 1209: 1.8806647652153563e-06
Position 893: 1.8202186418839031e-06
Position 1027: 1.0610747645938387e-06
Position 225: 9.520143083499212e-07
Position 682: 5.764007328706393e-07
Position 1495: 6.14767704463268e-08
Position 1375: 5.6254910570065814e-08
Position 1518: 4.003609029683906e-08
Position 5935: 3.3699293424159445e-08
Position 5550: 2.287408920992236e-08
Position 417: 1.725795398338208e-08
Position 1411: 1.5671896869165825e-08
Position 495: 9.146545021234209e-09
Position 427: 8.613924080351245e-09
Position 242: 6.512019341606069e-09
Position 48: 5.957976251581266e-09
Position 351: 2.7597403733909248e-09
Position 493: 1.3080951552376561e-09
Position 572: 6.578571508267265e-10
Position 23: 2.1736362241940577e-10
Position 560: 2.4329220003308025e-11
Position 527: 3.66179386183745e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4725: 0.7463714789713684
Position 2416: 0.5431714552288444
Position 9043: 0.27831206020719573
Position 4749: 0.1656764952637746
Position 1297: 0.14488602502074516
Position 6270: 0.09435296163627423
Position 4785: 0.07771861614239813
Position 9536: 0.0728851768294828
Position 6394: 0.0639999404921092
Position 6346: 0.05437261396423763
Position 6289: 0.05134595708168561
Position 9888: 0.050178725648048275
Position 3814: 0.04257539371488532
Position 9119: 0.03961919508625711
Position 6475: 0.034505187709112484
Position 9799: 0.03167384863473735
Position 9557: 0.030865510199774047
Position 7239: 0.02821416010713602
Position 2374: 0.02813039288163592
Position 9725: 0.0273126524653098
Position 6553: 0.02714815985804069
Position 8078: 0.026900684630838608
Position 8921: 0.02533591782568716
Position 5456: 0.021537951358147452
Position 9077: 0.019994846322628747
Position 5318: 0.018791012845712128
Position 515: 0.018371495671249734
Position 2880: 0.015889658858027414
Position 9259: 0.015188761442903573
Position 404: 0.01427776270739217
Position 8697: 0.013888988039563146
Position 8394: 0.013645220190196835
Position 4967: 0.01092714494201275
Position 1426: 0.010905650575628222
Position 9621: 0.009107386968376433
Position 8464: 0.008980141640375137
Position 5533: 0.008912152380682815
Position 908: 0.008616478156138438
Position 254: 0.008472773569807057
Position 8234: 0.00810447396416632
Position 9227: 0.007970129876857674
Position 7443: 0.007957755798194095
Position 1221: 0.007542251470237743
Position 9441: 0.0070853242772246005
Position 5586: 0.007051518897335279
Position 3929: 0.006672992020763907
Position 9103: 0.006494152605243432
Position 9319: 0.006453928910184026
Position 1256: 0.006052244894699225
Position 1266: 0.005905849225792622
Position 461: 0.005608813839171923
Position 1335: 0.005211991392418736
Position 1119: 0.005179485911371683
Position 5298: 0.00510641722301428
Position 6680: 0.00507872770416525
Position 2810: 0.005052549204266008
Position 3944: 0.005005929357340285
Position 9200: 0.004923081881909162
Position 8133: 0.004615518998737481
Position 9497: 0.004171476330439344
Position 5039: 0.003924202427978618
Position 7318: 0.0037137839322835225
