Gene = SEC61B
index = 1239
Annotated 5SS: [  66  343 5700]
Annotated 3SS: [ 244 5597 8035]
SMsplice 5SS: [  66  343 5700]
SMsplice 3SS: [ 244 5597 8035]
top_k =  1000
Partition function (log Z): -4.405002283787443

Sorted 5' Splice Sites (High to Low Probability):
Position 5700: 0.9445218749622566
Position 343: 0.8799380384260659
Position 66: 0.722794268978805
Position 1870: 0.5778803236944088
Position 1688: 0.30714099864297506
Position 2883: 0.18565515302490804
Position 4101: 0.06535453871309638
Position 6178: 0.06356798944087501
Position 2892: 0.06132233326006338
Position 5415: 0.04571090011644176
Position 2148: 0.01850127155129284
Position 2442: 0.018037634483271406
Position 6501: 0.017042250517529247
Position 631: 0.016337901096859755
Position 7791: 0.01358861538562916
Position 170: 0.009953926146976018
Position 3708: 0.006695414031800814
Position 7863: 0.00573620339818403
Position 3235: 0.00521379476066788
Position 4053: 0.005187738680058045
Position 2822: 0.005144996569087652
Position 4412: 0.005067876419968459
Position 2402: 0.004837109177294232
Position 3744: 0.004778148446331367
Position 2224: 0.0046186141168372994
Position 6912: 0.004298704788941598
Position 2601: 0.004183485030455926
Position 4397: 0.004148984994105059
Position 3154: 0.00372737747007941
Position 3706: 0.0036937152431407443
Position 2109: 0.0036028443841829836
Position 3542: 0.0034007193837283416
Position 3030: 0.003022829646809825
Position 5277: 0.0025607325993311563
Position 2733: 0.002012174217159419
Position 4436: 0.001977874995042708
Position 142: 0.0016989502771611981
Position 6171: 0.001519436446310094
Position 172: 0.0015074530109292514
Position 7195: 0.0014808731486276377
Position 4691: 0.001406652383703564
Position 4388: 0.0012651137139578555
Position 2474: 0.0011549827375025993
Position 1549: 0.0011525577991975823
Position 6582: 0.0011503277595517074
Position 6388: 0.0010201905104696126
Position 6959: 0.000980051556839848
Position 4423: 0.0009243410949421938
Position 6931: 0.0009193328870297059
Position 2187: 0.0009070363473987082
Position 1371: 0.0008329563865653975
Position 3262: 0.0007476920898603967
Position 358: 0.0006660031223335524
Position 6538: 0.0005894684783626344
Position 2954: 0.0005518212565621679
Position 2870: 0.0004797945449764902
Position 14: 0.0003865652481456825
Position 2700: 0.0003542174147459974
Position 427: 0.00034828589678356493
