Gene = SPINK1
index = 1313
Annotated 5SS: [ 264 2188 3765]
Annotated 3SS: [2155 3657 7079]
SMsplice 5SS: [ 264  404 3765]
SMsplice 3SS: [ 338 3657 7079]
top_k =  1000
Partition function (log Z): -0.33845226232329306

Sorted 5' Splice Sites (High to Low Probability):
Position 3765: 0.9935394668205698
Position 404: 0.7654782997262477
Position 215: 0.4949493088846836
Position 264: 0.4493240897416961
Position 2188: 0.19145095957681535
Position 18: 0.06764585395094903
Position 2559: 0.06337856437947005
Position 160: 0.04955125953358661
Position 2156: 0.042153824817470216
Position 1592: 0.038711106208892024
Position 2316: 0.033321544852673315
Position 1531: 0.03217506924276634
Position 1864: 0.03123838152417251
Position 6146: 0.022054985750782574
Position 1117: 0.021350782222261923
Position 462: 0.01584218684770525
Position 542: 0.014687615007539373
Position 1982: 0.011380784969524712
Position 2282: 0.010109905790460838
Position 3391: 0.00954998604212358
Position 1965: 0.008502557640435723
Position 6101: 0.007254457578248177
Position 2332: 0.007200944750031485
Position 528: 0.005849161553611251
Position 3316: 0.005259819505150323
Position 2292: 0.005257119714119436
Position 2661: 0.0039717603892645255
Position 6839: 0.0036030666027587
Position 3381: 0.003585174019734283
Position 3516: 0.003103314608937603
Position 3352: 0.0030123551217704505
Position 4180: 0.00291897693349501
Position 95: 0.002527938111986787
Position 4006: 0.0023459155109378806
Position 1084: 0.002288605237013961
Position 1025: 0.00202509740253452
Position 5948: 0.001863266762746743
Position 5785: 0.001724464602420179
Position 5055: 0.0016596400527968693
Position 2033: 0.001371347261142978
Position 1816: 0.0010887975757365943
Position 804: 0.0009671837000447611
Position 2270: 0.0009500010541252469
Position 998: 0.0008296678448569642
Position 2310: 0.0006628388801465348
Position 4634: 0.0006463790636146346
Position 99: 0.0006289881080898875
Position 4184: 0.0006288175626626611
Position 6312: 0.0005220109308411149
Position 2053: 0.0005131012787244265
Position 5475: 0.00046418453852043785
Position 4678: 0.0003355490470071449
Position 2603: 0.0003343232916082951
Position 6426: 0.00025296864187366415
Position 5824: 0.00023094549575649811
Position 5962: 0.0002183704252868067
Position 1649: 0.0001978291044692143
Position 6269: 0.0001952630944979593
Position 58: 8.296237530840647e-05
Position 250: 8.274745800830187e-05
Position 6057: 6.99733798559418e-05
Position 587: 6.917824203039874e-05
Position 6279: 6.878456383806234e-05
Position 5739: 6.701616312826674e-05
Position 5564: 4.924607015607103e-05
Position 164: 4.776445565429083e-05
Position 974: 4.596303230092382e-05
Position 6867: 4.3964812687495046e-05
Position 169: 3.359893270639197e-05
Position 5796: 3.095228911778537e-05
Position 6454: 2.98429671942856e-05
Position 5527: 2.644679465625084e-05
Position 1245: 1.938562569784527e-05
Position 157: 1.6764146861091177e-05
Position 255: 8.29711466106865e-06
Position 817: 7.994100365982901e-06
Position 5231: 3.7317529673186256e-06
Position 5353: 3.5985911447914487e-06
Position 4151: 3.501248853819859e-06
Position 5272: 1.71187959489807e-06
Position 5428: 1.634207303567872e-06
Position 5605: 1.5464925759023785e-06
Position 237: 1.471367437190694e-06
Position 563: 1.468708940386351e-06
Position 82: 9.654162552122013e-07
Position 579: 9.392409764762788e-07
Position 3806: 8.002848841035566e-07
Position 487: 6.139227706025934e-07
Position 268: 3.90576830516378e-07
Position 503: 3.3528894844006493e-07
