Gene = COA1
index = 389
Annotated 5SS: [  113 80942 82007 84291 88969]
Annotated 3SS: [80888 81906 84141 88891 89859]
SMsplice 5SS: [  113  9782 16061 18159 42441 43959 64645 66013 80942 82007 84291 85479
 88982]
SMsplice 3SS: [ 9651 15961 18091 42285 43843 64502 65881 80888 81906 84141 85336 88891
 89859]
top_k =  1000
Partition function (log Z): -44.30027007349716

Sorted 5' Splice Sites (High to Low Probability):
Position 9782: 0.8555897678470776
Position 16061: 0.8055104204320438
Position 113: 0.7913868066625204
Position 18159: 0.3983635707318258
Position 1040: 0.1942846518214703
Position 18142: 0.16445448993289977
Position 8457: 0.1565111023173313
Position 299: 0.14223819373090776
Position 2167: 0.1400827712853623
Position 1003: 0.1367043176292943
Position 12390: 0.08376397573809335
Position 1906: 0.0823842236702842
Position 9761: 0.07931100557303129
Position 8691: 0.04938928388793695
Position 8240: 0.03616522911679888
Position 3471: 0.03375917471662837
Position 9084: 0.023779382729359658
Position 16065: 0.022620918541700896
Position 3467: 0.01994068693675131
Position 5875: 0.0198731552251344
Position 247: 0.016908446320860228
Position 8647: 0.01472325131544615
Position 19452: 0.013637684771558162
Position 9730: 0.012783137060073597
Position 5974: 0.012476295619084803
Position 9523: 0.01125341990310654
Position 2845: 0.011166713976975249
Position 2482: 0.0074972545768688895
Position 18241: 0.006288101085485319
Position 8672: 0.00564996385225124
Position 127: 0.005289677746301326
Position 18220: 0.004502557431388065
Position 202: 0.004363603809302142
Position 17893: 0.0036953560677934314
Position 652: 0.0024802621138508736
Position 1367: 0.0008608898658678625
Position 12049: 0.0007539710067255721
Position 476: 0.0006041658325046858
Position 1335: 0.0005957374901654145
Position 399: 0.0005756638284166257
Position 94: 0.00048758904948705613
Position 2202: 0.0004523461490811879
Position 328: 0.00045031852682571983
Position 2929: 0.0004496150164337578
Position 448: 0.0004455487412228932
Position 9927: 0.000445196632319799
Position 787: 0.0004407480487118056
Position 495: 0.00035078356786839404
Position 264: 0.0002903100870271518
Position 5327: 0.00018784790213310863
Position 656: 0.0001650724165514827
Position 604: 0.00016030623540928186
Position 86: 0.0001229780978194309
Position 620: 0.00011309877540484045
Position 406: 0.00010434443926351395
Position 592: 0.00010093877706774999
Position 3516: 7.938585541611274e-05
Position 117: 6.154355545316747e-05
Position 317: 6.15018851944736e-05
Position 1491: 4.772017748328874e-05
Position 412: 4.5447427532644074e-05
Position 1580: 3.7245351341357876e-05
Position 341: 3.555224523968261e-05
Position 91: 2.9450537138663898e-05
Position 3808: 2.6697850646621127e-05
Position 513: 2.6193933206189968e-05
Position 1798: 2.5175945612919296e-05
Position 628: 2.263485209199809e-05
Position 5249: 2.0066838660515218e-05
Position 679: 1.88768532082324e-05
Position 444: 1.6085124811399798e-05
Position 135: 1.3717437214514724e-05
Position 648: 1.1007882540908267e-05
Position 162: 1.09944078393123e-05
Position 1930: 1.0536282783772637e-05
Position 233: 6.10697064210995e-06
Position 425: 5.4036539081103274e-06
Position 1995: 4.9976937921081246e-06
Position 1479: 4.583715891444619e-06
Position 521: 4.563544168500419e-06
Position 2230: 4.085904608491661e-06
Position 668: 4.042415705397032e-06
Position 808: 3.2584650046422076e-06
Position 2990: 2.9838423684901742e-06
Position 339: 2.802191528734506e-06
Position 732: 6.842973575824981e-07
Position 835: 2.4417272031339056e-07
Position 1078: 8.376141727365119e-09
Position 102: 6.574676150160628e-10
Position 48: 3.882328180284361e-10
Position 309: 3.243946813954999e-10
Position 361: 2.1934222137460293e-10
Position 74: 1.3961515498313167e-10
Position 221: 9.031564013533058e-11
Position 518: 6.624189852966788e-11
Position 369: 5.711954339782037e-11
Position 660: 2.7787463385673453e-11
Position 638: 5.011236590035956e-12
Position 658: 3.461509448069973e-12
Position 166: 2.810959104240759e-12
Position 536: 2.023087818510668e-12
Position 451: 1.2951236345383878e-13
Position 141: 3.468118694260935e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 9651: 0.9454278510275713
Position 15961: 0.8409327039662131
Position 18091: 0.6304274053796131
Position 19199: 0.5616274362136967
Position 874: 0.1411141812054776
Position 2059: 0.12465978014798912
Position 903: 0.12147058656115393
Position 8376: 0.10323126436510212
Position 18393: 0.09441016762353455
Position 12311: 0.0736979086496608
Position 24259: 0.06629640709639303
Position 8411: 0.05998856202537196
Position 19546: 0.05741770412654911
Position 3374: 0.039374074876976334
Position 8135: 0.03613142259619737
Position 18022: 0.03346961383250197
Position 8550: 0.03133782351061229
Position 19195: 0.031073646951455137
Position 5621: 0.028886509592938144
Position 8926: 0.023944102419074912
Position 1681: 0.02315889855132786
Position 1812: 0.021255470586016685
Position 17970: 0.020881058620178063
Position 1740: 0.019246973133525868
Position 12250: 0.017564387322009944
Position 852: 0.01688423384152805
Position 1989: 0.015297821960042679
Position 8524: 0.012621703701228629
Position 8505: 0.012508838095386329
