Gene = GAPT
index = 573
Annotated 5SS: [ 107 2249]
Annotated 3SS: [2183 2811]
SMsplice 5SS: [ 107 2404]
SMsplice 3SS: [2275 5287]
top_k =  1000
Partition function (log Z): -4.999053168834065

Sorted 5' Splice Sites (High to Low Probability):
Position 107: 0.9164308677110933
Position 2404: 0.7846988411471527
Position 396: 0.11178789155669787
Position 622: 0.10337499263579632
Position 699: 0.09150799849565006
Position 129: 0.0571471809495129
Position 2397: 0.029770924210237647
Position 111: 0.020116500553233035
Position 3904: 0.01769675313765592
Position 3397: 0.011232324150091422
Position 2249: 0.00944983317026646
Position 3267: 0.008878827252867342
Position 455: 0.006181435875016849
Position 229: 0.0050110719896673565
Position 1457: 0.004737094029938495
Position 521: 0.004430740944623863
Position 3064: 0.003554141861891607
Position 817: 0.003493347521419271
Position 3236: 0.0026693604680979215
Position 1150: 0.0020556086115908344
Position 831: 0.0019446892105147505
Position 1950: 0.0017154606614277021
Position 1062: 0.0015151208412773356
Position 977: 0.0009100228722272609
Position 3185: 0.0007400324200896107
Position 733: 0.0007076229118983856
Position 2061: 0.0006473361997531855
Position 3271: 0.0006380308994223223
Position 449: 0.0006250434339541746
Position 3880: 0.0005538019951405618
Position 391: 0.0004797811493072854
Position 491: 0.0004573001737421883
Position 53: 0.00034683187325100815
Position 867: 0.00034594199356676857
Position 2000: 0.00031264944676245604
Position 860: 0.00024480713704305967
Position 3694: 0.0002277357753112572
Position 3171: 0.0001905767790437038
Position 546: 0.00018937764835879567
Position 2870: 0.00018663472722757048
Position 161: 0.00017705083475290644
Position 6: 0.00013012902557399723
Position 5530: 0.00011531448353667487
Position 661: 0.00010873961742918564
Position 1971: 0.00010669855374841037
Position 1446: 8.690213478299048e-05
Position 1162: 8.003385280594893e-05
Position 595: 6.839205241623577e-05
Position 5525: 6.096322533751754e-05
Position 472: 4.791350806487177e-05
Position 2875: 5.3787865966893986e-06
Position 2680: 4.753191620302517e-06
Position 470: 4.2361081564338625e-06
Position 260: 4.017577896253758e-06
Position 2425: 3.7313582674280653e-06
Position 351: 3.4102834755840932e-06
Position 2848: 2.956852367673988e-06
Position 433: 2.7591313968676048e-06
Position 2423: 2.329925248360983e-06
Position 265: 2.0588411810913058e-06
Position 525: 1.6153279207343605e-06
Position 403: 1.570040090225708e-06
Position 2588: 1.4661665771050963e-06
Position 36: 1.3394539133086919e-06
Position 19: 1.2071725180936426e-06
Position 2797: 9.004941764371674e-07
Position 1848: 6.55507610042023e-07
Position 858: 5.477143752652612e-07
Position 308: 4.378237533817098e-07
Position 383: 4.10985339224437e-07
Position 773: 3.9315666407256354e-07
Position 796: 3.2987589137271473e-07
Position 602: 2.4260512362908255e-07
Position 271: 1.3575635467720443e-07
Position 300: 1.3076523839566358e-07
Position 223: 1.142696960397871e-07
Position 764: 8.414149017139668e-08
Position 200: 4.099046802880573e-08
Position 3049: 2.465598415170275e-08
Position 497: 1.4504565399749062e-08
Position 561: 1.1768849471358439e-08
Position 2334: 1.1307428777044806e-08
Position 165: 3.746541696790433e-09
Position 531: 4.678747137946398e-10
Position 2429: 2.1969745512406762e-10
Position 610: 9.357968369046845e-11
Position 2276: 4.9018619301167394e-11
Position 508: 1.4012959345240693e-11
Position 537: 1.395917497116727e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2275: 0.7560995929747718
Position 5287: 0.33767655973823196
Position 545: 0.18644452455689184
Position 4308: 0.09370455602275647
Position 3168: 0.09051365927598422
Position 319: 0.08087928789357271
Position 5361: 0.06390607373678373
Position 3635: 0.0556861150572743
Position 2183: 0.048122612436093684
Position 5209: 0.044735972010861796
Position 4574: 0.04449214971394775
Position 5181: 0.038135501356995616
Position 2709: 0.03745060891319946
Position 5334: 0.02453971386358455
Position 200: 0.023547112394126532
Position 2712: 0.0213169736647295
Position 322: 0.01959569569199869
Position 4531: 0.016143945157711555
Position 4534: 0.01358348875658056
Position 4706: 0.013228483980516988
Position 521: 0.011194700262135546
Position 2322: 0.011164512099250548
Position 2212: 0.011072496876311122
Position 4494: 0.010835830286969614
Position 4281: 0.009324310509215695
Position 1932: 0.008473743434987496
Position 2811: 0.008423129657824097
Position 4073: 0.008205030274021653
Position 964: 0.006460817159115924
Position 524: 0.0056848960030345536
Position 4601: 0.004747848320469744
Position 2948: 0.004337157099912344
Position 3512: 0.004254985827199897
Position 3030: 0.004129166233401182
Position 3144: 0.004042132783007348
Position 940: 0.003937816974834944
Position 3099: 0.0038722179322778962
Position 4147: 0.003834380593497301
Position 3674: 0.0036532015178348796
Position 4735: 0.0034801061496040372
Position 351: 0.003121735553673161
Position 3355: 0.0031177784925031193
Position 3788: 0.0030448961219427125
Position 5315: 0.0029220976543088213
Position 755: 0.002858909217670796
Position 2752: 0.002831877419625837
Position 1805: 0.0026083770781393212
Position 4267: 0.0023340494734250283
Position 226: 0.0017682366792934907
Position 4750: 0.0017028676362694476
Position 2727: 0.0016045868089503595
Position 636: 0.0015594820417808633
Position 729: 0.0015456483736581152
Position 602: 0.0015100303097682355
Position 2848: 0.001429217795849782
Position 1414: 0.0014127530922035166
Position 1380: 0.0014121351038052458
Position 3235: 0.0013322893122559034
Position 5386: 0.0012930193342563033
Position 3310: 0.001266059079640994
Position 4928: 0.0012312527949026684
Position 2100: 0.001107810268280069
Position 2974: 0.0011016700985600882
Position 4346: 0.001076190661125813
Position 1322: 0.0010519577023928065
Position 4425: 0.0009779149011623
Position 395: 0.0009423506152692275
Position 2372: 0.0008847653220465755
Position 811: 0.0008673761840288977
Position 376: 0.0008548497749947427
Position 2041: 0.0008122983555082942
Position 2672: 0.0007849700471834377
Position 2293: 0.0007746309036308194
Position 685: 0.0007615928397519914
Position 3447: 0.0007466998418724658
Position 5422: 0.0006622618215318948
Position 2123: 0.0006570339836111514
Position 2612: 0.000628988467147053
Position 572: 0.0006147894404345531
Position 3564: 0.0006069688999728438
Position 4174: 0.0005616059788421472
Position 3062: 0.0004957736719300513
Position 3531: 0.0004869424351317846
Position 3756: 0.00040433388764436236
Position 4611: 0.0003979240063121407
Position 2609: 0.00037193330558237426
Position 968: 0.0003512310741693014
Position 1833: 0.00033535212074013455
Position 1784: 0.00032630030275615745
Position 1319: 0.0003188069506409466
Position 1025: 0.0003098427089874858
Position 5618: 0.00030695095487118495
Position 5342: 0.0002760589708271023
Position 3247: 0.000273770039047507
Position 2536: 0.0002659327138782362
