Gene = ERO1B
index = 508
Annotated 5SS: [  304 12111 28564 29936 32101 38564 45708 46197 49158 51762 55339 55717
 56916 60062 61154]
Annotated 3SS: [11990 28479 29893 32017 38489 45586 46149 49145 51734 55245 55469 56845
 59974 61019 63408]
SMsplice 5SS: [  304  5401 12111 21871 24356 24638 28564 28757 29936 32101 38564 39157
 46197 55339 55717 60062 60379 61154 65852]
SMsplice 3SS: [ 5311 11990 21743 24112 24527 28479 28641 29787 32017 38489 39075 46149
 55245 55469 59974 60264 61019 65762 65949]
top_k =  1000
Partition function (log Z): 0.8826502077375233

Sorted 5' Splice Sites (High to Low Probability):
Position 12111: 0.9999581494164866
Position 46197: 0.9812427299954225
Position 55339: 0.9808363821642266
Position 28564: 0.97507314858054
Position 60062: 0.9591543618507303
Position 39157: 0.9239146234556151
Position 61154: 0.9171124153441218
Position 24638: 0.8842319933469387
Position 38564: 0.839259735358274
Position 304: 0.838400654953154
Position 55717: 0.8244559810053936
Position 29936: 0.7687795656952711
Position 5401: 0.715380471595126
Position 28757: 0.659451778573551
Position 24356: 0.6292077853691619
Position 21871: 0.6248482060822297
Position 60379: 0.6192856588853163
Position 65852: 0.5486937433950104
Position 519: 0.40671963555639307
Position 63678: 0.3621938871780712
Position 49158: 0.3481472709500641
Position 45708: 0.29797868423687796
Position 905: 0.29362610406444767
Position 1956: 0.285946576025836
Position 21023: 0.27465324828159093
Position 10525: 0.20869370665603115
Position 24229: 0.20209167470691022
Position 56916: 0.17781559003410968
Position 47802: 0.17756514234788598
Position 22601: 0.16957732936891584
Position 57908: 0.16813147633888748
Position 10476: 0.15499546392829694
Position 57750: 0.1472602244055669
Position 1267: 0.1340871585610843
Position 23763: 0.12905134547375618
Position 10469: 0.1246116289640908
Position 11848: 0.12101946056071926
Position 19144: 0.11691882653563712
Position 25054: 0.11119363297454128
Position 58496: 0.10680931753358708
Position 14642: 0.10387327620779861
Position 49466: 0.0835635287988344
Position 19089: 0.08297416725076104
Position 26082: 0.06876841803555749
Position 56796: 0.06859113413601833
Position 1941: 0.06370614929506602
Position 38963: 0.05322183680770039
Position 45810: 0.052038061879780245
Position 28773: 0.05157337913011937
Position 22098: 0.04560047627046125
Position 25303: 0.04017565099768229
Position 25890: 0.03657057089635144
Position 65884: 0.033935234063426335
Position 196: 0.0315987150759086
Position 10572: 0.030665422378378583
Position 63466: 0.02889731103756214
Position 10542: 0.028745317374298272
Position 48513: 0.028560779362994556
Position 545: 0.02705854305438927
Position 676: 0.026556864468759597
Position 64424: 0.023393061453293514
Position 64142: 0.01895800613849062
Position 28743: 0.01799392569425943
Position 63462: 0.016127781225714902
Position 63885: 0.015516740842074118
Position 11593: 0.012997545393660399
Position 14157: 0.0126867909229709
Position 55613: 0.012552290801583162
Position 2839: 0.012334674688656597
Position 15943: 0.011688845129169886
Position 14217: 0.011059945763475432
Position 64136: 0.01103807223279828
Position 25181: 0.010798309767598711
Position 66214: 0.01038735054509776
Position 15718: 0.009598398158357146
Position 26801: 0.009332803573956517
Position 1958: 0.008546108575923075
Position 25592: 0.008395897696744007
Position 15335: 0.007988213412175704
Position 1203: 0.007379610088066111
Position 416: 0.006468213691772294
Position 697: 0.006325288639441189
Position 26178: 0.006093805549074089
Position 64512: 0.005781622050424518
Position 57708: 0.005490887687486951
Position 62689: 0.0048237913437957376
Position 1196: 0.004531983209886312
Position 48225: 0.004268903768866592
Position 3752: 0.004237083555093471
Position 987: 0.0037930418276875253
Position 13862: 0.0037774437138336572
Position 23631: 0.003377058939515059
Position 3642: 0.003335723319458785
Position 61474: 0.003253462703552498
Position 60557: 0.0027758493436874166
Position 25338: 0.00275142122311123
Position 64184: 0.0027241585721224032
Position 13867: 0.0026544211267300957
Position 63881: 0.002554869149589088
Position 26575: 0.002494002222431454
Position 46321: 0.002435311886554913
Position 61239: 0.002384034203952344
Position 551: 0.0023606344239638782
Position 496: 0.002208856856740243
Position 63297: 0.002063931712426568
Position 66062: 0.0020427939702299717
Position 169: 0.0019865949159968213
Position 64754: 0.001955116182006788
Position 62983: 0.001898141420144146
Position 61234: 0.0018962466339765601
Position 60386: 0.001481841286380013
Position 64188: 0.001430777203000992
Position 190: 0.0013437008445190092
Position 14141: 0.0013135608051777381
Position 1605: 0.001294444696981517
Position 184: 0.0012427400064998681
Position 4436: 0.0012119978191707176
Position 1968: 0.0011311222378600177
Position 24318: 0.0008259032905279875
Position 1628: 0.0006662425662745191
Position 701: 0.000633524278652168
Position 9374: 0.0005598167677498675
Position 214: 0.0004658691025588442
Position 3322: 0.00046195744011069407
Position 14123: 0.0004529476264513322
Position 186: 0.0003911886300761947
Position 1279: 0.0003287113425025302
Position 61451: 0.00030871894163549693
Position 61838: 0.00020241703933570422
Position 1524: 0.00019097856896416014
Position 1125: 0.00013387423520920994
Position 982: 0.00011686863717080904
Position 66284: 0.00010482313124688399
Position 13011: 0.0001036737804766128
Position 241: 8.141386960626119e-05
Position 314: 5.8889106836216575e-05
Position 14868: 5.780217290620001e-05
Position 14633: 5.7072922979703976e-05
Position 63659: 2.322068839218679e-05
Position 589: 2.18809854304849e-05
Position 129: 2.1377694480272794e-05
Position 375: 2.1175248680825904e-05
Position 253: 1.5389537013056566e-05
