Gene = SMIM23
index = 1283
Annotated 5SS: [ 105 4410 4678 5132]
Annotated 3SS: [4357 4609 4922 8692]
SMsplice 5SS: [ 105 4483 4801 5028]
SMsplice 3SS: [4357 4609 4922 8692]
top_k =  1000
Partition function (log Z): -2.160054820079898

Sorted 5' Splice Sites (High to Low Probability):
Position 105: 0.8232351583278804
Position 5028: 0.5663829535568666
Position 4483: 0.510412864961184
Position 4703: 0.2734132035365849
Position 4801: 0.24643774085299394
Position 4678: 0.22562889703101027
Position 4695: 0.17764283786757465
Position 5170: 0.1622569711812693
Position 3998: 0.14765283227594705
Position 120: 0.13988860066648215
Position 4410: 0.13130945074250183
Position 7491: 0.1245378491227306
Position 3665: 0.0992692227254888
Position 318: 0.08047342501870587
Position 1034: 0.07277146816594844
Position 7545: 0.06537195106073183
Position 5015: 0.06418260477494449
Position 3301: 0.056721471528541574
Position 4207: 0.051306981436063145
Position 4157: 0.04896064126085126
Position 4791: 0.03922069306498669
Position 5607: 0.03813943432577787
Position 4203: 0.03455912938398671
Position 6243: 0.03347456878600934
Position 1666: 0.025342190051792748
Position 5549: 0.017771469229162323
Position 2254: 0.014815865864876702
Position 6285: 0.010653181253102927
Position 4480: 0.00939059044974451
Position 2694: 0.005944669415486093
Position 585: 0.005090181558817243
Position 5051: 0.005073038912306566
Position 8147: 0.003503305237130193
Position 8135: 0.002908073506470744
Position 1735: 0.002741221600170497
Position 4052: 0.002076651587085731
Position 8286: 0.0019831596965970977
Position 1599: 0.0016609775341924072
Position 1424: 0.0014512917408267855
Position 2493: 0.001380333404415732
Position 7537: 0.0013477969460770555
Position 2451: 0.0013446247413248713
Position 681: 0.00123409768887124
Position 5395: 0.0011305492270931423
Position 48: 0.001001846908413537
Position 4735: 0.0008090205682483757
Position 5138: 0.0008069509341170238
Position 5125: 0.0007651285628093281
Position 241: 0.0007388460282436958
Position 6048: 0.0005680750734170832
Position 33: 0.0005524118788161176
Position 2276: 0.0005358642206423609
Position 5902: 0.0004976762146629353
Position 5132: 0.00048654529961121053
Position 5428: 0.00043468275470556463
Position 4382: 0.0004099269506212804
Position 4461: 0.00038309476550580236
Position 5507: 0.0003482995027686335
Position 4487: 0.00030741129784979013
Position 1803: 0.00028807544898221
Position 5516: 0.0002639552684454724
Position 2195: 0.00024479560195718854
Position 2405: 0.00023797090894251238
Position 2199: 0.00021359739100336212
Position 2590: 0.0002058918219935369
Position 486: 0.0001980324266857219
Position 3204: 0.0001248511569519853
Position 4588: 0.00011280618825330366
Position 1642: 0.00010950377211153184
Position 1733: 0.00010352999943060351
Position 381: 9.738116035519635e-05
Position 1770: 9.051616332873308e-05
Position 536: 8.674441851720317e-05
Position 1972: 8.670242717054084e-05
Position 4826: 7.291405731476891e-05
Position 4782: 6.76522907514045e-05
Position 5680: 5.215582222836661e-05
Position 88: 3.8675310513359035e-05
Position 4767: 3.7796581251650654e-05
Position 395: 2.1273822509267185e-05
Position 745: 1.552682914205158e-05
Position 711: 1.4008807915926848e-05
Position 4646: 9.01337583039353e-06
Position 856: 8.562411827153761e-06
Position 861: 8.359166074567417e-06
Position 1426: 2.8213261213364154e-06
Position 1249: 2.799366244084175e-06
Position 1310: 2.7560641143677968e-06
Position 1069: 2.648483019590187e-06
Position 1053: 2.187299035580971e-06
Position 2083: 1.965980798521561e-06
Position 388: 1.2863296656282878e-06
Position 15: 8.639473477614269e-07
Position 2132: 6.633734919984692e-07
Position 2088: 6.564026090226592e-07
Position 2076: 5.378540625524162e-07
Position 913: 2.9742280984294066e-07
Position 176: 2.6598336666717385e-07
Position 2058: 2.3988349424031804e-07
Position 780: 4.5505117224914786e-08
Position 801: 1.3737489023200136e-08
Position 345: 9.022384047106832e-09
Position 737: 7.994976829483414e-09
Position 915: 7.527936502086806e-09
Position 574: 2.611535279016111e-09
Position 496: 2.1184441962262677e-09
Position 212: 1.9084970945933123e-09
Position 369: 3.351191009586315e-10
Position 285: 1.5562042945363777e-10
Position 350: 5.1504319452710516e-11
Position 322: 8.49279607071785e-12
Position 616: 2.787653652918795e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 4922: 0.9866203357028901
Position 4609: 0.6750087445037121
Position 4357: 0.6565449854557658
Position 8692: 0.5353648771464179
Position 4585: 0.2295610605768092
Position 7425: 0.17810338109885954
Position 8092: 0.13455247870934658
Position 4104: 0.09886015436292533
Position 3904: 0.07544131335128924
Position 3628: 0.05539821601490267
Position 3908: 0.05479986563195502
Position 5497: 0.05093594480590332
Position 168: 0.04503916114650388
Position 3610: 0.03381075051325215
Position 4567: 0.03287311951870849
Position 7462: 0.026932888358560607
Position 8243: 0.02243768307554905
Position 3203: 0.02223860142116828
Position 1594: 0.01838800959744154
Position 7091: 0.01717046755666865
Position 2992: 0.016820628101726076
Position 967: 0.016500862395231606
Position 6147: 0.016212907795612932
Position 859: 0.015759854333433146
Position 7119: 0.013182098736237272
Position 6941: 0.01259736916154348
Position 3845: 0.012593971626638657
Position 7316: 0.01248294315043236
Position 4088: 0.012472221683967622
Position 8626: 0.011158108444280541
Position 1484: 0.010596400296521348
Position 3587: 0.010243782590784144
Position 2223: 0.010175260085311753
Position 1014: 0.009059708385898821
Position 7343: 0.008566103253042722
Position 796: 0.008317605898687174
Position 2162: 0.008153970597527925
Position 5295: 0.007496172090789223
Position 6109: 0.007437852693393268
Position 5301: 0.007401191915827325
Position 6182: 0.006682097320365654
