Gene = PCSK9
index = 1005
Annotated 5SS: [  497  4487  7099 12864 13244 16642 17967 18662 19100 20116 22009]
Annotated 3SS: [ 4294  6974 12729 13101 16444 17782 18487 18950 19937 21826 23820]
SMsplice 5SS: [  497  4487  7099 12864 13244 16642 17967 18662 19100 20116]
SMsplice 3SS: [ 4384  6974 12762 13101 16444 17782 18487 18950 20008 24242]
top_k =  1000
Partition function (log Z): 12.34107647639149

Sorted 5' Splice Sites (High to Low Probability):
Position 12864: 0.9527780583705147
Position 17967: 0.9316867832644147
Position 19100: 0.9222305118637186
Position 497: 0.9097026749451071
Position 18662: 0.8937986005496654
Position 13244: 0.8919993456597898
Position 16642: 0.8908021388997881
Position 4487: 0.8750257435597069
Position 20116: 0.8626472489779609
Position 7099: 0.8618003215194937
Position 10348: 0.771548130505479
Position 9237: 0.461477743441297
Position 12037: 0.444384694230957
Position 3612: 0.3892298324139383
Position 3065: 0.2288024420690101
Position 22009: 0.21837648798445755
Position 13456: 0.16943589426208566
Position 11366: 0.146808210652193
Position 8318: 0.1453819184121647
Position 7070: 0.13715835723089542
Position 21959: 0.1360122691129597
Position 6897: 0.12678858921735894
Position 9742: 0.1137031633812077
Position 856: 0.11330033513998658
Position 5600: 0.10555255675514061
Position 8172: 0.08753463731294334
Position 8842: 0.07356491664303465
Position 24484: 0.06645245958408708
Position 22031: 0.06311847265168838
Position 3151: 0.062306019561257676
Position 16378: 0.06214521720604987
Position 16674: 0.059841568932718366
Position 12362: 0.05914939855993214
Position 13225: 0.05912881511654963
Position 24604: 0.05675748221205681
Position 11082: 0.05446834489368226
Position 1931: 0.05432713749925452
Position 7708: 0.05277030745800478
Position 22125: 0.051361193026662866
Position 8150: 0.05034610213068617
Position 3891: 0.04997593072917228
Position 3075: 0.04616796216808152
Position 6854: 0.04192656416194057
Position 14265: 0.041349809705974544
Position 15681: 0.037468770947045545
Position 4020: 0.03630564865740077
Position 22221: 0.03437159841561505
Position 14279: 0.03285558746303426
Position 756: 0.029391039448429756
Position 252: 0.028990831146677904
Position 10650: 0.02753884542607284
Position 21893: 0.025797148573728702
Position 21313: 0.025492457891323466
Position 24404: 0.0238403609360152
Position 17580: 0.02309625824030518
Position 21906: 0.02235976540207889
Position 544: 0.02213688946483932
Position 3817: 0.021638111724035843
Position 2985: 0.019413738769160156
Position 18610: 0.01812042267278409
Position 24990: 0.017895597013054956
Position 19106: 0.01734312141682979
Position 3789: 0.017137757829648166
Position 1141: 0.01647198183606242
Position 6122: 0.01629766122189463
Position 2693: 0.015564427158595408
Position 3358: 0.015271367721170707
Position 10498: 0.014885432055336172
Position 19121: 0.014378529108956258
Position 8228: 0.012702631740530749
Position 8216: 0.012352878522182297
Position 8825: 0.011992486111938969
Position 8476: 0.011576449220177603
Position 3593: 0.011275271376456173
Position 5902: 0.010935297612603078
Position 24452: 0.010867320912136262
Position 17258: 0.010748646811965216
Position 68: 0.010223363675851605
Position 10246: 0.009311119113193893
Position 15787: 0.008745739246027525
Position 16646: 0.008662877322931513
Position 2542: 0.008513963461666933
Position 80: 0.008396315125332976
Position 7682: 0.007934737572627849
Position 19232: 0.007822957845609537
Position 6007: 0.0077864034080625324
Position 23658: 0.007380775057293506
Position 7793: 0.0071929847880939785
Position 16958: 0.007002988243450359
Position 14019: 0.006806287577765654
Position 23916: 0.006591080475433815
Position 19401: 0.006180414067774575
Position 17315: 0.006015069821653198
Position 22021: 0.0058831686101072
Position 9314: 0.005788663665380819
Position 299: 0.005400559832762736
Position 7842: 0.005384485924430656
Position 16950: 0.005272484124036078
Position 19395: 0.004993796580054985
Position 18849: 0.004431105159046113
Position 19123: 0.004274827375338699
Position 3898: 0.004273904585712296
Position 4685: 0.004268018375911915
Position 18149: 0.004099631030441549
Position 2954: 0.0039194521415491295
Position 6887: 0.0037013753862689034
Position 8159: 0.003579367284880397
Position 19125: 0.0035482624927464673
Position 9773: 0.0035107656665925935
Position 2331: 0.003468182962638618
Position 20140: 0.0033243963944520707
Position 13938: 0.003275321063614726
Position 1910: 0.0032477776155691194
Position 7809: 0.003233163773607932
Position 6441: 0.0031740310632002644
Position 11906: 0.0031358316451886715
Position 22216: 0.0031291463032702242
Position 15863: 0.003038760361547944
Position 17148: 0.0029905848590322786
Position 20704: 0.00295062743389802
Position 15715: 0.0029103181781892744
Position 8812: 0.0026362049241614393
Position 19127: 0.0025911371657362904
Position 15739: 0.0025844706455183486
Position 52: 0.0024737634037572238
Position 13533: 0.002461408057590603
Position 14212: 0.002414659101882729
Position 19453: 0.002381759581637241
Position 18679: 0.0023410977638438565
Position 11510: 0.00218904216732827
Position 15076: 0.0020808938028845296
Position 12919: 0.0019897554860108806
Position 45: 0.0017190471694380342
Position 1283: 0.0016842242451197374
Position 19129: 0.001673463036049138
Position 17375: 0.0016565796011206485
Position 584: 0.0016518152921877506
Position 11091: 0.001642513915949586
