Gene = VEPH1
index = 1546
Annotated 5SS: [   151   8216  33114  43247  75106  89547 122272 139125 140064 186366
 189807 216871 237902]
Annotated 3SS: [  7920  32897  43071  74938  89336 122050 138914 139665 186225 189671
 216752 237764 242056]
SMsplice 5SS: [   151   2209   5507   5841   9443  10241  33114  34537  43247  75106
  85776  89547 122272 139125 140064 162278 162629 166952 185842 186366
 189807 196920 202215 214015 216871 237902]
SMsplice 3SS: [  2125   5408   5595   9337  10133  32897  34435  43071  74938  85668
  89336 122050 138914 139665 162155 162525 166810 185680 186225 189701
 196758 202145 213935 216752 237764 242056]
top_k =  1000
Partition function (log Z): -113.10374305147499

Sorted 5' Splice Sites (High to Low Probability):
Position 151: 0.9581147344959718
Position 2209: 0.8591772710698791
Position 10241: 0.7741635854647432
Position 5507: 0.6602282797100324
Position 8216: 0.5391005518206762
Position 9443: 0.5229181555125627
Position 5841: 0.4625843970470875
Position 5846: 0.3988193089140239
Position 4033: 0.35803508853840565
Position 4190: 0.29311398726812943
Position 4490: 0.26132726893054764
Position 4521: 0.19239565136342904
Position 14373: 0.14538239360705055
Position 9338: 0.1356307829320402
Position 9215: 0.10396776524250527
Position 4257: 0.10113705979246035
Position 7461: 0.06972425729270484
Position 11416: 0.06141572192138266
Position 988: 0.05809765574286392
Position 3794: 0.05462005001823742
Position 7382: 0.0520630500229537
Position 8041: 0.04997946838472862
Position 7978: 0.046234685197149926
Position 2570: 0.041254937250259215
Position 1853: 0.03601526672980204
Position 2343: 0.035992904766060284
Position 4594: 0.034993371430127894
Position 5679: 0.02537868510327217
Position 4466: 0.02285747291754329
Position 206: 0.022349062542383696
Position 9424: 0.02073916230626171
Position 6507: 0.015818044244718967
Position 4510: 0.01252771332977234
Position 4618: 0.011730816362672347
Position 5308: 0.01107511676741436
Position 12287: 0.010433417033980331
Position 3807: 0.01009760365818998
Position 5635: 0.009577424257461066
Position 1560: 0.009388596784728758
Position 4481: 0.008870716287924263
Position 3370: 0.00796912053091495
Position 7367: 0.007705503573506475
Position 5686: 0.006745668910520052
Position 1888: 0.006088382961531322
Position 12224: 0.005295050809315661
Position 3374: 0.00526874563353559
Position 1126: 0.005072457204429266
Position 326: 0.00487552472157938
Position 580: 0.004114050609585455
Position 10390: 0.004108349391060181
Position 4771: 0.0040026977574001725
Position 584: 0.0035992791166995206
Position 5114: 0.00354784022653108
Position 10283: 0.003460713254536331
Position 7168: 0.003249553656706354
Position 3914: 0.003120393926046402
Position 3034: 0.002985659944951999
Position 1996: 0.0027956036396158714
Position 11949: 0.002580998140177678
Position 816: 0.002544042402719866
Position 1226: 0.0024982769542729482
Position 833: 0.0019538952172526965
Position 3476: 0.001763636344857992
Position 1775: 0.0016225277420436365
Position 10559: 0.001247500400608412
Position 4330: 0.0011391870287013521
Position 4400: 0.00105763848019737
Position 3812: 0.0010163651595481162
Position 1388: 0.0007887550922037551
Position 4977: 0.0007560875288956514
Position 885: 0.0006717197101290212
Position 3089: 0.0006363983872136752
Position 1732: 0.0005637359071545213
Position 2960: 0.0005636788251974038
Position 370: 0.0005355116081488632
Position 5183: 0.0005179229416188739
Position 7510: 0.0004687918388584669
Position 1646: 0.0003954169492115455
