Gene = KRBA1
index = 753
Annotated 5SS: [   56  4662  5117  5980  6525  7543  7946  8879  9839 10478 11050 13665
 14359 15330 15557 16765]
Annotated 3SS: [ 4534  4996  5823  6371  7410  7771  8722  9640 10303 10875 13511 14176
 15134 15415 16659 18192]
SMsplice 5SS: [  458  4662  5117  5980  6525  7543  8879  9839 11050 13665 15330 15557
 16765]
SMsplice 3SS: [ 4534  4996  5823  6368  7410  8722  9640 10913 13511 15134 15415 16659
 18857]
top_k =  1000
Partition function (log Z): 8.003542525573954

Sorted 5' Splice Sites (High to Low Probability):
Position 5980: 0.9790188082440415
Position 11050: 0.9591960500701405
Position 5117: 0.871027284291387
Position 15330: 0.8390598642396777
Position 13665: 0.8328042497896769
Position 6525: 0.7917192945326663
Position 8879: 0.7561709626085067
Position 9839: 0.6428749892087247
Position 16765: 0.6425781254648033
Position 7543: 0.6213913999235199
Position 4662: 0.5633727551362446
Position 15557: 0.5337707566154527
Position 8565: 0.48300254273161153
Position 458: 0.4636920704646703
Position 14359: 0.3958657517318887
Position 7946: 0.32355032061871525
Position 18444: 0.2683764263348957
Position 10478: 0.2302314492098072
Position 156: 0.2066942979445473
Position 16843: 0.20021564670237688
Position 56: 0.18078083311663065
Position 15534: 0.122092455808261
Position 1787: 0.10559242600932561
Position 6492: 0.10405256804616854
Position 14380: 0.10095272781203649
Position 14508: 0.09954199718673454
Position 339: 0.09435064929953778
Position 9028: 0.08683353949212749
Position 1042: 0.08286636724454703
Position 241: 0.05422202027235926
Position 6664: 0.05372000336585177
Position 107: 0.05235809821916883
Position 16201: 0.04162577596350539
Position 8697: 0.039681539186056616
Position 14558: 0.03847147730821423
Position 2801: 0.03662954277530855
Position 17024: 0.033434164321744134
Position 15702: 0.03009887458238411
Position 7274: 0.030060160478936605
Position 16862: 0.02747698700307852
Position 16593: 0.025004393011799995
Position 18241: 0.024874097568510747
Position 2778: 0.023776420824605207
Position 17503: 0.023191820917585763
Position 8420: 0.021427801119945564
Position 1729: 0.017467612816236742
Position 16262: 0.017345985037388975
Position 10227: 0.016979707667080055
Position 9060: 0.01621024251787064
Position 9593: 0.015943514621074763
Position 15746: 0.015045109361774504
Position 10178: 0.011698153080116869
Position 7128: 0.011414230473392385
Position 1052: 0.010886183890455403
Position 16710: 0.009936536878298367
Position 9361: 0.008921261754378471
Position 14791: 0.008760461842895273
Position 1892: 0.008354967471274661
Position 8089: 0.006545601223621388
Position 14573: 0.005784275474733307
Position 185: 0.005713773327178236
Position 6276: 0.005663489293229327
Position 17917: 0.005237295725257676
Position 10720: 0.005048886731930671
Position 4658: 0.00484911689701773
Position 14345: 0.004657633037114256
Position 16154: 0.004390185967866294
Position 2085: 0.0038587165629987226
Position 5764: 0.0038083131539285112
Position 10277: 0.0034267410685880073
Position 4701: 0.003356009589284327
Position 10434: 0.003250952380652204
Position 8114: 0.0032147528944573285
Position 589: 0.002980092385094528
Position 17517: 0.0029648785172515404
Position 12485: 0.0029490692433291887
Position 4837: 0.0029466999232063665
Position 205: 0.0025930527071948957
Position 10191: 0.0025623728961163775
Position 6850: 0.0023929448216716206
Position 13143: 0.002332448173651389
Position 582: 0.0018508688842264276
Position 5770: 0.0014088735360764427
Position 9456: 0.0013898480298366598
Position 8254: 0.0012886300915318151
Position 1057: 0.0012798715977731638
Position 1016: 0.0012711190877942717
Position 6500: 0.0012369225566512263
Position 17415: 0.001196098038600206
Position 8368: 0.001041032491697253
Position 9724: 0.0008181076565280202
Position 18997: 0.0007925832214208556
Position 15551: 0.0007708657683384323
Position 3215: 0.000753058155167215
Position 2715: 0.0007518647071809569
