Gene = BCL2L15
index = 130
Annotated 5SS: [ 299 1011 5775]
Annotated 3SS: [ 888 5549 6406]
SMsplice 5SS: [ 299 1011 5775]
SMsplice 3SS: [ 888 5549 6406]
top_k =  1000
Partition function (log Z): -3.3110229528768373

Sorted 5' Splice Sites (High to Low Probability):
Position 299: 0.9513267626250258
Position 5775: 0.9290105868529879
Position 1011: 0.7671678648934679
Position 74: 0.0427037047595119
Position 6009: 0.02772129292915704
Position 5719: 0.02388606577816509
Position 3454: 0.010309622336177552
Position 6286: 0.008405306624926147
Position 401: 0.00825118199149502
Position 491: 0.007942102239207808
Position 5770: 0.00748130838500109
Position 340: 0.005048232150017307
Position 6050: 0.004473650134089527
Position 6477: 0.003683035160991418
Position 6215: 0.0036226864184121443
Position 5700: 0.002431508411206518
Position 4191: 0.0020676472234112103
Position 1016: 0.0020334571635385974
Position 5645: 0.002014509294932732
Position 5806: 0.001976507645862899
Position 6202: 0.00186984263866061
Position 304: 0.0014848513181995157
Position 320: 0.0011392049771268816
Position 256: 0.0010917868718857806
Position 330: 0.0010675473427587737
Position 1178: 0.0009610728443662474
Position 1035: 0.0009492915036008364
Position 2896: 0.0006475687057036274
Position 574: 0.0005924775995046225
Position 1808: 0.0005831688318130319
Position 3064: 0.0005514627356258611
Position 4034: 0.0004569837248015771
Position 2966: 0.00038848632140055657
Position 6382: 0.00036800965291820977
Position 943: 0.0003358664047370816
Position 3389: 0.0003171250039477412
Position 5597: 0.00030441882254326206
Position 1141: 0.0002908856301809144
Position 1558: 0.00026700916962787155
Position 289: 0.00022601726619536774
Position 1122: 0.00019737273845626464
Position 4393: 0.00019549846539611293
Position 6101: 0.00017891364489208597
Position 1895: 0.00015814091773103914
Position 1091: 0.00014608626805807871
Position 1302: 0.00014503849534152678
Position 5779: 0.00014271449044025284
Position 1602: 0.00013524072865471029
Position 56: 0.0001288714274066507
Position 2240: 0.000127392491752648
Position 623: 0.00012379385503380672
Position 1221: 0.0001174184691173821
Position 1767: 0.00011687266420697386
Position 5663: 0.00011514650808003978
Position 6137: 0.00011406998404748245
Position 716: 0.00010808918903121728
Position 3228: 0.00010516836474587002
Position 1461: 9.278473809089912e-05
Position 6139: 8.382771886851368e-05
Position 2478: 8.275072218480266e-05
Position 1840: 8.048176991543682e-05
Position 3469: 7.662207652190795e-05
Position 5688: 7.047900014992689e-05
Position 5975: 6.839448643532462e-05
Position 474: 6.812737471023996e-05
Position 3383: 6.349197963870735e-05
Position 643: 5.9377474146570873e-05
Position 2961: 5.5381434837240234e-05
Position 5964: 5.08965221430735e-05
Position 4143: 4.8173490382670907e-05
Position 280: 3.4862075189132114e-05
Position 938: 3.287966491486421e-05
Position 6727: 3.231975716548e-05
Position 448: 3.0546799428608084e-05
Position 6170: 3.054597812094817e-05
Position 451: 3.0058323294629544e-05
Position 32: 2.001209382181591e-05
Position 426: 1.8506939315780778e-05
Position 214: 1.646707337991766e-05
Position 568: 1.4280998134398171e-05
Position 6737: 1.3988274383087816e-05
Position 6609: 1.2015093908422231e-05
Position 6695: 1.1307074265177336e-05
Position 419: 1.0120321169795018e-05
Position 5750: 8.385192883370737e-06
Position 133: 7.401806138796646e-06
Position 5649: 5.731170098477334e-06
Position 6557: 3.3008075675432474e-06
Position 748: 2.8104727923985803e-06
Position 6580: 2.2198383571776178e-06
Position 496: 2.1785527692110195e-06
Position 86: 2.136170449777823e-06
Position 695: 2.0534134278054837e-06
Position 405: 1.7783027782499242e-06
Position 361: 1.1068988659596984e-06
Position 5121: 8.789857478399265e-07
Position 374: 4.863443726193604e-07
Position 41: 4.4927987827761335e-07
Position 98: 2.875422516745438e-07
Position 17: 2.42861938537883e-07
Position 493: 2.331989456938862e-07
Position 750: 1.8415557397663183e-07
Position 862: 1.4970406530407747e-07
Position 603: 1.277957386109085e-07
Position 278: 1.1403805745918065e-07
Position 15: 9.768496783713401e-08
Position 950: 9.358013607725967e-08
Position 667: 8.13532281470052e-08
Position 100: 7.685680088220393e-08
Position 1236: 2.7735106902596774e-08
Position 1103: 2.1547908235475268e-08
Position 1251: 1.2056848904450589e-08
Position 925: 1.0602874729646695e-08
Position 1263: 5.844822068100868e-09
Position 1261: 4.814594501351536e-09
Position 1175: 1.7434555308187624e-09
Position 1225: 1.2657569096861266e-09
Position 138: 7.799903706252062e-10
Position 1254: 3.4055385145182307e-10
Position 909: 1.6179558748713736e-10
Position 984: 1.4303881510266325e-10
Position 344: 3.7303121898472e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5549: 0.9473386814215616
Position 6406: 0.7701002477194399
Position 888: 0.7555191752752292
Position 6284: 0.17782735786576187
Position 5878: 0.03184409520039962
Position 5914: 0.026351045565835958
Position 5553: 0.01580057380913673
Position 891: 0.011846942461190018
