Gene = TRMO
index = 1487
Annotated 5SS: [  153  6407  9170 12611]
Annotated 3SS: [ 6231  9011 11953 17577]
SMsplice 5SS: [ 153 6407 9170 9698]
SMsplice 3SS: [ 6231  9011  9594 17577]
top_k =  1000
Partition function (log Z): -1.4777082015537149

Sorted 5' Splice Sites (High to Low Probability):
Position 153: 0.9284146820617531
Position 6407: 0.8773368039054014
Position 9170: 0.8190016121983474
Position 9698: 0.6153587990302903
Position 8063: 0.6138712471096148
Position 9933: 0.38106221556479297
Position 10770: 0.3716563731562032
Position 8592: 0.2767093510032036
Position 12395: 0.21496896007134383
Position 764: 0.19783939785018956
Position 9163: 0.17159040462980235
Position 13299: 0.16388847639047802
Position 5618: 0.13898379403321412
Position 11297: 0.1309180345016527
Position 9823: 0.11481312841037589
Position 14107: 0.10029858074852176
Position 12691: 0.09141100195741166
Position 8586: 0.07472722279055749
Position 3740: 0.038642465040681945
Position 11653: 0.0376440230439668
Position 12611: 0.03336418198059873
Position 9327: 0.028862172327916432
Position 17663: 0.022815027126840425
Position 759: 0.02120660194670311
Position 8581: 0.02079043186763512
Position 1617: 0.020789534105901702
Position 13370: 0.020329974837426643
Position 8661: 0.01984126445154296
Position 13469: 0.018604412854609526
Position 7081: 0.018227928829832814
Position 16903: 0.018010273679153734
Position 17760: 0.015709047023818073
Position 4532: 0.015672785265969165
Position 3367: 0.015039287803566835
Position 9693: 0.014738851190263792
Position 13306: 0.014192394603430854
Position 10139: 0.010370993945545486
Position 6614: 0.009819392403829456
Position 3518: 0.00925922033705609
Position 4966: 0.00906449945711883
Position 2422: 0.008754607457117139
Position 10765: 0.008005627610713306
Position 10059: 0.007750303670585282
Position 10849: 0.007390973364122638
Position 309: 0.006217179396557905
Position 10460: 0.005979358953855796
Position 10210: 0.005532939448612506
Position 190: 0.005260442018056156
Position 8881: 0.004980699592305203
Position 254: 0.004959360393309236
Position 15907: 0.00455925062225766
Position 946: 0.004441222726675848
Position 12857: 0.004415975116435453
Position 2516: 0.0038382256129696683
Position 52: 0.0036825069048025657
Position 8730: 0.003056907769334188
Position 1574: 0.0029872687083703597
Position 5531: 0.002982394395032077
Position 4690: 0.0028460533699685756
Position 3021: 0.002396533699925038
Position 17743: 0.002075739428122526
