Gene = GPN2
index = 613
Annotated 5SS: [ 612 1329 4325 6138]
Annotated 3SS: [ 1171  4163  6006 10547]
SMsplice 5SS: [ 168 1329]
SMsplice 3SS: [1171 6006]
top_k =  1000
Partition function (log Z): -10.595636021301074

Sorted 5' Splice Sites (High to Low Probability):
Position 1329: 0.7523562233387894
Position 168: 0.656702178165395
Position 4325: 0.45828695953837356
Position 6138: 0.3137816774086739
Position 6173: 0.20741688741700412
Position 612: 0.2064561468893571
Position 103: 0.18658640601349652
Position 1932: 0.059496813040117495
Position 1893: 0.05734793307544106
Position 1588: 0.03652301806985288
Position 8190: 0.030146505645572818
Position 1661: 0.029120038916490197
Position 289: 0.028797301235197813
Position 1401: 0.027665537942364843
Position 700: 0.021113216566663304
Position 1739: 0.014192923176746027
Position 5909: 0.011955874167463517
Position 5725: 0.011865166204529992
Position 2070: 0.011728394043175739
Position 2056: 0.009304154626064614
Position 543: 0.007634221828369623
Position 4008: 0.007275952466466988
Position 915: 0.006913968047709529
Position 3228: 0.006191648582766461
Position 390: 0.005495658110675481
Position 3821: 0.0037553052571893584
Position 991: 0.0033763249817937396
Position 405: 0.0022932177765085443
Position 8989: 0.001922183479914219
Position 856: 0.0018519924441906858
Position 359: 0.0013680343910328885
Position 5042: 0.001289782309692028
Position 783: 0.0011461109182075802
Position 4470: 0.0011022238841608305
Position 905: 0.0010906102956622795
Position 1786: 0.0009477504439985019
Position 1592: 0.0009394141908196292
Position 240: 0.0009328692477546218
Position 4486: 0.0007726373737388843
Position 2022: 0.0007601266466266605
Position 6206: 0.0005554457216683237
Position 819: 0.0005436437312566473
Position 1431: 0.00047983690092041003
Position 135: 0.0004472782460050949
Position 4886: 0.0004188072484331394
Position 378: 0.00037035887188285155
Position 11: 0.00037005238435796126
Position 828: 0.0003249450945883259
Position 5577: 0.0002929619745412747
Position 130: 0.00026695733558059284
Position 867: 0.00021813012567713526
Position 20: 0.00021373957924856018
Position 109: 0.0001891408900144694
Position 1451: 0.00018156224244508356
Position 897: 0.00016956780751473558
Position 650: 0.00014710466945623647
Position 272: 9.103771527513387e-05
Position 5265: 7.71751642200535e-05
Position 807: 6.260926996275984e-05
Position 24: 6.041418484800795e-05
Position 1414: 5.072249904876453e-05
Position 1232: 5.025993263007411e-05
Position 82: 4.4316850775178864e-05
Position 365: 4.378372514135399e-05
Position 327: 4.304897396373198e-05
Position 1809: 3.954267389172688e-05
Position 4298: 3.897972008321961e-05
