Gene = UTS2
index = 1543
Annotated 5SS: [ 125  531 2620 3792]
Annotated 3SS: [ 507 2508 3747 5548]
SMsplice 5SS: [ 125 2620]
SMsplice 3SS: [2508 3852]
top_k =  1000
Partition function (log Z): -8.465985834670812

Sorted 5' Splice Sites (High to Low Probability):
Position 125: 0.8742024311553569
Position 2620: 0.5946190190222872
Position 531: 0.39140890788646
Position 3792: 0.29633757166943514
Position 2897: 0.23073228771100443
Position 2696: 0.06878703055084122
Position 1865: 0.03484026406040769
Position 3009: 0.0339914518069255
Position 4518: 0.02781299605993543
Position 796: 0.024854999302961648
Position 1893: 0.01279012986040052
Position 2878: 0.01103336142184961
Position 4663: 0.008344542912550991
Position 5359: 0.005140113403450961
Position 4621: 0.004428398653061698
Position 1787: 0.003227047322656536
Position 1432: 0.0030859527488454196
Position 3990: 0.0027663372371769484
Position 2339: 0.0024625754147789137
Position 1550: 0.00244747640758429
Position 2062: 0.00223073615697034
Position 2429: 0.0011945541063797672
Position 2819: 0.0009723331213717345
Position 2587: 0.0008384109782347193
Position 1045: 0.0005544273606949806
Position 5367: 0.00048572129611251303
Position 1002: 0.0004355771654317111
Position 739: 0.00042311163995493854
Position 3168: 0.0004056342800080596
Position 430: 0.00038451971256305305
Position 2865: 0.0003670587582120759
Position 324: 0.0003251926029901847
Position 255: 0.0003220717039090053
Position 2018: 0.00031611080027532955
Position 204: 0.00022048765600880729
Position 1774: 0.00022026981022108704
Position 1949: 0.00017173747775194414
Position 348: 0.00016145813258995148
Position 702: 0.0001458953982678373
Position 555: 7.785039031664777e-05
Position 62: 3.5637880899770227e-05
Position 12: 1.3425264694234615e-05
Position 2488: 1.2181876823984229e-05
Position 319: 1.1658830293321023e-05
Position 2740: 6.474596127844907e-06
Position 705: 4.8165947361784e-06
Position 1123: 3.903609045923376e-06
Position 372: 2.4476522419016638e-06
Position 1652: 2.3064025542472873e-06
Position 594: 2.1157602312462604e-06
Position 3041: 1.6554125467431658e-06
Position 379: 1.6534132920107453e-06
Position 3213: 1.533600753205954e-06
Position 2157: 1.263576686717707e-06
Position 184: 9.953108487859652e-07
Position 450: 8.671252286313582e-07
Position 1506: 7.653365855809301e-07
Position 129: 7.543397979758919e-07
Position 161: 6.825443574885917e-07
Position 1029: 6.373564770915976e-07
Position 1398: 4.898261585818199e-07
Position 1094: 4.8184944783599e-07
Position 419: 4.0807771134268496e-07
Position 1193: 4.0661912203223253e-07
Position 781: 3.9125832490925067e-07
Position 1239: 3.3149550043897674e-07
Position 3827: 2.3859480027347064e-07
Position 33: 1.5477716864095148e-07
