Gene = ATP6V0B
index = 113
Annotated 5SS: [ 460 1201 1526 1732 2012 2177 2569]
Annotated 3SS: [1151 1441 1653 1941 2124 2377 3332]
SMsplice 5SS: [1201 1526 1732 2012 2177]
SMsplice 3SS: [1441 1653 1941 2124 2294]
top_k =  1000
Partition function (log Z): 5.474615513146187

Sorted 5' Splice Sites (High to Low Probability):
Position 1732: 0.9940026744523163
Position 1526: 0.993831351455163
Position 2177: 0.9156685493990646
Position 2012: 0.7021481710151145
Position 1201: 0.6197901392393796
Position 940: 0.5952738494164935
Position 2569: 0.458431611788147
Position 660: 0.4016097891320507
Position 460: 0.29296959506362236
Position 1327: 0.0677029216056395
Position 650: 0.04974952349310323
Position 289: 0.040581099938824264
Position 956: 0.0346675359896681
Position 261: 0.03197138454124158
Position 511: 0.016227705351753243
Position 276: 0.013750769353416927
Position 3210: 0.011394715246368705
Position 2407: 0.007784698821756243
Position 2191: 0.006480619372337431
Position 284: 0.0058024338623461754
Position 837: 0.005545761841817568
Position 919: 0.004816821040625241
Position 3035: 0.004512828979896735
Position 456: 0.004378407860935856
Position 258: 0.004080924470083812
Position 2305: 0.0025039068722584675
Position 1062: 0.002418269864588738
Position 85: 0.00241379821087609
Position 893: 0.0018961512148429225
Position 1121: 0.001739229955446789
Position 947: 0.0016019849406317078
Position 2932: 0.001461477722372258
Position 1727: 0.0012038614408930717
Position 1353: 0.0009220749982385408
Position 329: 0.0008251029778489674
Position 2049: 0.0007952305489718856
Position 3231: 0.0006206649550617808
Position 345: 0.0004837702750091758
Position 1574: 0.00040612227702919193
Position 1786: 0.00040153940967418186
Position 1350: 0.0003931501201674754
Position 470: 0.0003532855691192147
Position 2802: 0.00035155965082991957
Position 1530: 0.000323874190786072
Position 1541: 0.00030179750788421957
Position 1368: 0.00028000029808934637
Position 161: 0.00026238922019350993
Position 1019: 0.00021996916372343326
Position 2181: 0.00021245225197841347
Position 195: 0.00019797021500023298
Position 2982: 0.00013912166587019443
Position 788: 0.00011918690470056664
Position 2027: 0.00011244950729991412
Position 530: 0.0001111646147730393
Position 253: 0.0001072840921156024
Position 1512: 9.604418985444418e-05
Position 423: 9.359798954976489e-05
Position 248: 8.575843771096619e-05
Position 2986: 8.262018257583651e-05
Position 1953: 8.009536436049316e-05
Position 1744: 6.842399101024573e-05
Position 349: 6.633611550830715e-05
Position 2595: 6.024913919627824e-05
Position 1738: 5.808966069528937e-05
Position 3010: 5.205618643648678e-05
Position 1331: 5.194550482282567e-05
Position 2961: 5.046274777125034e-05
Position 1377: 4.957491303185001e-05
Position 1358: 4.104850361424594e-05
Position 2030: 3.9868824836191135e-05
Position 2296: 3.161462524201751e-05
Position 1091: 3.084179323938587e-05
Position 1267: 2.3320149587759826e-05
Position 959: 2.1289303198739413e-05
Position 1505: 2.1029427256006258e-05
Position 1341: 2.0434568690384485e-05
Position 2548: 1.9714284354888453e-05
Position 2388: 1.955897422883142e-05
Position 2440: 1.7318118724551118e-05
Position 768: 1.3210795145222591e-05
Position 115: 1.1733402059599316e-05
Position 1538: 1.1066751551904171e-05
Position 1758: 1.0499166793484427e-05
Position 1509: 7.43327119768003e-06
Position 1154: 5.317910430749868e-06
Position 121: 4.772408679787685e-06
Position 1469: 3.7570806857245762e-06
Position 1826: 3.365259077690272e-06
Position 705: 3.0282115113547556e-06
Position 723: 2.1815599190425583e-06
Position 1472: 2.127653031401909e-06
Position 3079: 1.6978670927367204e-06
Position 1883: 1.664722679516932e-06
Position 203: 1.2644327520572212e-06
Position 2053: 1.1585484944198712e-06
Position 1991: 1.0982179016759068e-06
Position 832: 1.0969369357475274e-06
Position 1442: 9.576542781923209e-07
Position 2051: 9.274806709515393e-07
Position 1736: 9.002992700320378e-07
Position 1838: 8.945108617117027e-07
Position 3008: 8.82684392324671e-07
Position 1773: 8.419112703952159e-07
Position 1577: 7.358360756567378e-07
Position 3031: 7.200739711588005e-07
Position 1790: 6.032267138896043e-07
Position 2497: 4.530591512548934e-07
Position 2434: 4.522939220615406e-07
Position 1788: 3.962050579636048e-07
Position 1588: 2.4450402345370656e-07
Position 1807: 2.2571227131537364e-07
Position 366: 1.8896935289429607e-07
Position 1694: 1.7795785799620754e-07
Position 2643: 1.5010049142845813e-07
Position 384: 1.1141080990112789e-07
Position 734: 1.0564851925849064e-07
Position 2449: 7.432260464943349e-08
Position 1686: 3.722720222936666e-08
Position 429: 2.7732557665147563e-08
Position 2083: 1.9381455315950684e-08
Position 2456: 1.888247495302102e-09
Position 2096: 3.129394968780542e-10
Position 803: 1.6326355798124752e-11
Position 1771: 1.4244595685282022e-12
Position 688: 5.956852739547191e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1441: 0.9211239876040223
Position 2124: 0.9085549597065259
Position 1653: 0.8046448176077063
Position 828: 0.612230380924341
Position 1941: 0.5611965212697562
Position 2377: 0.2671502084259698
Position 3332: 0.22253926091817508
Position 1117: 0.1863869795353801
Position 2294: 0.18400437927196023
Position 1634: 0.1836723146669335
Position 2726: 0.17773089695912112
Position 3151: 0.15195253608467213
Position 2502: 0.12739256870099194
Position 1151: 0.12459801544016888
Position 2481: 0.11906385065355168
Position 1057: 0.08547052203933372
Position 1874: 0.07470834483390454
Position 1407: 0.07104270572897564
Position 1844: 0.06276210471471873
Position 3196: 0.05855167091659719
Position 803: 0.05278861075657409
Position 2132: 0.041646508478496734
Position 1016: 0.033718382133338484
Position 1038: 0.031375899948069934
Position 1248: 0.027761550103389387
Position 2873: 0.01883631756249062
Position 2456: 0.01846653890182995
Position 1090: 0.017299762305371995
Position 2922: 0.01674861284684825
Position 1594: 0.009428433808712949
Position 3419: 0.008207872456623763
Position 1073: 0.00820334808458203
Position 2410: 0.007916045253813666
Position 2245: 0.007872574099771943
Position 1114: 0.007763517629430912
Position 2671: 0.006856220319491895
Position 2891: 0.0068330611583945185
Position 2348: 0.005784994774692849
Position 3446: 0.004745821531756125
Position 2434: 0.004734787292432875
Position 2615: 0.004359533468377574
Position 574: 0.0038941131626985697
Position 2070: 0.00380226041084767
Position 3019: 0.003186778237174812
Position 3503: 0.0030116458745096074
Position 844: 0.0029013348726446074
Position 3612: 0.002812074324230101
Position 1957: 0.002618563969248013
Position 1081: 0.0024085067496784265
Position 2813: 0.0022972357736981788
Position 1273: 0.002239891633551834
Position 775: 0.002226097900117411
Position 352: 0.0020199350194930765
Position 3255: 0.0018890838846687588
Position 3438: 0.001809373823981783
Position 1818: 0.0017168943505990154
Position 2489: 0.0015467222698483027
Position 2140: 0.0014856191267389512
Position 2091: 0.0014537938983576956
Position 3214: 0.0014376202264740339
Position 2637: 0.0014241140061258552
Position 2568: 0.0013705908345059577
Position 3566: 0.0012649998315289492
Position 2321: 0.00120093085009297
Position 939: 0.0011950569477185197
Position 2685: 0.0009880664989743368
Position 1998: 0.0007865940569469044
Position 2528: 0.0007743737620527309
Position 1409: 0.0006407406536799057
Position 2176: 0.0005637305331265127
Position 1615: 0.0005033650390799861
Position 1878: 0.00043091239098684873
Position 3031: 0.00042681375401766006
Position 3106: 0.00038972186926724693
Position 1234: 0.0003374610055080971
Position 618: 0.0003302264773346769
Position 1851: 0.00032873910484789955
Position 3461: 0.00031065162472040947
Position 1609: 0.00026819800261927284
Position 2989: 0.0002387253879415825
Position 3340: 0.00023098350499062346
Position 1044: 0.0002152638170265634
Position 965: 0.00021489654070562652
Position 3512: 0.00018403283668821772
Position 3542: 0.00017936906921794704
Position 489: 0.000176659524409825
Position 1344: 0.00017296935170281412
Position 2986: 0.00016399417846957965
