Gene = MROH9
index = 859
Annotated 5SS: [   62 10056 12048 23015 24072 26451 29730 36358 48009 51185 54478 56804
 60006 61119]
Annotated 3SS: [ 9993 12000 22934 23935 26363 29624 36221 47895 51034 54328 56637 59862
 60980 62627]
SMsplice 5SS: [   62 26451 29730 36358 51185 54478 60006]
SMsplice 3SS: [26363 29624 36221 51034 54328 59906 62627]
top_k =  1000
Partition function (log Z): -34.84391322079869

Sorted 5' Splice Sites (High to Low Probability):
Position 62: 0.9190784606426192
Position 16147: 0.2651205077859768
Position 12048: 0.13472900003559657
Position 6272: 0.09828623140550172
Position 9336: 0.09664978738584022
Position 5064: 0.0752729390324027
Position 7215: 0.07253371138423066
Position 195: 0.06271175867751866
Position 3025: 0.0592265034979317
Position 11477: 0.042689592504800825
Position 7850: 0.03771395981651538
Position 3208: 0.015720489221338865
Position 9433: 0.009431519882560142
Position 596: 0.008624246909202375
Position 253: 0.00669709042540436
Position 10961: 0.006563465459636578
Position 2933: 0.0063950475371717455
Position 9362: 0.003999539457185999
Position 8855: 0.0038213424542601197
Position 2798: 0.0027523829355063606
Position 8818: 0.0024372837327527887
Position 450: 0.002310887390839484
Position 11562: 0.0018162828761694918
Position 5153: 0.0017319017166839363
Position 4781: 0.001668239618707292
Position 3082: 0.0014691296881788644
Position 10056: 0.0007593160006916101
Position 12136: 0.0007407847777584646
Position 1071: 0.0006641263580945985
Position 4864: 0.0005728129566400029
Position 11301: 0.0005565291579261702
Position 664: 0.0004842573214469703
Position 2974: 0.00047076970825687123
Position 2657: 0.0003996324005891249
Position 2649: 0.00034765227943026885
Position 5666: 0.0002811227984589408
Position 4642: 0.0002552729943432352
Position 66: 0.0002344825412617225
Position 3287: 0.0002240798597886864
Position 261: 0.00020980446072197114
Position 408: 0.00018887744562163183
Position 4961: 0.00013618197961078922
Position 10090: 0.0001359889572831191
Position 3013: 0.00012800295813537285
Position 853: 0.00011676734723550641
Position 2277: 0.0001002036163641255
Position 3360: 7.94899289319204e-05
Position 2955: 7.672178848620507e-05
Position 4869: 7.217132738161694e-05
Position 614: 6.617984349037247e-05
Position 5776: 5.297200379193975e-05
Position 4885: 4.9350800720918505e-05
Position 4231: 4.491782802784081e-05
Position 4538: 4.4142106711472116e-05
Position 5399: 3.981510551831089e-05
Position 4546: 3.003940869276489e-05
Position 2409: 2.379720830251066e-05
Position 285: 1.608502587108183e-05
Position 325: 1.5443356464405466e-05
Position 5630: 1.5174376880741736e-05
Position 5141: 1.5169318435654437e-05
Position 4184: 1.4379961583910485e-05
Position 1375: 1.4262918380465266e-05
Position 5529: 1.4025305163123267e-05
Position 3224: 1.1896586310040424e-05
Position 2357: 2.8986834815536914e-06
Position 1776: 1.6847384588825686e-06
Position 1570: 1.3054609991758859e-06
Position 4331: 1.9038819044241997e-07
Position 396: 1.3605778304023144e-07
Position 3772: 1.3437639695722478e-07
Position 337: 1.005663929686229e-07
Position 743: 7.996209690507392e-08
Position 538: 5.8814644178392596e-08
Position 848: 5.63964002065467e-08
Position 51: 4.471688468253923e-08
Position 37: 3.6888279713048474e-08
Position 796: 3.4444477843097735e-08
Position 402: 3.15675905842762e-08
Position 200: 2.1009334844834583e-08
Position 772: 1.7688278299649795e-08
Position 839: 1.6570757502637145e-08
Position 146: 1.2592877367908962e-08
Position 213: 1.079674357145725e-08
Position 237: 7.053302531816087e-09
Position 1261: 6.8091589291940445e-09
Position 11: 6.389927213503318e-09
Position 343: 5.10327609139683e-09
Position 1337: 4.507158378268821e-09
Position 856: 3.264069794115982e-09
Position 29: 2.6775783647611212e-09
Position 696: 1.2057858739032935e-09
Position 330: 8.605578657095583e-10
Position 1352: 2.388462880897322e-10
Position 103: 1.0505644693733137e-10
Position 88: 7.931478658727089e-11
Position 1142: 2.531242939310597e-11
Position 141: 1.84739870879588e-11
Position 327: 8.210337296952632e-12
Position 183: 6.68194296563496e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 25121: 0.3896020126444972
Position 15871: 0.3206765367639332
Position 9279: 0.12095926145241806
Position 11417: 0.09722339746778036
Position 5974: 0.09406271313790614
Position 12222: 0.08248440619186392
Position 12000: 0.07625523657929453
Position 21761: 0.07549865485173712
Position 11906: 0.05957617502536395
Position 7058: 0.05065580326438364
Position 15766: 0.049261913998807576
Position 15475: 0.042498694817721804
Position 11122: 0.038073467840086375
Position 17286: 0.03377856464021347
Position 2836: 0.033723986870857744
Position 6161: 0.02995884747455198
Position 12810: 0.02990517863242633
Position 4981: 0.029148350890321365
Position 12508: 0.02752131080418236
Position 2932: 0.0271035160958667
Position 4950: 0.02421576954289236
Position 15403: 0.019612997184865564
Position 7706: 0.018595509079165455
Position 7776: 0.013915474283690334
Position 4638: 0.01388056398859339
Position 7124: 0.01303832162705116
Position 2889: 0.011418447320516107
Position 4922: 0.010043076971574737
Position 4780: 0.009453589567384908
Position 17008: 0.0077280001013166665
Position 10832: 0.0071391141479726
Position 12582: 0.006342249305968796
Position 5386: 0.006130092351991776
Position 8679: 0.005172607771232629
Position 7151: 0.004686997577209164
Position 7565: 0.003601151979206471
Position 6061: 0.0028700676519378397
Position 6599: 0.002327942204611259
Position 7009: 0.0023248533708312273
Position 6437: 0.0023166563056909346
Position 2617: 0.002304292064582496
Position 6576: 0.0022922508922629493
Position 4753: 0.0019408611437541784
Position 8759: 0.001845580438585729
Position 3206: 0.0018362846297439238
Position 3082: 0.0017446851060659032
Position 10200: 0.0016799118256693472
Position 7588: 0.0016713246834283693
Position 4955: 0.0016388019409241932
Position 5324: 0.0016188644262016187
Position 6994: 0.0016115989122965956
Position 3008: 0.0015574096470297907
Position 2923: 0.0015384466277760663
Position 2520: 0.0015170875956457414
Position 12347: 0.0014648898231541677
Position 6698: 0.0012868169979581884
Position 2016: 0.0012793432833892511
Position 905: 0.0012397870248110475
Position 9993: 0.0012363133141485513
Position 3101: 0.0011895261880998423
Position 4822: 0.0011608736135456288
Position 14321: 0.0010535200892117448
Position 6199: 0.0009037777283175474
Position 2857: 0.0008561645747117949
Position 9570: 0.0008126480816424977
Position 3584: 0.0007969502634547732
