Gene = CARTPT
index = 280
Annotated 5SS: [290 801]
Annotated 3SS: [ 716 1344]
SMsplice 5SS: [ 290  801 1141]
SMsplice 3SS: [ 716 1012 1344]
top_k =  1000
Partition function (log Z): -4.568095951543521

Sorted 5' Splice Sites (High to Low Probability):
Position 801: 0.7227014473322317
Position 290: 0.514023791737113
Position 1141: 0.4468391354018197
Position 537: 0.41073104814920597
Position 294: 0.402182402877198
Position 806: 0.2259643150098068
Position 612: 0.07714643783287839
Position 146: 0.07661489850615509
Position 989: 0.06116978330941389
Position 1355: 0.04962960979948086
Position 948: 0.030005149826913186
Position 1112: 0.022452588326929326
Position 89: 0.019267860982054543
Position 618: 0.010051567778592662
Position 1279: 0.007579165695661678
Position 904: 0.007034681810339095
Position 782: 0.006765286392596923
Position 1210: 0.006560877470920675
Position 201: 0.0036242671648767898
Position 622: 0.003507263149175389
Position 754: 0.003176938106592302
Position 1020: 0.001856878895450622
Position 1231: 0.0015827557437087
Position 979: 0.001577680471296284
Position 472: 0.0014403814428684135
Position 1305: 0.0008780913698450861
Position 1369: 0.0005773068379859917
Position 468: 0.0004383893316920548
Position 555: 0.00042363328156639626
Position 564: 0.000402915196622403
Position 5: 0.00033663392486152225
Position 590: 0.0003169813906785878
Position 706: 0.0003044988518769104
Position 1174: 0.0002964029466496712
Position 588: 0.0002576245580267389
Position 652: 0.0002292956571809322
Position 541: 0.00021524766985654502
Position 845: 7.279648141167356e-05
Position 1657: 7.11320268925505e-05
Position 880: 6.500779855183576e-05
Position 792: 5.243894561413102e-05
Position 1068: 5.0668109075187694e-05
Position 1443: 4.911489536742225e-05
Position 102: 3.881077235850465e-05
Position 196: 3.8538270581609543e-05
Position 443: 3.6325182227474045e-05
Position 120: 2.0760936205387487e-05
Position 1666: 1.4030816399783695e-05
Position 99: 1.089092817627276e-05
Position 616: 7.460549182517309e-06
Position 760: 3.4908166797855178e-06
Position 333: 2.1654239944862177e-06
Position 325: 1.6290220959869715e-06
Position 599: 7.793437881920031e-07
Position 387: 7.777893589390123e-07
Position 813: 7.030087643851013e-07
Position 1214: 6.067827635499318e-07
Position 1239: 3.732601386099233e-07
Position 1000: 3.1261011398708426e-07
Position 735: 2.722852393065622e-07
Position 260: 2.21815845298783e-07
Position 1160: 1.8590251983734228e-07
Position 207: 2.0357669806373506e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 716: 0.6107446853395154
Position 1344: 0.5893489513093514
Position 385: 0.49000853394589816
Position 1012: 0.2893319127208702
Position 1201: 0.25284244210554785
Position 1042: 0.19140290738868476
Position 676: 0.15880916199154785
Position 643: 0.15489270111324568
Position 883: 0.10310376438583618
Position 1501: 0.07576456365089827
Position 214: 0.05492294088577385
Position 1567: 0.035609834901805665
Position 1217: 0.022547513833095587
Position 217: 0.00986223384133584
Position 1044: 0.00811734530999322
Position 387: 0.0066191832986623265
Position 1443: 0.006251761653072094
Position 1762: 0.006213260315856731
Position 1111: 0.005887372905591349
Position 903: 0.004868862790016637
Position 1019: 0.004289431567823137
Position 918: 0.004192647746577902
Position 510: 0.003809871657509908
Position 1258: 0.0027073962711607327
Position 1362: 0.0025860883845912823
Position 610: 0.00217255709748201
Position 694: 0.0019786129825266237
Position 1715: 0.0018663658663563081
Position 1503: 0.001803676518315467
Position 871: 0.0016338150450843584
Position 439: 0.0016292344334261734
Position 1414: 0.0014674816454905053
Position 1260: 0.0012297607937240239
Position 1264: 0.0011567878072740172
Position 391: 0.0011485190871875059
Position 1050: 0.0010363421700733226
Position 839: 0.0009192450590761494
Position 599: 0.000887932628833379
Position 468: 0.0005827879563038612
Position 952: 0.0005464682882950309
Position 681: 0.00042116351976903966
Position 1525: 0.0004205043931819099
Position 703: 0.0003853581565797229
Position 1573: 0.0003454219499010997
Position 419: 0.000340813373444553
Position 1718: 0.0002736639531854565
Position 1604: 0.0001515527507512389
Position 1173: 0.00013342218271183417
Position 1614: 0.00012341046315818394
Position 987: 0.00011644346603860262
Position 967: 0.0001064249509175095
Position 652: 0.00010572780025871594
Position 441: 0.00010293060544067999
Position 779: 0.00010006526174521797
Position 1630: 8.092491685791672e-05
Position 1369: 7.578834246672975e-05
Position 232: 6.118988691134566e-05
Position 1793: 6.089753642129257e-05
Position 1454: 5.840928705668099e-05
Position 841: 5.375435215933127e-05
Position 1774: 5.044433676601028e-05
Position 519: 4.8989326766579996e-05
Position 541: 3.3498616670437645e-05
Position 283: 3.151566643818984e-05
Position 723: 3.071100774683996e-05
Position 973: 2.1272234045060112e-05
Position 239: 1.9672692482098137e-05
Position 735: 1.561053841023343e-05
Position 553: 1.5149573501681708e-05
Position 110: 1.5100579625495888e-05
Position 126: 1.4145374089578526e-05
Position 1125: 9.958242649083764e-06
