Gene = KNG1
index = 752
Annotated 5SS: [  462  2940  5246  7985 10069 14354 15399 21931 22139 24324]
Annotated 3SS: [ 2828  5160  7811  9960 14268 15225 21822 22051 24245 26428]
SMsplice 5SS: [  200   462  2940  5246  7985 10069 14354 15399 21931 24324 24980]
SMsplice 3SS: [  301  2828  5160  7811  9960 14268 15225 21822 24245 24812 25123]
top_k =  1000
Partition function (log Z): 13.230853953041759

Sorted 5' Splice Sites (High to Low Probability):
Position 14354: 0.9972544961849794
Position 462: 0.9889673668441499
Position 21931: 0.9816924232975717
Position 2940: 0.9074149848042605
Position 7985: 0.8558177869709602
Position 200: 0.7993081296920591
Position 5246: 0.7558262456971757
Position 15399: 0.7466907590528259
Position 24324: 0.6777773047135794
Position 10069: 0.6767722131577387
Position 5643: 0.6354878010697518
Position 24980: 0.39736377959751434
Position 14641: 0.38984572011065155
Position 23281: 0.2574955851091102
Position 24984: 0.2516983416405986
Position 22139: 0.22783816325089892
Position 25188: 0.17884225941659054
Position 5276: 0.16253549487902297
Position 15618: 0.14948628899696206
Position 7037: 0.1435814035967831
Position 23292: 0.1300127728679587
Position 22167: 0.1296218921989166
Position 14666: 0.11048641313044218
Position 4023: 0.1034031224855665
Position 20801: 0.0953436584894861
Position 23379: 0.09510662730280077
Position 7095: 0.08055913419465544
Position 1910: 0.07465930963873867
Position 5705: 0.07350625132203976
Position 3260: 0.06854382806628191
Position 10910: 0.0649071848523604
Position 5296: 0.0648405514976315
Position 6225: 0.0634100557607906
Position 7342: 0.04430343417286759
Position 8122: 0.04369041840317333
Position 14787: 0.04351565148349011
Position 16551: 0.042141105711508434
Position 2914: 0.041562478377031815
Position 14124: 0.04075634780417831
Position 3026: 0.034979392237113924
Position 18869: 0.03455172870411761
Position 23296: 0.02932508717539169
Position 23996: 0.023975782907881667
Position 10898: 0.023375722844355785
Position 226: 0.02312837073196091
Position 20845: 0.022045153916424854
Position 3396: 0.020539802949340116
Position 1652: 0.020106812353199287
Position 4018: 0.019390621686780202
Position 6656: 0.018477039434163015
Position 7099: 0.01624070737839663
Position 21: 0.015336254732566378
Position 14771: 0.014903800958279442
Position 14613: 0.01449844777169498
Position 23205: 0.013924557856386051
Position 10073: 0.01353642451920581
Position 9793: 0.01075251242775156
Position 23543: 0.010609479072432381
Position 23210: 0.009570058681552205
Position 10862: 0.009480596982619527
Position 21437: 0.008403525217945865
Position 4411: 0.008011238944636862
Position 22933: 0.0068274035237317204
Position 4087: 0.006719379974832865
Position 21911: 0.006717603568044038
Position 14583: 0.006686223354292934
Position 8205: 0.005756618321364319
Position 4320: 0.0056024199360009954
Position 7174: 0.0053220132296476624
Position 8148: 0.005042494453626914
Position 23095: 0.004944228265480007
Position 5253: 0.004940066574767113
Position 23375: 0.004806382417085629
Position 10124: 0.0047090983095681525
Position 5895: 0.004620471567439266
Position 11657: 0.004186667409778467
Position 26152: 0.003918812765173943
Position 1959: 0.0032962067928585565
Position 24026: 0.003138698760894671
Position 23332: 0.0027616580787954716
Position 11080: 0.002358612033627063
Position 18129: 0.0023447333328187785
Position 11026: 0.0021389419506359277
Position 1906: 0.0019608079451930156
Position 1179: 0.0019490517420014334
Position 21029: 0.001894589814094733
Position 5889: 0.0016741050654803333
Position 415: 0.0016269208463527375
Position 18209: 0.0015967370711884236
Position 53: 0.0013261966883567763
Position 6355: 0.0013142802871129104
Position 144: 0.0012040015610459555
Position 22563: 0.001115721599495424
Position 3964: 0.0010024498960240207
Position 2643: 0.0009657915304798062
Position 5201: 0.0009542117106194182
Position 1944: 0.0008145549891640581
Position 4627: 0.0008112326943678373
Position 7964: 0.0007941308266434913
Position 1892: 0.0007510112827542635
Position 14727: 0.0007063927646039045
Position 3264: 0.0006776376345648871
Position 1918: 0.0006365412537498999
Position 4564: 0.0006042628267700436
