Gene = NGLY1
index = 939
Annotated 5SS: [  292  4978 19486 32454 43975 46218 47548 49680 51233 54419 63538]
Annotated 3SS: [ 4862 19239 32287 43751 46095 47401 49568 51067 54232 63359 63915]
SMsplice 5SS: [  292  4978 25099 32454 36304 39216 43975 44142 46218 49680 54419 63538]
SMsplice 3SS: [ 4862 24980 32287 36186 39086 43751 44069 46095 49568 54232 63359 63915]
top_k =  1000
Partition function (log Z): -34.50285324303714

Sorted 5' Splice Sites (High to Low Probability):
Position 6796: 0.7885166348536671
Position 4978: 0.6748972734405378
Position 4064: 0.47946449177696965
Position 292: 0.4503897583805672
Position 5962: 0.39910383914443537
Position 5851: 0.26945703082720646
Position 319: 0.19879527682789833
Position 659: 0.1510248252912734
Position 19486: 0.09388018852934589
Position 589: 0.06215111058476168
Position 5945: 0.054178089930278873
Position 327: 0.050225834301655385
Position 814: 0.048936661928751554
Position 8441: 0.03326880727204915
Position 4982: 0.01968292756766924
Position 79: 0.015046083303238714
Position 947: 0.014965949825226935
Position 307: 0.014154339439529503
Position 6546: 0.013721438780405281
Position 5668: 0.012835598605989018
Position 331: 0.012422592944830708
Position 2030: 0.01092437319035383
Position 2157: 0.006204472620700733
Position 6785: 0.005554091179476601
Position 6349: 0.005235353969766616
Position 4771: 0.0051187956740594304
Position 5039: 0.004826755218994042
Position 1126: 0.004594872515301157
Position 4416: 0.0035742051054914537
Position 5790: 0.003148817786106522
Position 1694: 0.0015551570051439618
Position 6985: 0.0012294353181146922
Position 4759: 0.0010658567424405585
Position 6418: 0.0007091158682970232
Position 7598: 0.0006419117518919973
Position 2707: 0.0005548985371458792
Position 5035: 0.0004309971919172457
Position 4320: 0.0003182012120076009
Position 7871: 0.0002154664304127462
Position 1753: 0.00021377938724625548
Position 2266: 0.00019052019603722143
Position 549: 0.00015443884775999633
Position 4502: 9.856077590437653e-05
Position 438: 5.038531723594408e-05
Position 7592: 4.1175625945501545e-05
Position 70: 2.972347169800972e-05
Position 1379: 1.8302029752075615e-05
Position 1291: 1.6842245082593088e-05
Position 787: 1.2642600715537465e-05
Position 754: 1.2566615657053302e-05
Position 111: 1.1296250466416311e-05
Position 1010: 9.758056034765781e-06
Position 966: 9.289336648121284e-06
Position 6015: 8.754699019373888e-06
Position 540: 7.985319050249218e-06
Position 424: 7.043893498368936e-06
Position 1145: 6.255183519578868e-06
Position 690: 5.680477124240763e-06
Position 1116: 5.1453143971875984e-06
Position 772: 4.5387493193929624e-06
Position 4254: 4.1268224261920265e-06
Position 5711: 3.7138504832938033e-06
Position 5866: 2.7823781085299233e-06
Position 514: 2.2227717117029426e-06
Position 1249: 2.216345797671546e-06
Position 1758: 1.8579984322437886e-06
Position 2352: 1.3455515713120102e-06
Position 1353: 1.3130608326000623e-06
Position 1209: 1.2286049900043894e-06
Position 1191: 1.2225537636255053e-06
Position 811: 1.2072789447862193e-06
Position 503: 1.1053200639740947e-06
Position 348: 1.0197435628228012e-06
Position 1569: 9.672118399487596e-07
Position 1394: 8.977883017235975e-07
Position 109: 7.920279358888529e-07
Position 986: 5.70983252202522e-07
Position 477: 5.554211297102099e-07
Position 517: 4.874897339552157e-07
Position 738: 4.422455684605595e-07
Position 7078: 3.1880181392916987e-07
Position 7258: 3.1356241532680965e-07
Position 368: 2.5887524097142216e-07
Position 534: 2.557624938535503e-07
Position 818: 2.055346064936173e-07
Position 559: 1.1817630284431933e-07
Position 1333: 9.215176173283895e-08
Position 1357: 7.950013612417027e-08
Position 1305: 7.307637040796908e-08
Position 1298: 5.378403735833733e-08
Position 674: 4.478585651385503e-08
Position 1072: 3.683965195582226e-08
Position 1233: 3.4691099526728455e-08
Position 1049: 2.5897058513533317e-08
Position 676: 2.494635080807215e-08
Position 199: 2.3821909989965774e-08
Position 759: 1.2269307854268158e-08
Position 708: 1.0327072800787533e-08
Position 209: 3.974228816756477e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5710: 0.6667771798661032
Position 4862: 0.598539242498014
Position 6675: 0.42407526012643676
Position 6647: 0.3644874666175922
Position 3948: 0.3544539184820266
Position 16904: 0.21696817419298586
Position 20436: 0.1866560066836347
Position 24980: 0.181853272170501
Position 19239: 0.13971172789158606
Position 16672: 0.09720022294957566
Position 3953: 0.06943018850971576
Position 4922: 0.0667067027105913
Position 5944: 0.029221432524851296
Position 5567: 0.02630231275218343
Position 7717: 0.023385745719060422
Position 14596: 0.023112557533064765
Position 8301: 0.02264697320187922
Position 6158: 0.020362401363328054
Position 3992: 0.019236703567564486
Position 8635: 0.01764274619273971
Position 3866: 0.017222842556080996
Position 10374: 0.016322641885334693
Position 6183: 0.0162511981429553
Position 15156: 0.015142740840296327
Position 7115: 0.014906499454605707
Position 1857: 0.01412468582722771
Position 15130: 0.013921702343772463
Position 19599: 0.012929364874256695
Position 4720: 0.011692151636820632
Position 9884: 0.011621834862423835
Position 4886: 0.010966119616785983
Position 3780: 0.010829294744142508
Position 5881: 0.01040018492928197
Position 15935: 0.00963082244824197
Position 4741: 0.009571770305704197
Position 9271: 0.009293956895401764
Position 6766: 0.009216189547359305
Position 5554: 0.008473594099167168
Position 16262: 0.008439485814975715
Position 6710: 0.006741684125511439
Position 14679: 0.005088198272420387
Position 5776: 0.004983625294586686
Position 4348: 0.004773941345088864
Position 534: 0.004772220267841246
Position 8403: 0.004345585620722631
Position 8166: 0.004109501398799759
Position 4937: 0.0037689145598578497
Position 3918: 0.0036405332448376467
Position 3730: 0.003585986203579841
Position 514: 0.0033099791625158166
Position 16828: 0.0031267442683190383
Position 8122: 0.0030499717564958354
Position 7493: 0.003011808312324099
Position 15996: 0.002948542753646522
Position 642: 0.0029091119469455856
Position 1436: 0.002905907554827998
Position 9080: 0.0028091754204103447
Position 7305: 0.002511643807052723
Position 872: 0.0025105302349672435
Position 4909: 0.0023187632655248453
Position 9332: 0.0023116377632756186
Position 14217: 0.0022506221850647113
Position 6348: 0.0021274092824314457
Position 7066: 0.002074058058173121
Position 406: 0.002039171810738211
Position 2047: 0.001966723622723472
Position 9289: 0.0018041848597674826
Position 8832: 0.00176936618927133
Position 12752: 0.0017589835340377758
Position 6373: 0.0017357491605406393
Position 4319: 0.0017153887440612449
Position 990: 0.0016824204301446328
Position 5722: 0.001670150950582445
Position 8282: 0.0016403506902311668
Position 9013: 0.0015828482145716874
Position 888: 0.0013408148631090027
Position 6885: 0.0013189939544752578
Position 7692: 0.0011233110357044766
Position 11715: 0.001113212928765469
Position 14697: 0.001097320740022359
Position 8197: 0.0010733895008665415
Position 1931: 0.001003432476525205
Position 8400: 0.0009838729812284648
Position 7755: 0.0009403969829659124
Position 735: 0.0009146542194728701
Position 14020: 0.0008412440111813194
Position 357: 0.0008387880939170122
Position 3756: 0.0007521208641406522
Position 7239: 0.0007210524084965139
Position 9010: 0.0006893335359672661
Position 4688: 0.0006750632718542668
Position 8430: 0.0006565402821331976
Position 13034: 0.0006352021977278331
Position 385: 0.0006152200306559131
Position 9862: 0.0005458230715511741
Position 9545: 0.000542080492141436
Position 5790: 0.0004981890911954414
Position 13031: 0.0004935714235050575
Position 12905: 0.0004496235888843126
Position 499: 0.00042377736750655033
Position 2621: 0.00036445675916102537
Position 12029: 0.0003327065563002739
Position 11665: 0.0003176659074549032
Position 456: 0.0003081315598247088
Position 7476: 0.00029213915849348886
Position 1092: 0.0002791795565970912
Position 7369: 0.00027248948067141673
Position 538: 0.0002695775198104086
Position 1472: 0.0002679329937961235
Position 4228: 0.0002506500981699803
Position 7971: 0.0002452316897351219
Position 7845: 0.00024308302378854964
Position 4021: 0.0002423673785374158
Position 8385: 0.00023726171332562394
Position 935: 0.00023113088164332962
Position 5183: 0.00022284645939609523
Position 2093: 0.00021330687744363332
Position 7774: 0.00021314131550010765
Position 11000: 0.00020082226452922242
Position 4780: 0.00019586200739715363
Position 1007: 0.0001943879321786646
Position 2052: 0.00018000770665351634
Position 6401: 0.0001776190334612713
Position 4693: 0.00017421885458829376
Position 2531: 0.00017379773901691792
Position 7133: 0.00016743690416097263
Position 7345: 0.00014213500773229337
Position 3670: 0.00013453550361146676
Position 1863: 0.0001287645543431142
Position 4176: 0.00012289478006796987
Position 9806: 0.00012220171582599278
Position 5160: 0.00011447505356361066
Position 9229: 0.000107211394242554
Position 882: 9.449770248723195e-05
Position 2118: 9.441349835251954e-05
Position 6849: 9.344012834205187e-05
Position 588: 8.110941848273685e-05
Position 5961: 8.110058140720956e-05
Position 777: 8.049373908661338e-05
Position 494: 7.924954900299531e-05
Position 8523: 7.5643934687514e-05
Position 703: 6.94384676419778e-05
Position 1027: 5.92589719684085e-05
Position 6012: 5.336265930704548e-05
Position 5260: 4.4878434073726425e-05
Position 3639: 4.4667538424696116e-05
Position 7597: 4.375998309791044e-05
Position 568: 4.276997513693835e-05
Position 6000: 4.0408108981801024e-05
Position 7507: 3.765530483682859e-05
Position 1798: 3.530757306667151e-05
Position 1550: 3.1675337889796266e-05
Position 2161: 2.9366406405887953e-05
Position 5404: 2.7461814008088443e-05
Position 392: 2.601297081956249e-05
Position 1559: 2.2600268120928807e-05
Position 6164: 1.8739541024832957e-05
Position 444: 1.8588684799100278e-05
Position 4302: 1.765987282196977e-05
Position 559: 1.7077656806478996e-05
Position 738: 1.4749430497057895e-05
Position 1190: 1.277517927945981e-05
Position 1733: 1.2768447099258399e-05
Position 1881: 9.827041487309664e-06
Position 2655: 9.229326505870949e-06
Position 3253: 8.649881988810208e-06
Position 1226: 7.515140972383809e-06
Position 2585: 7.414712462063335e-06
Position 708: 3.4646760997097063e-06
Position 5569: 3.457065214022295e-06
Position 5483: 3.274975773284238e-06
Position 1394: 3.008571046297811e-06
Position 6903: 2.3882258707506888e-06
Position 6906: 2.3680035420531246e-06
Position 1208: 3.289330845818627e-07
Position 379: 1.6833346056386986e-07
Position 2334: 1.0685530068092266e-07
Position 2236: 1.0064544833006285e-07
Position 2138: 5.31598997437019e-08
Position 1319: 5.27775500656952e-08
Position 420: 5.2430641191776435e-08
Position 1680: 5.077631790033107e-08
Position 477: 4.354241270999259e-08
Position 1072: 4.165661090681019e-08
Position 503: 3.9521948171911555e-08
Position 1607: 3.3129943426588005e-08
Position 607: 3.201297661413603e-08
Position 1169: 2.802195879465492e-08
Position 583: 2.6663030718602905e-08
Position 291: 2.281999021940981e-08
Position 387: 2.0608447714623415e-08
Position 592: 2.026653504950642e-08
Position 946: 1.836769342912899e-08
Position 586: 1.781888025920612e-08
Position 1242: 1.0830805410698323e-08
Position 811: 6.308175288783379e-09
Position 1049: 6.2172850726414176e-09
Position 1569: 6.209039147273547e-09
Position 1044: 4.850372392072322e-09
Position 1009: 2.8734685205749646e-09
