Gene = CAMP
index = 276
Annotated 5SS: [ 366 1115 1328]
Annotated 3SS: [1006 1255 1945]
SMsplice 5SS: [ 366 1115 1328]
SMsplice 3SS: [1006 1255 1415]
top_k =  1000
Partition function (log Z): -2.833357045388496

Sorted 5' Splice Sites (High to Low Probability):
Position 366: 0.9707417460631466
Position 1328: 0.9534405994472098
Position 1115: 0.916728779669766
Position 915: 0.5303909754335623
Position 587: 0.1573594631771749
Position 1140: 0.0382568558442331
Position 1586: 0.02342084258233012
Position 1499: 0.010536539213566546
Position 231: 0.008499911879772384
Position 89: 0.006396234191837463
Position 258: 0.003394690473811795
Position 940: 0.002790060135441565
Position 841: 0.0026313430066331528
Position 810: 0.0024932434317153835
Position 625: 0.001971735944727104
Position 715: 0.0011268729912375065
Position 1872: 0.0010476669230452445
Position 69: 0.0009382609824645029
Position 210: 0.0009049041385337139
Position 135: 0.0007307303353245946
Position 721: 0.0006693232257678053
Position 1513: 0.0005663850314255717
Position 1533: 0.0005041752869180507
Position 642: 0.00044418312486844817
Position 1639: 0.00036221425469374057
Position 661: 0.0002646224986650817
Position 1136: 0.0002508085280259308
Position 1144: 0.00023140525537374704
Position 200: 0.00023057061641847498
Position 1095: 0.00016881917575530106
Position 1806: 0.00016040388512736348
Position 670: 0.00014013135767887989
Position 1034: 0.00013997626863412248
Position 1332: 0.00013768764535871308
Position 948: 0.00011868714867419215
Position 1317: 0.00011397356856731492
Position 5: 0.00011226963039261371
Position 203: 0.00010468161754622917
Position 311: 8.325417679114516e-05
Position 777: 7.648671108041325e-05
Position 1644: 6.652877305756689e-05
Position 1134: 6.008296046830188e-05
Position 1819: 4.2873243994364725e-05
Position 510: 3.51714496312482e-05
Position 793: 2.6771925329170175e-05
Position 1666: 2.0923894394178364e-05
Position 279: 1.4931920558464912e-05
Position 1511: 9.519258104949626e-06
Position 1779: 5.633384460114304e-06
Position 413: 3.985107401411579e-06
Position 472: 3.837601883281497e-06
Position 729: 3.8125782673609785e-06
Position 1058: 3.318196036305899e-06
Position 734: 3.023758661847429e-06
Position 677: 2.62213720083139e-06
Position 508: 1.8391974708891881e-06
Position 827: 1.023107970279808e-06
Position 1046: 9.568568477029892e-07
Position 1060: 9.08376287934204e-07
Position 920: 7.656669000230816e-07
Position 415: 5.417234140029082e-07
Position 1259: 5.015735493940877e-07
Position 897: 4.5158787000549374e-07
Position 1269: 4.4616700666200937e-07
Position 1320: 3.6581692533867886e-07
Position 475: 3.627358244285276e-07
Position 1339: 2.0027562010543444e-07
Position 553: 1.850709464757822e-07
Position 286: 9.270357889382745e-08
Position 1280: 7.915253466452329e-08
Position 1267: 4.03827660046302e-08
Position 1209: 1.913528627283524e-08
Position 1390: 1.6589100521286253e-08
Position 418: 6.644687627063247e-09
Position 480: 1.9833456508606917e-11
Position 482: 1.916226530061467e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1006: 0.9484136054444386
Position 1255: 0.894199582018563
Position 1415: 0.6705747912915663
Position 490: 0.20686703948087448
Position 836: 0.18302711287083487
Position 742: 0.10916211970395723
Position 1440: 0.10315564373349327
Position 1945: 0.09869573760053553
Position 878: 0.08875974789777982
Position 775: 0.05278978606557891
Position 1229: 0.04117781983198957
Position 1782: 0.03513407900655206
Position 1699: 0.03282954462484551
Position 586: 0.024831213205611536
Position 690: 0.013294558045959122
Position 1208: 0.013251962391646733
Position 1730: 0.011704695938545558
Position 1420: 0.010311206902144715
Position 1472: 0.009872973725056878
Position 294: 0.008791613726364316
Position 1494: 0.00874739036265031
Position 1537: 0.008315572234808772
Position 1623: 0.008105680652881569
Position 257: 0.006827800000830874
Position 1805: 0.004609931603873333
Position 449: 0.004276317579130354
Position 521: 0.003469308696745945
Position 661: 0.002996522433276627
Position 2099: 0.0028548579786420673
Position 502: 0.002698564867532018
Position 1241: 0.0021220612297205327
Position 1615: 0.0019111768263355797
Position 2064: 0.0018607428556490153
Position 839: 0.0017847806595511593
Position 914: 0.0017096391996068141
Position 1019: 0.0014297181909281983
Position 559: 0.0013769064476347641
Position 797: 0.0012632421404260785
Position 1838: 0.0012029213972343078
Position 1553: 0.0011352619252202672
Position 1046: 0.001036224850174042
Position 1859: 0.000835736865423944
Position 1644: 0.0008176541483502336
Position 1578: 0.0008089761068093948
Position 1994: 0.0007921842193690707
Position 1564: 0.0007298420682919374
Position 1317: 0.0006737755897746669
Position 1915: 0.0006697257840572457
Position 746: 0.000581735066158312
Position 844: 0.0005587952596572437
Position 1030: 0.000488658280768644
Position 1871: 0.00046434407524799875
Position 1155: 0.0003963596265483734
Position 1264: 0.0003910983550626508
Position 1280: 0.0003896814123851219
Position 1294: 0.0003659420319456325
Position 714: 0.00035065785515962376
Position 1422: 0.00028164745087806627
Position 1460: 0.00027617599663105294
Position 1352: 0.00024079514218192943
Position 947: 0.00023044705418579338
Position 1574: 0.00018389352587452648
Position 777: 0.00015146998112148386
Position 355: 0.0001318603499883441
Position 642: 0.00012496458901904052
Position 1673: 0.00012214151925162
Position 1596: 0.00011859736030163613
Position 2069: 8.468325400830727e-05
Position 721: 7.743789175367941e-05
Position 1299: 7.538595189921108e-05
Position 1812: 7.201336607713898e-05
Position 890: 6.592930400022304e-05
Position 1426: 6.114870199189443e-05
Position 1058: 6.008080957892783e-05
Position 452: 5.891766936030691e-05
Position 885: 5.287195811284655e-05
Position 1068: 4.89397378971208e-05
Position 965: 4.6499520718075073e-05
Position 1999: 4.474837056017221e-05
Position 1051: 3.780946587358071e-05
Position 897: 3.759300920493194e-05
Position 265: 3.558322491919925e-05
Position 855: 3.429646395202173e-05
Position 1589: 3.2660172410796213e-05
Position 695: 2.6170059516070984e-05
Position 1680: 2.501543763110578e-05
Position 707: 2.497676909983154e-05
Position 611: 2.4956444935047904e-05
Position 1516: 2.400155379989032e-05
Position 1078: 2.315717623790367e-05
Position 2029: 1.9951766404752845e-05
Position 527: 1.684931808737326e-05
Position 1732: 1.4521983850731242e-05
Position 2038: 1.2412426499113203e-05
Position 605: 1.2318674010112955e-05
Position 1954: 1.2255104401837575e-05
Position 2031: 1.188630696741675e-05
Position 308: 1.011987106022976e-05
Position 561: 8.237510554843292e-06
Position 170: 7.387439057521109e-06
Position 1081: 6.410232910350178e-06
Position 1166: 5.2411317482671975e-06
Position 1370: 4.237622971496205e-06
Position 799: 4.158995711009453e-06
Position 1038: 2.6197305626454846e-06
Position 618: 1.7241398619887337e-06
Position 272: 1.6933731347136743e-06
Position 927: 1.5884508646200863e-06
Position 529: 1.1994657942160376e-06
Position 1158: 1.1845588446252675e-06
Position 1054: 1.1514048697454981e-06
Position 809: 1.130320497711269e-06
Position 276: 8.174557725583714e-07
Position 504: 6.628220937634113e-07
Position 178: 5.342357639940463e-07
Position 106: 4.521624940392845e-07
Position 1105: 2.874822797591044e-07
Position 143: 2.0599331038543604e-07
Position 783: 1.9872233105820096e-07
Position 1088: 1.4674819005865426e-07
Position 1090: 1.1342527841550747e-07
Position 1108: 1.0801835999325552e-07
Position 153: 2.421151339723999e-08
Position 145: 1.9944352356281152e-08
Position 149: 7.262416789795589e-09
Position 112: 2.114411432877884e-09
Position 125: 1.4672410055802596e-09
Position 370: 2.1141533344501192e-10
Position 77: 5.836315424459055e-11
Position 128: 2.6982101746546534e-11
Position 81: 7.922387006234874e-12
