Gene = UQCRQ
index = 1534
Annotated 5SS: [128 476]
Annotated 3SS: [308 927]
SMsplice 5SS: [132 476]
SMsplice 3SS: [308 927]
top_k =  1000
Partition function (log Z): -6.37459544311403

Sorted 5' Splice Sites (High to Low Probability):
Position 132: 0.839358297586602
Position 476: 0.5157295753872744
Position 128: 0.14129627381221854
Position 1042: 0.012840709392406852
Position 101: 0.00774345961224592
Position 1149: 0.004443516915875732
Position 156: 0.003799216513187682
Position 834: 0.0035245556098527035
Position 1296: 0.002025554524468596
Position 141: 0.0012635106828373347
Position 1088: 0.0011560911046637715
Position 695: 0.0009085023974808634
Position 1121: 0.0006793030192267058
Position 704: 0.00041795666051956773
Position 575: 0.0002567716168842499
Position 146: 0.00020805787518922317
Position 136: 0.00013879852025121687
Position 469: 0.0001316482490835572
Position 466: 8.473920195772022e-05
Position 433: 8.374261437232424e-05
Position 1079: 5.7200824091683777e-05
Position 728: 4.755742866160494e-05
Position 384: 3.458824340845677e-05
Position 1093: 3.173887759378032e-05
Position 1242: 2.1581911003414065e-05
Position 1130: 2.1443784549067427e-05
Position 361: 1.964043081044597e-05
Position 1318: 1.3791132205321367e-05
Position 894: 1.0489674716980225e-05
Position 21: 1.046014173235838e-05
Position 755: 8.961850378532988e-06
Position 832: 7.0569014557720765e-06
Position 1049: 6.871881526328157e-06
Position 1322: 6.739891977333725e-06
Position 107: 5.515637054076558e-06
Position 1347: 5.474301769630786e-06
Position 10: 5.134380436446412e-06
Position 1091: 4.768278928538093e-06
Position 629: 3.960310154471947e-06
Position 1229: 3.382573305611653e-06
Position 1133: 3.0378259021685563e-06
Position 1397: 2.2565769529582953e-06
Position 453: 2.069724785570794e-06
Position 1341: 1.1298027203043536e-06
Position 1286: 1.0950695039584336e-06
Position 232: 1.0202363177057785e-06
Position 88: 9.440498880926028e-07
Position 149: 5.236857056701482e-07
Position 300: 3.1817195926063755e-07
Position 154: 9.931068944566721e-08
Position 160: 9.011470439719209e-08
Position 776: 7.628826978847135e-08
Position 333: 5.794889453357122e-08
Position 34: 5.0511755720617694e-08
Position 225: 4.951379689501466e-08
Position 211: 4.0992865405982874e-08
Position 788: 3.536872445814471e-08
Position 480: 2.7769225165020422e-08
Position 529: 2.0455264806369468e-08
Position 378: 7.76466898458821e-09
Position 585: 4.018274746462703e-09
Position 896: 5.450767432456548e-10
Position 289: 8.096662178696885e-12
Position 409: 5.490735758709367e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 308: 0.6793615844404133
Position 927: 0.5452840451955211
Position 1441: 0.1218366456754138
Position 1465: 0.05250152526569095
Position 781: 0.03711603776060529
Position 969: 0.022007870175123446
Position 393: 0.013454367462397487
Position 784: 0.008188030024206082
Position 929: 0.0069270227961038475
Position 274: 0.006391264812964514
Position 1156: 0.005649676761090516
Position 625: 0.0049072072278699965
Position 742: 0.0037273446541665374
Position 421: 0.0028579095483044752
Position 1205: 0.0027134818101145907
Position 752: 0.002317623692158109
Position 936: 0.0022518151363810058
Position 1183: 0.0022351406024614428
Position 278: 0.0019137201511469145
Position 368: 0.001680339724838032
Position 1059: 0.0015427239433924288
Position 1370: 0.0012812180588185277
Position 1447: 0.0011356080943642536
Position 1282: 0.0010047601002402342
Position 713: 0.0009789862858708958
Position 971: 0.0009750409401477836
Position 374: 0.0008083688941045213
Position 849: 0.0006529465183682971
Position 821: 0.0006135109542424481
Position 694: 0.0005597080642452308
Position 567: 0.00046293241014034285
Position 202: 0.0003686059209933494
Position 390: 0.00028379720432237555
Position 999: 0.0002287495026384027
Position 1091: 0.0002237059203917081
Position 1248: 0.0002116946985079
Position 846: 0.000169832214512319
Position 1414: 0.0001631124021436692
Position 1023: 0.00014439664117521498
Position 727: 0.00012117915976266372
Position 673: 0.00011254060069066144
Position 550: 0.00011098406695519166
Position 1253: 0.00010855361369314345
Position 1079: 0.00010000277373177682
Position 1404: 9.1224936964497e-05
Position 333: 6.579993364482046e-05
Position 992: 4.930285846159289e-05
Position 986: 4.8673626028492866e-05
Position 222: 4.697090454647744e-05
Position 1219: 4.478410455264176e-05
Position 208: 4.220635181054047e-05
Position 1153: 3.63532374758661e-05
Position 1295: 3.416186692508603e-05
Position 1074: 3.232053828630994e-05
Position 225: 2.8758275038889878e-05
Position 216: 2.6628693192614688e-05
Position 1286: 2.486128104166149e-05
Position 832: 2.4763685865962572e-05
Position 1192: 1.720078320605858e-05
Position 1289: 1.4578541974678876e-05
Position 505: 1.3712533373068086e-05
Position 520: 1.2767524946419734e-05
Position 526: 1.1566330323546006e-05
Position 1211: 1.1496668233563982e-05
Position 453: 1.11449575830042e-05
Position 523: 1.0151617358451283e-05
Position 480: 9.164453840541283e-06
Position 1101: 8.101936828231058e-06
Position 517: 6.75565011233217e-06
Position 1250: 5.8064383298256085e-06
Position 283: 4.259659066923743e-06
Position 211: 3.760850381751368e-06
Position 797: 3.2237315442378543e-06
Position 499: 2.1034120093063734e-06
Position 529: 1.2391628329680835e-06
Position 788: 8.369616303881912e-08
Position 178: 2.8738351041549257e-08
Position 173: 1.69315706724963e-08
Position 667: 8.901979744530358e-09
Position 88: 7.664657204550487e-10
Position 112: 1.4635189745511677e-11
Position 154: 1.4363099318894361e-11
Position 118: 2.148798186688664e-12
Position 123: 8.518513247924331e-15
Position 136: 2.337241449738425e-15
