Gene = TCAIM
index = 1383
Annotated 5SS: [  201 16693 19758 23400 29590 54859 58379 58716 62469 63216]
Annotated 3SS: [16619 19621 23245 29336 54735 58280 58623 62235 63083 69322]
SMsplice 5SS: [  201 16693 16878 19758 20227 23400 24346 29590 54859 58379 58716 63216]
SMsplice 3SS: [16619 16765 19666 20097 23245 24300 29336 54735 58280 58623 63083 69322]
top_k =  1000
Partition function (log Z): -23.409420578869405

Sorted 5' Splice Sites (High to Low Probability):
Position 23400: 0.9845262453137507
Position 201: 0.9691559979799896
Position 16693: 0.9513060002467112
Position 29590: 0.8465015286886707
Position 19758: 0.6135890550070355
Position 16878: 0.5820963423345915
Position 7519: 0.5791939245793349
Position 24346: 0.5315218932318386
Position 20227: 0.5167520172821786
Position 8301: 0.3950882123385105
Position 10830: 0.3643029082147624
Position 7086: 0.3333580119455496
Position 7224: 0.2727573679246923
Position 1822: 0.2630424179211453
Position 3291: 0.1641915655139035
Position 9296: 0.15439401198313263
Position 29160: 0.14887920694216775
Position 8332: 0.14478989512725995
Position 30609: 0.14339655100231646
Position 8328: 0.14266198211498035
Position 1838: 0.13981570271609914
Position 8086: 0.10419206511463111
Position 5274: 0.10368854375158015
Position 16910: 0.08538092152852146
Position 23174: 0.07663929484519978
Position 20179: 0.04677168422759955
Position 6796: 0.046287043589419534
Position 20185: 0.037589894802504784
Position 7596: 0.0340753666226629
Position 21081: 0.029089157322966103
Position 716: 0.02711689437447263
Position 20841: 0.022043258898508913
Position 3297: 0.02195054117621512
Position 5109: 0.020030483201713623
Position 6419: 0.019872520897362658
Position 1317: 0.018657915615969765
Position 20834: 0.015041143727641416
Position 21135: 0.014978500097212952
Position 20233: 0.014876365400218862
Position 29905: 0.013728749674577545
Position 16849: 0.01297635876089273
Position 18666: 0.011888785622648192
Position 34074: 0.009891984228366329
Position 24576: 0.00963704706198493
Position 7093: 0.009506215433723913
Position 7707: 0.008918417854735948
Position 6679: 0.008475727742135319
Position 23943: 0.0070785814786600626
Position 9335: 0.005975085409213376
Position 30373: 0.004750171636275806
Position 4574: 0.004683597726600583
Position 33439: 0.004614620374945342
Position 243: 0.004091523685642832
Position 23418: 0.0036160757665392616
Position 7560: 0.003542214161334285
Position 14199: 0.0033232533543908504
Position 17098: 0.0032657443441872166
Position 30597: 0.0031767367414905013
Position 33639: 0.00299591206973883
Position 18571: 0.002876910579260644
Position 447: 0.0027841706218936398
Position 9545: 0.0018066354544796091
Position 16739: 0.0017081387765054492
Position 18634: 0.001671396184822134
Position 17138: 0.0015834282892167005
Position 1445: 0.0015134767627777545
Position 8179: 0.0013158555999803782
Position 34070: 0.0012850997992189287
Position 23345: 0.0012539908216957474
Position 17126: 0.0011472099048744574
Position 16970: 0.0011439519284986831
Position 24063: 0.000896307793440054
Position 662: 0.0008716734252782381
Position 4995: 0.0008711114525064805
Position 16905: 0.0008695545083624873
Position 9325: 0.0008585600852748299
Position 19050: 0.0008422326818245796
Position 3142: 0.0008058958098280242
Position 1659: 0.0008052052365664278
Position 18532: 0.0007833796538194986
Position 1946: 0.0007259956785949922
Position 2372: 0.0006847271515450625
Position 23742: 0.0006317746740201878
Position 20236: 0.0006238108481515394
Position 19533: 0.0005887272136683181
Position 20274: 0.0004641925680070028
Position 944: 0.00043561814390941415
Position 18429: 0.00037147275330236664
Position 912: 0.0003432641674066982
Position 669: 0.0002464043725215964
Position 548: 0.00023313697974680948
Position 23574: 0.0002054133217814244
Position 316: 0.00020268222374150211
Position 2451: 0.00019721685802779433
Position 1379: 0.00019407866516459483
Position 1851: 0.00018309105326969185
Position 296: 0.00014974211605112267
Position 1653: 0.00014592317163527907
Position 83: 0.00014015379756768617
Position 4661: 0.00012611000170994493
Position 1626: 0.00011020539920860715
Position 655: 0.00010185157266613346
Position 564: 8.785998790124123e-05
Position 329: 8.748641709139276e-05
Position 2157: 8.733158039183848e-05
Position 1811: 6.774161555549408e-05
Position 1978: 6.61467975499301e-05
Position 24398: 5.635216368084807e-05
Position 852: 5.245446437262886e-05
Position 1163: 5.015821493741087e-05
Position 2069: 4.7989795448655096e-05
Position 1706: 4.564932743384261e-05
Position 1906: 4.420579606465515e-05
Position 1624: 4.231852590452853e-05
Position 599: 3.932805030468361e-05
Position 4877: 3.704441757291041e-05
Position 1026: 3.590595104538053e-05
Position 1663: 3.4845509498390745e-05
Position 743: 3.169124869714318e-05
Position 696: 3.0966956312640806e-05
Position 260: 3.064589005242636e-05
Position 1639: 2.6388274482698207e-05
Position 434: 2.4034003382115745e-05
Position 746: 2.1185666043172026e-05
Position 611: 1.917896141726035e-05
Position 480: 1.8143235218053957e-05
Position 268: 1.697450577436668e-05
Position 1306: 1.6743609182753418e-05
Position 778: 1.4067390377517385e-05
Position 1522: 1.0755699913321188e-05
Position 436: 9.488154163927875e-06
Position 1192: 9.43513435070157e-06
Position 920: 9.340825121109073e-06
Position 6611: 9.055889420719627e-06
Position 1491: 7.3030492461138145e-06
Position 653: 5.817603006768653e-06
Position 579: 5.600673145862049e-06
Position 1704: 5.341632800917416e-06
Position 1399: 4.792741908181724e-06
Position 1250: 3.042466428014918e-06
Position 1631: 2.3124104568714875e-06
Position 1343: 2.1650525576538353e-06
Position 1173: 1.4726645077648775e-06
Position 970: 1.2990052240750394e-06
Position 51: 1.1367547899279594e-06
Position 251: 9.789307890636222e-07
Position 1304: 9.063708212899073e-07
Position 140: 8.533654745723693e-07
Position 1496: 7.19033253137415e-07
