Gene = LRRIQ3
index = 798
Annotated 5SS: [   249   1147  27952  74291 109024 142472]
Annotated 3SS: [   822  27817  74130 108893 141750 156714]
SMsplice 5SS: [   249   1147   8702  13369  27952  62459  74291 109024 123539 130119
 131632 133281 141994]
SMsplice 3SS: [  1013   8480  13228  27817  62304  74130 108893 123267 129998 131277
 133112 141750 156714]
top_k =  1000
Partition function (log Z): -69.11087598898541

Sorted 5' Splice Sites (High to Low Probability):
Position 13369: 0.9940017888780712
Position 1147: 0.9909117392023788
Position 249: 0.961486093927824
Position 27952: 0.8981792722786389
Position 8702: 0.8812708101969444
Position 7631: 0.4695618792085226
Position 897: 0.29401694772933606
Position 27463: 0.27070254469843935
Position 12131: 0.15851423847613125
Position 906: 0.14119912651511576
Position 3454: 0.05581900674377482
Position 8550: 0.03150100744168071
Position 973: 0.03131394275474839
Position 12474: 0.026643470804202072
Position 6814: 0.022002006501339228
Position 5115: 0.01953879427150116
Position 76: 0.018760248260746053
Position 524: 0.01618125369175327
Position 2307: 0.014774636735149707
Position 457: 0.014593751287612406
Position 4190: 0.01397402413983642
Position 3845: 0.013673001808832802
Position 10286: 0.01265563913817781
Position 7647: 0.012185081567948399
Position 593: 0.011900619601747988
Position 3337: 0.00855827115423082
Position 922: 0.008010873429902966
Position 393: 0.0075412808894918405
Position 3859: 0.006518168888477658
Position 5426: 0.005898300076755189
Position 6159: 0.005250897203630375
Position 12870: 0.0049035344929631
Position 159: 0.004756391511883298
Position 18226: 0.0032172735544263352
Position 5365: 0.002185349727376123
Position 5043: 0.0019471908468694202
Position 1103: 0.001633274801572149
Position 16297: 0.0011889622477611057
Position 920: 0.0008331322697676581
Position 784: 0.0007899425665349132
Position 4852: 0.0006918955836692591
Position 7066: 0.0006884089503627058
Position 648: 0.0006078737156036656
Position 306: 0.0005034758406917795
Position 748: 0.00038953737656243696
Position 424: 0.000349894209644658
Position 598: 0.0003074517835324865
Position 14491: 0.00017580862293663433
Position 656: 0.00014996457070127174
