Gene = MED27
index = 830
Annotated 5SS: [   267   2467  65572 140528 186024 195851 216846]
Annotated 3SS: [  2321  65440 140433 185915 195808 216767 219235]
SMsplice 5SS: [   271   2467  18207  20437  36627  65572  66745  76079 100140 103929
 124725 124864 140528 186024 195851 202797 212797 216846]
SMsplice 3SS: [  2321  18111  20336  36509  65440  66656  75974  99989 103846 124601
 124807 140433 185915 195808 202705 212711 216767 219235]
top_k =  1000
Partition function (log Z): -101.13173747425657

Sorted 5' Splice Sites (High to Low Probability):
Position 2467: 0.9880757931195102
Position 18207: 0.9499502439243808
Position 15645: 0.8425497725243879
Position 20437: 0.6956941856870277
Position 271: 0.5036326848364108
Position 267: 0.47372675009674947
Position 3054: 0.22761804525952942
Position 10761: 0.20764885576042466
Position 3120: 0.12659575320744063
Position 9083: 0.11326722394914468
Position 10428: 0.10026895753261623
Position 6741: 0.08985895227318769
Position 1270: 0.06751417686855958
Position 13577: 0.05557748675224843
Position 1916: 0.01968097622361749
Position 2769: 0.013453697167154137
Position 648: 0.010844928374011062
Position 145: 0.009707356876811169
Position 576: 0.008453039882978209
Position 2544: 0.007960256532660876
Position 82: 0.007331716934781921
Position 2813: 0.007228473646340331
Position 73: 0.004928094574047674
Position 3509: 0.0038306937767814027
Position 1184: 0.0033507178922152782
Position 2666: 0.003028888027962812
Position 6114: 0.002736464056890922
Position 1951: 0.0023181453984480547
Position 292: 0.0017220013672177706
Position 1120: 0.0011154485135761718
Position 1296: 0.0010863028546650195
Position 1609: 0.0009673662022773763
Position 2759: 0.000888313595391541
Position 7462: 0.0008197827235912227
Position 1765: 0.0008026064819357751
Position 2478: 0.0007860236121400392
Position 1410: 0.0006916718518095052
Position 514: 0.0005965004090898215
Position 2717: 0.000563290559251392
Position 250: 0.0004079470448017399
Position 9189: 0.00033540506815467265
Position 7489: 0.0003146692610740645
Position 587: 0.0003030979955871884
Position 2347: 0.00028702271356043074
Position 4605: 0.0002730601614846647
Position 1937: 0.000252273917610987
Position 2695: 0.00024230132855159202
Position 6313: 0.00021403187788428935
Position 1970: 0.00014674032143199915
Position 5380: 0.00013958604643683742
Position 623: 0.0001268483581915987
Position 1003: 0.00012243144417518233
