Gene = GKAP1
index = 593
Annotated 5SS: [  226   747 11441 18558 29142 33028 37361 48925 64485 69434 75213 75791]
Annotated 3SS: [  614 11181 18413 29063 32903 37337 48771 64382 69369 75141 75712 77997]
SMsplice 5SS: [  226   747 11441 18558 28395 33028 51118 57723 64485 69434 75213 75791]
SMsplice 3SS: [  614 11181 18413 28292 32903 51014 57642 64382 69369 75141 75712 77997]
top_k =  1000
Partition function (log Z): -21.320568607201473

Sorted 5' Splice Sites (High to Low Probability):
Position 18558: 0.9952054548967284
Position 28395: 0.9503498807683276
Position 33028: 0.9371220183458533
Position 226: 0.9240734904623054
Position 747: 0.8159250112944316
Position 37430: 0.5538717486536985
Position 24792: 0.5347402595999914
Position 11441: 0.49650288267018
Position 29142: 0.46088863321350537
Position 8920: 0.458223637443691
Position 33292: 0.4391376599422772
Position 11325: 0.42185171921407444
Position 19731: 0.4119559397397461
Position 51118: 0.3770621426274806
Position 25533: 0.33893779879270275
Position 44851: 0.28135748653496445
Position 1478: 0.27874460137570917
Position 6152: 0.2755250796424644
Position 20048: 0.23831204751621113
Position 32135: 0.22040322850407684
Position 37361: 0.14272112807365797
Position 20526: 0.12554568372862474
Position 8491: 0.12002263354611563
Position 11026: 0.11221046073861415
Position 33328: 0.11034715571046483
Position 3247: 0.08937619733391274
Position 5356: 0.08083972098648269
Position 25503: 0.06916192102499565
Position 11544: 0.06306285663117427
Position 17903: 0.06072580608718989
Position 11922: 0.054013199863331814
Position 32130: 0.03502206868300719
Position 10088: 0.032431995736749895
Position 874: 0.030608948219010022
Position 5360: 0.027560230093780336
Position 6928: 0.02576959381816754
Position 511: 0.0255132734545705
Position 32211: 0.02004241426682891
Position 25265: 0.018236720438300727
Position 1331: 0.016587713511507646
Position 20249: 0.016254831886097318
Position 33757: 0.014416947902376218
Position 22969: 0.014195208531446806
Position 12574: 0.01361387211560424
Position 8752: 0.012859633401909057
Position 3903: 0.011927590696042706
Position 45817: 0.011793466757747444
Position 6866: 0.011631674318219229
Position 24918: 0.010270573835237374
Position 5154: 0.009267164516255177
Position 11710: 0.008524882317236623
Position 282: 0.00835888472893123
Position 46: 0.008219210393810532
Position 15522: 0.006727674197219624
Position 9608: 0.006293898569306197
Position 28926: 0.006074297668987562
Position 33377: 0.005063788131323006
Position 18568: 0.004742206830627587
Position 230: 0.004256986622600418
Position 142: 0.004243770403116808
Position 42487: 0.0038143633755381616
Position 32020: 0.0035158210608327157
Position 19457: 0.003335593314258923
Position 3303: 0.003325901899194822
Position 18831: 0.003307844751756332
Position 12432: 0.0030315511217044603
Position 28805: 0.0029886257406234666
Position 895: 0.0028279195913576763
Position 4247: 0.0023714153270042414
Position 1087: 0.0023211270435451433
Position 29725: 0.002233017724901593
Position 5352: 0.0021991861201327454
Position 11481: 0.0021906127045195536
Position 29186: 0.0021828874677772194
Position 19737: 0.0021801698416725264
Position 23880: 0.0016249529102248482
Position 703: 0.0015884228819352175
Position 21144: 0.0015740964901003681
Position 18859: 0.0015722043074854965
Position 3141: 0.0014745336715861921
Position 3147: 0.0014664800406984026
Position 4853: 0.001372991780451096
Position 5319: 0.0011396970278085149
Position 30027: 0.0010146466309567976
Position 21940: 0.000995890338148006
Position 1817: 0.0009478473180964863
Position 718: 0.0008392922551867105
Position 24581: 0.0008141359853314558
Position 5281: 0.0005624719075973998
Position 327: 0.000549133013010375
Position 22: 0.0005023692392437551
Position 3430: 0.00046733755067518754
Position 615: 0.0004516940093743194
Position 8091: 0.0004287406845819611
