Gene = MSMP
index = 888
Annotated 5SS: [270 610]
Annotated 3SS: [500 988]
SMsplice 5SS: [ 270  610 1026]
SMsplice 3SS: [ 435  988 1165]
top_k =  1000
Partition function (log Z): -5.875464622027124

Sorted 5' Splice Sites (High to Low Probability):
Position 270: 0.9354151272362583
Position 1026: 0.5810348443458254
Position 610: 0.5520307195809386
Position 537: 0.146008956633125
Position 846: 0.014260884838230237
Position 693: 0.009532903770789653
Position 116: 0.005000217157571088
Position 410: 0.004656642386064442
Position 280: 0.003428525607916604
Position 275: 0.0026046778449952414
Position 1062: 0.0013793461480995936
Position 788: 0.0008725625499461703
Position 1019: 0.0005480438678873845
Position 10: 0.00044487598591804774
Position 1021: 0.0004381414538729866
Position 209: 0.00032133487666063135
Position 850: 0.00021994198236763282
Position 910: 0.00017367591341872654
Position 250: 0.00015598832799292215
Position 92: 0.00013379853800740373
Position 287: 9.727537957559638e-05
Position 1030: 6.167420353543645e-05
Position 593: 5.2666781818915604e-05
Position 72: 3.8146064071938026e-05
Position 614: 2.6074485209434945e-05
Position 752: 2.4012486627305753e-05
Position 652: 2.209779082484747e-05
Position 129: 2.1711406087086127e-05
Position 561: 1.5132774855973811e-05
Position 674: 1.2498325216996746e-05
Position 750: 6.992395160788156e-06
Position 688: 6.708769543276955e-06
Position 423: 6.631903746696867e-06
Position 80: 3.0499322307734123e-06
Position 861: 2.4462983645499562e-06
Position 794: 2.149737477545288e-06
Position 1052: 1.936309447460811e-06
Position 603: 1.728371507888671e-06
Position 989: 1.4016864556337051e-06
Position 926: 1.2183596627486832e-06
Position 896: 1.1675124339034046e-06
Position 214: 1.114668679650403e-06
Position 587: 9.793842409713608e-07
Position 239: 9.089972929939294e-07
Position 376: 9.035561414203609e-07
Position 541: 7.598071331397717e-07
Position 576: 4.4790494861619247e-07
Position 8: 4.2706295189462627e-07
Position 414: 3.645833019152295e-07
Position 349: 2.604462997636272e-07
Position 347: 7.919576055321141e-08
Position 507: 3.3314849143925806e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 988: 0.9362730169940191
Position 1165: 0.592071640450573
Position 435: 0.44981504908100634
Position 500: 0.21518190231873222
Position 1220: 0.0266794576149147
Position 384: 0.0070057193929329185
Position 462: 0.006897930640757596
Position 362: 0.00672325907326045
Position 1095: 0.003483708878407289
Position 373: 0.002969925844162927
Position 229: 0.002269584525598223
Position 1273: 0.0014777314518639316
Position 697: 0.0013203728826764974
Position 556: 0.0012717000227294283
Position 706: 0.0011070742321936027
Position 440: 0.0010309020449730429
Position 849: 0.00046935903936587165
Position 338: 0.00042468666249514286
Position 1113: 0.00032570170565989745
Position 623: 0.00029665388367288673
Position 541: 0.00023870972430786245
Position 995: 0.00020329502405024713
Position 1101: 0.00018104475966408006
Position 834: 0.0001321959258509872
Position 410: 0.00012002569364532602
Position 933: 0.00011095826379774626
Position 737: 0.00010335744569461012
Position 443: 0.0001027772720344403
Position 670: 9.705565132842195e-05
Position 681: 8.991896289297873e-05
Position 236: 7.366645712971872e-05
Position 856: 6.465436713279803e-05
Position 517: 6.3047189221972e-05
Position 1125: 5.412149631670916e-05
Position 941: 5.2501770707479374e-05
Position 709: 4.334181183981613e-05
Position 750: 4.0489415594302426e-05
Position 1232: 2.8699563707719752e-05
Position 614: 1.6286664495942967e-05
Position 888: 1.3991040234434688e-05
Position 652: 1.3756133361245607e-05
Position 389: 1.3310623856165567e-05
Position 1235: 1.3028163706408423e-05
Position 185: 1.1977523340228145e-05
Position 720: 1.1890509260669613e-05
Position 782: 1.1288258609651229e-05
Position 763: 7.158136536156354e-06
Position 660: 7.121441010066434e-06
Position 711: 7.00466759905266e-06
Position 945: 6.918498066453176e-06
Position 674: 6.6769466605136635e-06
Position 1034: 6.5908162869927316e-06
Position 758: 4.701677933952183e-06
Position 169: 4.3350378915027246e-06
Position 861: 2.785895607361626e-06
Position 1025: 2.487044818654645e-06
Position 246: 2.448027194998563e-06
Position 770: 2.4420323014809066e-06
Position 445: 2.334923589290937e-06
Position 875: 1.8809986095496022e-06
Position 631: 1.7653302963812329e-06
Position 914: 1.4427005590243604e-06
Position 137: 1.2162807707622337e-06
Position 239: 1.0819007981972836e-06
Position 1041: 6.184438276596796e-07
Position 1052: 6.184407770555968e-07
Position 188: 2.368590184643593e-07
Position 635: 2.2616590426324983e-07
Position 263: 2.0602412965665412e-07
Position 150: 1.842211953887998e-07
Position 269: 1.754423954476744e-07
Position 787: 1.598056311072543e-07
Position 918: 1.5238379670967276e-07
Position 250: 9.978094339507222e-08
Position 175: 9.492585755206841e-08
Position 805: 8.635454112276905e-08
Position 1037: 6.367758081016149e-08
Position 807: 4.6593675801342964e-08
Position 308: 3.0695090345241365e-08
Position 134: 1.9534918704996715e-08
Position 305: 8.217457427148263e-09
Position 319: 4.828666872741863e-09
Position 77: 2.7819846451042126e-09
Position 103: 2.6079098405418902e-09
Position 90: 2.2233732358925605e-09
Position 291: 2.073703021393683e-09
Position 275: 1.990777464847736e-09
Position 72: 1.907984104902317e-09
Position 105: 9.378892238407175e-10
Position 299: 5.687051295163452e-10
Position 114: 4.878669152151173e-10
Position 95: 4.399086888205262e-10
Position 285: 4.287918540466203e-10
Position 312: 3.4845184858314894e-10
Position 85: 2.1809037285597363e-10
Position 111: 1.8481319151989516e-10
Position 323: 1.1659953035965672e-10
Position 302: 9.364263100199957e-11
Position 122: 8.402166495253962e-11
Position 92: 8.376435436239489e-11
Position 80: 7.085653987703521e-11
Position 124: 6.815560803984427e-11
Position 310: 1.960783047227346e-11
Position 100: 5.456989874201449e-13
Position 633: 1.8317101124545847e-13
