Gene = MEPCE
index = 835
Annotated 5SS: [2059 3507 3759]
Annotated 3SS: [3287 3631 3870]
SMsplice 5SS: [2059 3507 3759]
SMsplice 3SS: [3287 3631 3870]
top_k =  1000
Partition function (log Z): -1.1332763837098707

Sorted 5' Splice Sites (High to Low Probability):
Position 3759: 0.9966215346584757
Position 3507: 0.9697249362420874
Position 2059: 0.7759409949496693
Position 580: 0.18063195330812515
Position 152: 0.07858325420737973
Position 131: 0.054331766232136744
Position 2969: 0.0538662530852663
Position 904: 0.038478525790576326
Position 1656: 0.02908986137593713
Position 167: 0.027596997882808644
Position 4003: 0.027078158896308643
Position 584: 0.02599310638365163
Position 1916: 0.02331908054675953
Position 27: 0.02203532268997148
Position 850: 0.021066103235726615
Position 110: 0.0199864355362894
Position 1223: 0.01873397362128343
Position 1673: 0.017352177696852426
Position 3190: 0.016866377806094134
Position 180: 0.01613589204404044
Position 224: 0.015340931256825065
Position 424: 0.01491729413390958
Position 189: 0.01176873883090298
Position 2925: 0.011754143752976613
Position 2095: 0.011259265089445447
Position 333: 0.011140221110964984
Position 3371: 0.011052859509424973
Position 128: 0.009710435897268185
Position 481: 0.009254179277577932
Position 1000: 0.008947705608871922
Position 2906: 0.008074150992710714
Position 1798: 0.007631622626004539
Position 2472: 0.007463637018363562
Position 845: 0.007097702391962438
Position 1629: 0.006380762940949787
Position 1066: 0.003819662665742091
Position 2717: 0.0031586994161592547
Position 1779: 0.003016851607655138
Position 2174: 0.0027230093304057967
Position 4383: 0.0026253073733755227
Position 542: 0.0025707623404882356
Position 318: 0.002288130714677793
Position 3289: 0.002127464004193649
Position 3206: 0.0020047094425717418
Position 2220: 0.0016817951523907784
Position 721: 0.0015791835160099547
Position 1747: 0.0015648243845228563
Position 172: 0.0012181325470943972
Position 3476: 0.001030342441794106
Position 3456: 0.0008765896014604092
Position 211: 0.0008013874720534476
Position 2973: 0.0006362377805853336
Position 3482: 0.0005360731221853248
Position 3943: 0.0004898051112014954
Position 67: 0.0004877557944239774
Position 3224: 0.00045888103884037695
Position 3338: 0.0004006586651339354
Position 2133: 0.00039088158218403843
Position 3566: 0.0003415728695821975
Position 3993: 0.0003324729509122416
Position 3375: 0.0003087413194851458
Position 4215: 0.0002943080959611193
Position 3157: 0.000245201634888959
Position 2391: 0.0002258388656194501
Position 536: 0.00021375067951672587
Position 23: 0.00018974506153876064
Position 3945: 0.00018389639920944327
Position 3707: 0.00014287910834196116
Position 1374: 0.0001370419210823483
Position 1500: 0.00012830557118130286
Position 2754: 0.00012547067704208508
Position 4349: 0.0001201678689972133
Position 687: 0.0001002028558090632
Position 1372: 9.429003630530282e-05
Position 761: 8.303103578381477e-05
Position 1163: 8.217629840284168e-05
Position 183: 6.60255058008776e-05
Position 1369: 5.967730885300925e-05
Position 3768: 4.5399328755169494e-05
Position 3511: 3.530612417849532e-05
Position 4122: 1.8221855976983583e-05
Position 1135: 1.563244279278075e-05
Position 3516: 1.2904633538587311e-05
Position 3348: 1.206899562541323e-05
Position 3679: 1.1512283166999605e-05
Position 4181: 1.0289831819611271e-05
Position 917: 1.003632839173953e-05
Position 564: 9.066756962323643e-06
Position 456: 6.4800434446677434e-06
Position 3413: 6.424388610041347e-06
Position 3345: 5.947504516294438e-06
Position 4029: 4.599475038809231e-06
Position 1520: 4.325498532556012e-06
Position 3731: 3.973450296306663e-06
Position 3887: 3.7411307493239856e-06
Position 3790: 3.225888090073764e-06
Position 623: 3.157902370386627e-06
Position 31: 3.151287554690541e-06
Position 56: 2.339794198179204e-06
Position 1032: 2.276436729227544e-06
Position 1400: 2.225546746530735e-06
Position 1874: 1.732735316525811e-06
Position 59: 1.3709674576369286e-06
Position 533: 1.199970950782489e-06
Position 3924: 1.1756913985674883e-06
Position 3777: 1.144679555243485e-06
Position 18: 9.113355847040997e-07
Position 620: 7.591261330648624e-07
Position 134: 6.540570475968815e-07
Position 417: 4.685570846079161e-07
Position 1106: 4.032106567744338e-07
Position 77: 3.22243749000995e-07
Position 1229: 3.0499185212662563e-07
Position 268: 2.3658848157896766e-07
Position 3832: 1.0902250036588858e-07
Position 3995: 4.7189963854022305e-08
Position 3805: 1.7684392831209264e-09
Position 4130: 1.166974787766808e-09
Position 205: 1.0356726892676629e-09
Position 80: 9.764506311167211e-10
Position 3684: 5.273409509407908e-10
Position 355: 2.6371056892428854e-10
Position 34: 2.3147307488695955e-11
Position 545: 1.1768027072516086e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 3631: 0.9988370192160023
Position 3870: 0.9297028413721175
Position 3287: 0.8984771339208802
Position 1887: 0.1717521996992236
Position 1976: 0.13793272095336462
Position 2002: 0.10714422827570898
Position 3361: 0.07232826013136227
Position 2846: 0.058219765194712586
Position 1398: 0.028519091435187157
Position 4079: 0.020485553049996923
Position 4261: 0.017456458961194774
Position 4204: 0.01610444302331284
Position 3055: 0.014192702966102663
Position 1597: 0.013238737724257302
Position 3258: 0.013193687609952596
Position 4417: 0.0075482401251455175
Position 2614: 0.006984272781399461
Position 4110: 0.006793291390588962
Position 2361: 0.006534177119525846
Position 4029: 0.0062711779699267875
Position 1960: 0.005947126153636402
Position 4473: 0.005459636595884827
Position 3902: 0.005221457184302381
Position 1732: 0.0049503377793108285
Position 1600: 0.0034996375159291
Position 2547: 0.003214468614719006
Position 1866: 0.0030112128007779787
Position 2651: 0.0028392332288006477
Position 3086: 0.002785349491104256
Position 3878: 0.002626343739658511
Position 1944: 0.002240112142767225
Position 1701: 0.0020499707086196264
Position 4155: 0.002027290471991921
Position 1779: 0.0018395780120245805
Position 3831: 0.0016120633640521792
Position 2677: 0.001611094747982709
Position 4052: 0.0015883303685721092
Position 2891: 0.001423860533886815
Position 1158: 0.0012347569395270242
Position 4312: 0.0011950962949141093
Position 2780: 0.0011714321214688207
Position 3009: 0.0011664524960820486
Position 3089: 0.0010045696802718734
Position 2697: 0.0009106042975751957
Position 3462: 0.0007969625933785523
Position 4299: 0.0007219679774790142
Position 2511: 0.000656461754770069
Position 3916: 0.000621599081554279
Position 3398: 0.0006078525882444751
Position 1949: 0.0005638386193901715
Position 4452: 0.0005149972758349704
Position 3939: 0.0004836814454676509
Position 1912: 0.000479380936241504
Position 4056: 0.0004482242293953792
Position 3973: 0.0004268034641002155
Position 3309: 0.000395862884866633
