Gene = BLACE
index = 134
Annotated 5SS: [ 126 4831 5123 7007 8035]
Annotated 3SS: [4736 4983 6849 7890 9153]
SMsplice 5SS: [ 126 4141 4831 5123 6577 7007 8035]
SMsplice 3SS: [3977 4564 4983 6388 6913 7890 9667]
top_k =  1000
Partition function (log Z): -2.444150227616884

Sorted 5' Splice Sites (High to Low Probability):
Position 6577: 0.9433393748176552
Position 5123: 0.7689721705629478
Position 7007: 0.7310203421722478
Position 4141: 0.6986547318266961
Position 4831: 0.6234780874596623
Position 8035: 0.45433891661628945
Position 3577: 0.41896739532734883
Position 126: 0.3592569386693849
Position 9847: 0.3541749267088659
Position 4466: 0.33284544253051923
Position 8000: 0.3196365478739488
Position 7731: 0.2722009022549851
Position 350: 0.1596514053970771
Position 208: 0.10047878183566515
Position 80: 0.07797769395726914
Position 8320: 0.07686111102711496
Position 4900: 0.06721904366039562
Position 524: 0.06660386985688829
Position 4002: 0.0654214663904508
Position 4461: 0.06500270739819883
Position 7223: 0.05905548297966351
Position 4016: 0.04624789490876026
Position 8260: 0.044850982351824255
Position 3379: 0.04179135082265884
Position 9246: 0.04087727914811242
Position 699: 0.03877643349844792
Position 6967: 0.03827631822930291
Position 7738: 0.034299486319311
Position 874: 0.02784382925080741
Position 163: 0.024942951316018657
Position 8173: 0.024059455517743154
Position 3469: 0.0237340169876218
Position 431: 0.0217005003534413
Position 8504: 0.019260837743383746
Position 2089: 0.015983442677468058
Position 10684: 0.015193381079153929
Position 9981: 0.014861566270690943
Position 606: 0.014611889983874736
Position 3595: 0.014089145702695004
Position 1001: 0.01369541448409261
Position 5128: 0.013235631718400415
Position 1256: 0.012664801328920958
Position 4843: 0.012597401432312399
Position 7824: 0.01257722558591608
Position 36: 0.01244639920010734
Position 8522: 0.010839556753098724
Position 305: 0.010500588906215405
Position 2027: 0.010212831326592835
Position 7762: 0.009964082002992983
Position 2229: 0.009847349757903941
Position 5291: 0.009630510005187517
Position 1128: 0.00921715131181444
Position 216: 0.009059306304087418
Position 2119: 0.009037759104390952
Position 9364: 0.008568440547447518
Position 4421: 0.008265673218378618
Position 3978: 0.008066162639099315
Position 10697: 0.007873279815546315
Position 5148: 0.007681811251428108
Position 3669: 0.007674319717040091
Position 4880: 0.007449852858591451
Position 479: 0.007371933483734254
Position 1440: 0.007259113761105762
Position 8640: 0.006985691349167223
Position 1333: 0.00626610665541718
Position 8743: 0.006251908204823773
Position 3761: 0.006161193872614648
Position 387: 0.006119447104496671
Position 2423: 0.005891373119985713
Position 5421: 0.005585190898787555
Position 4375: 0.005584927961190365
Position 654: 0.005195533338410472
Position 10668: 0.004943901691779492
Position 89: 0.004572232383882751
Position 8262: 0.004229282786278571
Position 781: 0.004131960523706994
Position 6029: 0.004001951131759266
Position 9430: 0.0037956138663651365
Position 5140: 0.003776166849570783
Position 5740: 0.0037150965314977987
Position 3985: 0.0036873275661525127
Position 5481: 0.003551781109277145
Position 9208: 0.0034739664093723045
Position 3308: 0.0033217190915747594
Position 4666: 0.0029916478362914927
Position 7214: 0.002820125230754143
Position 5492: 0.0027432030177845573
Position 4031: 0.0026655432834426793
Position 3295: 0.002327678065186334
Position 8254: 0.002089907085013827
