Gene = ADPRHL2
index = 35
Annotated 5SS: [ 241 2466 2951 3220 3648]
Annotated 3SS: [2368 2742 3034 3546 4221]
SMsplice 5SS: [ 241 2466 2951 3648]
SMsplice 3SS: [2368 2742 3546 4221]
top_k =  1000
Partition function (log Z): 2.899940254374973

Sorted 5' Splice Sites (High to Low Probability):
Position 2466: 0.9725704151155216
Position 241: 0.8666229793630421
Position 2951: 0.8583431972618231
Position 3648: 0.840383219155328
Position 503: 0.5546677141547244
Position 3220: 0.35495558706273905
Position 1115: 0.17553863362750716
Position 3251: 0.1727199468960848
Position 3238: 0.17154364987614068
Position 2892: 0.08704726328372034
Position 229: 0.04144159484392299
Position 4640: 0.03439572535479767
Position 1306: 0.03249004424169397
Position 1066: 0.02486719963985276
Position 61: 0.023546262279740514
Position 4045: 0.02213379414011145
Position 2500: 0.01727236956930777
Position 176: 0.0161061801027025
Position 1074: 0.013162431953883023
Position 4422: 0.011769258348182215
Position 3189: 0.009470147131236773
Position 601: 0.005858299347402835
Position 3224: 0.005280473008066382
Position 3199: 0.004727514399939947
Position 3652: 0.004453715231401713
Position 1017: 0.004353237657359044
Position 1263: 0.00410224010097068
Position 4354: 0.0038726562814522577
Position 3617: 0.0036301432312389297
Position 1024: 0.0030272464739985482
Position 1045: 0.002819858796933757
Position 4099: 0.0027378577729385966
Position 3255: 0.002584798604660572
Position 2903: 0.002402500883802417
Position 486: 0.0021793423480788747
Position 4542: 0.0021630090406230588
Position 1093: 0.0020835315803852932
Position 1523: 0.002079538412389934
Position 530: 0.001896550830650272
Position 2449: 0.0017237082198548347
Position 3019: 0.0016003354342364006
Position 2624: 0.0013590477712193767
Position 1243: 0.0009228428853454997
Position 1351: 0.0008832395747703473
Position 324: 0.0008525180742825079
Position 3695: 0.000801091042021955
Position 3547: 0.0007913319936411915
Position 876: 0.0007755873656788263
Position 3247: 0.0007660736268634993
Position 4248: 0.0007553675991420144
Position 3245: 0.0005498479877499301
Position 918: 0.0005289523831428358
Position 708: 0.00048662714406390203
Position 4172: 0.0004139941288714528
Position 2784: 0.0003942334482319965
Position 1258: 0.00039127030059711934
Position 2006: 0.0003893198861093445
Position 4793: 0.0003658678045738817
Position 798: 0.00036495591093612745
Position 3656: 0.00034294842450368067
Position 261: 0.0003306516206966592
Position 2942: 0.00030380468134022054
Position 271: 0.0002014229003714024
Position 1240: 0.00020076843627373024
Position 636: 0.00019889996121330637
Position 317: 0.00019540035103223172
Position 840: 0.00019147385507136582
Position 818: 0.00017173850329540156
Position 3259: 0.0001578492465251529
Position 2829: 0.00012945845095740517
Position 842: 0.00012320273718552624
Position 1311: 0.00012275408805625677
Position 3635: 0.00011336555465058196
Position 3632: 8.170976984736596e-05
Position 3293: 7.727845367470836e-05
Position 852: 7.563429358929166e-05
Position 849: 6.894053763205918e-05
Position 712: 6.355571521104201e-05
Position 1635: 5.878746091758521e-05
Position 1678: 5.8627217117442575e-05
Position 4755: 5.767449219612686e-05
Position 2478: 5.060747934298899e-05
Position 972: 4.868910477923628e-05
Position 2330: 4.6913605201287423e-05
Position 869: 4.563387081328063e-05
Position 661: 4.500451934564214e-05
Position 4399: 4.194816455947783e-05
Position 2933: 3.738614458173974e-05
Position 426: 3.360847223309704e-05
Position 2508: 3.2774778066052175e-05
Position 199: 3.1219798827049634e-05
Position 2931: 2.915821923966834e-05
Position 403: 2.7723096794360896e-05
Position 2707: 2.3765334852240435e-05
Position 1371: 2.3405583130591188e-05
Position 1031: 2.323932850711705e-05
Position 1645: 2.2649466830866986e-05
Position 1663: 2.1666821701144683e-05
Position 698: 1.7904209413412097e-05
Position 1026: 1.7104457743211368e-05
Position 135: 1.385598126657983e-05
Position 2413: 1.2215471074327408e-05
Position 180: 1.141204176883282e-05
Position 192: 9.826004993953019e-06
Position 2580: 8.576404513295362e-06
Position 2860: 3.6803084231361283e-06
Position 2792: 3.5064034043032836e-06
Position 165: 3.2864115300104597e-06
Position 651: 3.280520014156074e-06
Position 581: 4.500533313241063e-07
Position 8: 3.500904753275271e-07
Position 479: 3.1816989682644665e-07
Position 2837: 3.0858652236385425e-07
Position 507: 1.65142057724388e-07
Position 18: 4.383155198768035e-08
Position 488: 9.968681155357091e-09
Position 397: 3.986771077548938e-09
Position 523: 3.0697492563338835e-09
Position 187: 1.478092177227053e-09
Position 609: 4.359428171103235e-11
Position 445: 3.861332234906367e-11
Position 456: 1.3982268308623328e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2368: 0.9714901090498437
Position 2742: 0.9517280033707708
Position 4221: 0.8166484085344312
Position 3546: 0.7363015787167847
Position 3127: 0.44235246861943
Position 378: 0.24293353633247003
Position 423: 0.23094422712574428
Position 3055: 0.11090780766903949
Position 1004: 0.10956352807725206
Position 4886: 0.08433664626475126
Position 3100: 0.0726122474883246
Position 3034: 0.0679511496354961
Position 3363: 0.04763042394800229
Position 4502: 0.043746961807403395
Position 818: 0.040089728751842316
Position 1205: 0.037548753272013805
Position 706: 0.03136343148961104
Position 3313: 0.028147019787804473
Position 3479: 0.02648890942907306
Position 3900: 0.02413743762935704
Position 3512: 0.023402608211999937
Position 876: 0.021799980483968223
Position 2998: 0.019627319581471965
Position 3693: 0.017055153679959256
Position 2371: 0.016010923970143393
Position 152: 0.013534023436414726
Position 382: 0.012121156828162354
Position 3807: 0.009705005340366389
Position 361: 0.008800731806492785
Position 942: 0.008421184583169466
Position 4660: 0.006959236452666039
Position 4421: 0.0066000011339658465
Position 4318: 0.006491872606579207
Position 4728: 0.006362482823056374
Position 2571: 0.005396131197001469
Position 3001: 0.005172819134273598
Position 3405: 0.004341242576393926
Position 1065: 0.00426235497235254
Position 484: 0.004247840823344113
Position 3963: 0.003941428206443558
Position 743: 0.00374092532331232
Position 4005: 0.0037094372624393475
Position 2386: 0.0037085421955658396
Position 3018: 0.0034199815502883265
Position 892: 0.0033770126713749313
Position 569: 0.0033045246258508886
Position 4244: 0.003197164114521962
Position 4541: 0.0028739057093650185
Position 3446: 0.00279514912019067
Position 3923: 0.0025674634252162124
Position 2697: 0.00190807697705641
Position 4365: 0.0014422253754733253
Position 4505: 0.001420963165172921
Position 5015: 0.001402668682975541
Position 1253: 0.0013797355077634615
Position 823: 0.0011980716763153269
Position 3935: 0.0011226255979627838
Position 4175: 0.0010556070842229156
Position 3157: 0.0008680533902169868
Position 363: 0.0007470500504912086
Position 462: 0.000685083737849909
Position 3371: 0.0006548987039212912
Position 4562: 0.0006149969422422138
Position 3813: 0.0005732540907429618
Position 4890: 0.0005284591735965817
Position 3015: 0.000464638109054768
Position 3844: 0.00046425020567338147
Position 1211: 0.0004482636038278209
Position 2812: 0.00043818418979377867
Position 3778: 0.0004294224319564435
Position 541: 0.000413271508574847
Position 393: 0.0004043755367948723
Position 1016: 0.0003983218178223286
Position 708: 0.0003826709932250083
Position 1333: 0.00036069592795706814
Position 2860: 0.0003395255095361153
Position 4483: 0.0003082462464107005
Position 3835: 0.0003079214635005469
Position 2302: 0.00030199590217784745
Position 197: 0.00029102897401499293
Position 180: 0.00025558910847252975
Position 1226: 0.0002477769852257025
Position 3216: 0.00024459259552041035
Position 3559: 0.0002400245284741859
Position 3576: 0.0002103316745591974
Position 4044: 0.00020271178286337355
Position 338: 0.00019567240600589924
Position 1857: 0.00019158563200231615
Position 1182: 0.0001875313577423694
Position 2809: 0.00018289233402029218
Position 2928: 0.00016965027004369035
Position 3768: 0.00015727609722256838
Position 3711: 0.00015672394522314162
Position 4758: 0.0001525402567359352
Position 403: 0.00015029884255884948
Position 947: 0.0001448345834568673
Position 2574: 0.0001406482685364806
Position 2752: 0.000133546221750225
Position 546: 0.00012402770672193545
Position 2669: 0.00011768533044010564
Position 3320: 0.00011386902472420405
Position 1732: 0.00010404398162220516
Position 2418: 0.0001007610878994717
Position 388: 9.913887729651111e-05
Position 507: 9.28283310917374e-05
Position 2873: 8.687815499640435e-05
Position 4057: 6.599141811845174e-05
Position 3141: 6.466670931307184e-05
Position 3379: 6.259251643994563e-05
Position 4065: 6.0312313142868936e-05
Position 1023: 5.1825631268300565e-05
Position 4975: 4.9156067061261114e-05
Position 347: 4.887032175635781e-05
Position 1179: 4.520795180789023e-05
Position 1946: 4.3906154599704176e-05
Position 2174: 4.047803330580068e-05
Position 2795: 4.0354095003265976e-05
Position 1342: 4.03441736637482e-05
Position 4024: 3.7586153408307476e-05
Position 1020: 3.732007931970621e-05
Position 2277: 3.339990140696868e-05
Position 2775: 2.6427046777913075e-05
Position 523: 2.589217111752941e-05
Position 4290: 2.51907661373786e-05
Position 1170: 2.4519707535333528e-05
Position 2931: 2.089406111778093e-05
Position 4113: 2.03350117134299e-05
Position 2891: 1.724099037120856e-05
Position 199: 1.683942591091717e-05
Position 2845: 1.5462539734577624e-05
Position 2255: 1.286114589379877e-05
Position 2528: 1.2126468263548009e-05
Position 1036: 1.0292526086159517e-05
Position 2428: 8.895535377538162e-06
Position 2064: 8.395437505705506e-06
Position 2699: 7.020678410589806e-06
Position 2629: 6.28747092036428e-06
Position 2755: 5.571298329123283e-06
Position 2047: 5.058544038695465e-06
Position 3133: 3.153050267865544e-06
Position 530: 1.9606260545105857e-06
Position 397: 1.5472805806511014e-06
Position 712: 1.3963546262017184e-06
Position 586: 1.0165894094111377e-06
Position 2761: 7.84446695748399e-07
Position 589: 7.053214322741995e-07
Position 1039: 6.495875816528561e-07
Position 607: 6.212752738218249e-07
Position 2594: 6.120621793353991e-07
Position 3267: 6.063070635307466e-07
Position 240: 2.7635848996783726e-07
Position 261: 1.533172250556269e-07
Position 2765: 1.4929129175465787e-07
Position 229: 1.3554431844749958e-07
Position 723: 1.3391203649653353e-07
Position 757: 1.1650589148610417e-07
Position 2638: 1.0933367076601565e-07
Position 233: 1.035643094843149e-07
Position 2792: 1.0228794887654853e-07
Position 283: 8.642392773458384e-08
Position 290: 4.726332836705173e-08
Position 300: 4.282186321023686e-08
Position 206: 3.394737082236544e-08
Position 102: 3.161084039889425e-08
Position 3199: 2.9737585531310278e-08
Position 265: 1.5444977860583744e-08
Position 616: 6.710855185490271e-09
Position 651: 2.469060968057459e-09
Position 620: 2.4060803493608923e-09
Position 2530: 1.5885016049997254e-09
Position 2265: 1.3954208439546295e-09
Position 2148: 1.1566580664429506e-09
Position 2087: 8.551858360992486e-10
Position 1176: 8.531711208052928e-10
Position 267: 2.0817861901655425e-10
Position 279: 1.5177787247112936e-10
