Gene = DDOST
index = 435
Annotated 5SS: [ 348  664 5444 5869 6105 6931 7322 7918 8694 8924]
Annotated 3SS: [ 552 5356 5764 6009 6836 7172 7769 8572 8816 9015]
SMsplice 5SS: [ 348  664 5444 5869 6105 6931 7322 7918 8694 8924]
SMsplice 3SS: [ 446 5356 5764 6009 6836 7220 7769 8572 8816 9015]
top_k =  1000
Partition function (log Z): 23.57775801983698

Sorted 5' Splice Sites (High to Low Probability):
Position 5444: 0.9791020692838412
Position 6931: 0.9773598639977146
Position 8924: 0.9760958904517628
Position 5869: 0.9560495413184733
Position 8694: 0.9477270158059451
Position 348: 0.9202800466121176
Position 7322: 0.9172374600262143
Position 7918: 0.7903617766561212
Position 6105: 0.7739230616915441
Position 664: 0.7461108183870497
Position 4077: 0.21225735028422546
Position 1474: 0.20090785146107631
Position 6109: 0.19399610033537712
Position 3804: 0.1876209324924184
Position 5253: 0.18251386075931847
Position 3376: 0.11784684342155143
Position 2825: 0.0849339885806939
Position 2795: 0.08081045108972452
Position 1552: 0.07607061393585299
Position 8123: 0.07472111832562935
Position 8063: 0.05003071757662097
Position 7870: 0.046965577671786975
Position 7677: 0.03658556005548845
Position 7770: 0.035293755611177834
Position 611: 0.03176582648508616
Position 6526: 0.030313666707016084
Position 102: 0.029873618517846586
Position 83: 0.026441105250457505
Position 148: 0.01935757201332976
Position 2784: 0.019104170780764824
Position 4481: 0.019079472004068974
Position 8934: 0.01876298802090818
Position 5893: 0.01810646226845026
Position 6203: 0.01730164379483087
Position 7065: 0.017192910449836098
Position 308: 0.01235948850984799
Position 1811: 0.01223404478539046
Position 2014: 0.011871766076571625
Position 6113: 0.011748176950080668
Position 3212: 0.011038308355836865
Position 2033: 0.00898891594837994
Position 369: 0.00884780448306619
Position 157: 0.00876602795600169
Position 9156: 0.008425398154987688
Position 4253: 0.007852472574632069
Position 481: 0.006719673464536442
Position 3475: 0.006519142584062138
Position 657: 0.005843581423163268
Position 7644: 0.005648825953957712
Position 359: 0.005602472122340306
Position 5422: 0.0053544988913679275
Position 5462: 0.005162402213030491
Position 3390: 0.004983284783385238
Position 7442: 0.0045870364557019355
Position 5789: 0.004310666367798038
Position 832: 0.004296893473044142
Position 7508: 0.0037315150382497817
Position 3420: 0.0035341703853137545
Position 3288: 0.003524206697831049
Position 6098: 0.0034698595175700637
Position 3760: 0.002695809482542398
Position 7729: 0.002225449615709014
Position 1482: 0.0021469879032096173
Position 3082: 0.0017593128645423083
Position 6657: 0.0017567898440468954
Position 1712: 0.0015479533714342223
Position 3216: 0.001332053583083607
Position 5059: 0.0012824542219990825
Position 5536: 0.0012047983519542027
Position 5007: 0.0011259734286226827
Position 935: 0.0011047061192923776
Position 7367: 0.0010161513993876337
Position 2134: 0.000976981558055479
Position 5468: 0.0008382525016999218
Position 9311: 0.0007738596472657632
Position 6454: 0.000767003880531168
Position 3142: 0.0006862000005316141
Position 975: 0.0006703252484863715
Position 9214: 0.0006597437735698997
Position 139: 0.0006327796058740448
Position 5728: 0.000629074807808088
Position 389: 0.0006241267599987103
Position 3380: 0.0005219671663505525
Position 2169: 0.0004949073484891292
Position 7934: 0.0004933832136063785
Position 393: 0.0004911219749388445
Position 7365: 0.00045709287969270386
Position 8488: 0.00045410648777801987
Position 7015: 0.00040805800088392194
Position 780: 0.0003679539902551032
Position 5558: 0.00036685497146340544
Position 7483: 0.00030919415041534375
Position 8669: 0.0002739796100610458
Position 6436: 0.00025258945265465064
Position 5940: 0.00023992640999855708
Position 8700: 0.00023417147940648573
Position 7020: 0.00023175777707842038
Position 7357: 0.00022125457672449132
Position 9045: 0.0002140104022614112
Position 6644: 0.00021214918342994535
Position 260: 0.00018937252630488183
Position 6486: 0.00018314695790929236
Position 456: 0.00017449083062733405
Position 172: 0.00016461434439445294
Position 7011: 0.00016111803194260443
Position 7688: 0.00014808445072170268
Position 970: 0.00012974991014039113
Position 5554: 0.00012715160340551077
Position 7951: 0.00012532905667859103
Position 6534: 0.00012067651830222282
Position 3135: 0.00011634033343480447
Position 7040: 0.00011404968040621454
Position 475: 0.00011276738754782021
Position 9191: 0.00010913039515976084
Position 9227: 0.00010685656173878908
Position 5765: 0.00010472963852194172
Position 5942: 9.851090739066683e-05
Position 376: 9.773257199624683e-05
Position 7360: 9.63696588007243e-05
Position 7185: 8.728673089278449e-05
Position 5448: 8.404585883939371e-05
Position 1961: 8.175140373014198e-05
Position 6619: 7.44280838427614e-05
Position 6609: 5.684599150782587e-05
Position 7172: 5.5454042409596696e-05
Position 165: 3.6047747238024314e-05
Position 6207: 3.470770994033362e-05
Position 8854: 3.378128575127596e-05
Position 1966: 3.323787633405773e-05
