Gene = NUB1
index = 968
Annotated 5SS: [  148  3768  7542  9784 11184 14252 14524 18549 25427 26270 27189 32503
 34245 35113]
Annotated 3SS: [ 3648  7373  9724 11112 14068 14428 18441 25239 26161 27035 32397 34148
 34934 35347]
SMsplice 5SS: [  148  3768  7542  9784 10495 11184 14524 18549 20483 25427 26270 27189
 32503 34245 35113]
SMsplice 3SS: [ 3648  7373  9724 10393 11112 14428 18441 20417 25239 26161 27035 32397
 34148 34934 35347]
top_k =  1000
Partition function (log Z): 13.032638465992257

Sorted 5' Splice Sites (High to Low Probability):
Position 14524: 0.989230353420337
Position 26270: 0.9869720640978313
Position 7542: 0.9452611279857804
Position 34245: 0.9016657104909701
Position 148: 0.9005656141538732
Position 35113: 0.8267644338663036
Position 3768: 0.8243584382337573
Position 27189: 0.7763219167885159
Position 9784: 0.7615728122008015
Position 11184: 0.7341730385088001
Position 20483: 0.7027396988133184
Position 32503: 0.5661675156014917
Position 18549: 0.5604686118026866
Position 10495: 0.49277238546562646
Position 25518: 0.4847393521933948
Position 25427: 0.46319727515954345
Position 14252: 0.45315022255609266
Position 25810: 0.4396760623781077
Position 4694: 0.3854774923201302
Position 33285: 0.34214480562764354
Position 19822: 0.25427801301487196
Position 20741: 0.24404502842139766
Position 4064: 0.2385277394138302
Position 26727: 0.22921815946956653
Position 11198: 0.2104600682714872
Position 26518: 0.16711516608115193
Position 32545: 0.13255858015149838
Position 12309: 0.1310261447861972
Position 20790: 0.09734234147877584
Position 2755: 0.09317505524796792
Position 30010: 0.08631807610416818
Position 27452: 0.08272819252101211
Position 25715: 0.07919793005034834
Position 4270: 0.07906304087440696
Position 18759: 0.07350349648211865
Position 25004: 0.06585362935298084
Position 33152: 0.06072732337383119
Position 20490: 0.060422251275186044
Position 10643: 0.05881979927899802
Position 35753: 0.058477383855807266
Position 7905: 0.05477218046862913
Position 267: 0.04396813672567066
Position 20874: 0.043329676869973834
Position 9556: 0.0431508971999635
Position 10043: 0.04117591361856626
Position 19552: 0.04104267706696721
Position 10277: 0.037474818432203766
Position 3884: 0.03135366117375518
Position 9955: 0.03119854557347513
Position 22064: 0.030872563649519087
Position 8279: 0.027655951697778444
Position 28256: 0.027449253756681197
Position 30881: 0.026831971468160458
Position 10074: 0.0267320591550373
Position 33475: 0.026253930330139272
Position 9872: 0.024702634371088873
Position 10668: 0.02310144042223678
Position 384: 0.022879302109373386
Position 3187: 0.022869376002570167
Position 3750: 0.022256484979308
Position 9881: 0.02147105692286388
Position 19079: 0.02136007784644529
Position 27221: 0.019581158579784774
Position 3587: 0.018741270358897413
Position 9251: 0.01829536275422041
Position 3818: 0.01813256341386303
Position 10018: 0.017567718255377705
Position 4864: 0.01701670456291426
Position 216: 0.016958619085284947
Position 7724: 0.01687715335647488
Position 3583: 0.01566193457730582
Position 10501: 0.01548689921789711
Position 9812: 0.014737532353792578
Position 9548: 0.014493387355175694
Position 26846: 0.014206250458885397
Position 35505: 0.01403720735812547
Position 12074: 0.01228889730743468
Position 10297: 0.012086435746164451
Position 7987: 0.0115838129807117
Position 13668: 0.01140943012682905
Position 4487: 0.010926690765039217
Position 4393: 0.010108312343614699
Position 29075: 0.009501039882441605
Position 391: 0.00941710213272228
Position 9951: 0.00927370045470538
Position 21005: 0.009226789361602582
Position 25736: 0.009208401392955185
Position 1985: 0.009037864617968318
