Gene = SPICE1
index = 1312
Annotated 5SS: [  260  8650 11977 15718 21108 21951 26212 46058 46395 47018 49504 54540
 58021 61691 64821 67119 68568]
Annotated 3SS: [ 8550 11928 15573 21013 21843 26092 45917 46256 46751 49371 54391 57798
 61205 64639 67015 68479 69795]
SMsplice 5SS: [  499  8650 11977 15718 21108 21951 26212 36363 46058 46395 49504 54540
 58021 67119 68568]
SMsplice 3SS: [ 8550 11907 15573 21013 21843 26092 36238 45917 46256 49371 54391 57798
 67015 68479 68751]
top_k =  1000
Partition function (log Z): 12.14165506548836

Sorted 5' Splice Sites (High to Low Probability):
Position 36363: 1.0000000000000007
Position 15718: 0.9955545186747793
Position 11977: 0.9951412453727846
Position 67119: 0.9846702991188218
Position 49504: 0.9839423932045331
Position 8650: 0.9810388136796621
Position 26212: 0.9772692500361633
Position 58021: 0.9746707695978035
Position 54540: 0.9737874573664332
Position 46058: 0.9734669635715468
Position 21951: 0.8983231528353722
Position 21108: 0.8691924614970873
Position 46395: 0.8353736699747094
Position 68568: 0.5607376917255754
Position 68861: 0.559064170650064
Position 61691: 0.5308383470608681
Position 63263: 0.38647766352296825
Position 14143: 0.362677381239874
Position 29711: 0.34726665389444766
Position 499: 0.34390372133545327
Position 52953: 0.3278992727039631
Position 360: 0.2533584307627759
Position 64821: 0.24137069780303877
Position 22352: 0.2334548359876339
Position 29666: 0.22043211619403125
Position 16619: 0.20519530492782168
Position 43650: 0.20468056170796736
Position 52838: 0.20061609007094824
Position 47018: 0.19056844000862513
Position 10290: 0.17636731060571936
Position 46809: 0.1500104786119117
Position 260: 0.14820869641933448
Position 46979: 0.13490188042509968
Position 15496: 0.13312120546073128
Position 70416: 0.13293360920324332
Position 54776: 0.1286337307191548
Position 20826: 0.12715242578920816
Position 71746: 0.12600152027014494
Position 68825: 0.12268357094846
Position 65664: 0.11977963094930534
Position 10075: 0.11469073677674728
Position 29534: 0.11303040326158881
Position 14352: 0.1073048163956459
Position 81: 0.08953989201422287
Position 53155: 0.08758638641928794
Position 9811: 0.0841965437050244
Position 67858: 0.08244115392232787
Position 58419: 0.078745000130887
Position 60933: 0.07512983216615028
Position 20323: 0.06331338405579512
Position 68605: 0.06002136923436029
Position 53755: 0.05922071424540422
Position 272: 0.05689653190369719
Position 53694: 0.05355395687267294
Position 19918: 0.05027813928249748
Position 25435: 0.047441349788694215
Position 4470: 0.04710559402519388
Position 10064: 0.04529184472776898
Position 22487: 0.04495719059239587
Position 10006: 0.04096782602256679
Position 1364: 0.04000811962056407
Position 4456: 0.03935618698751283
Position 67741: 0.039302077146346974
Position 24978: 0.0374450146430297
Position 10245: 0.035189287109976125
Position 68769: 0.03448929293890479
Position 9975: 0.03314264666448916
Position 62598: 0.03237215463269586
Position 22019: 0.031740945150164936
Position 55203: 0.031219574221483734
Position 55652: 0.030792085621283945
Position 749: 0.02933656687927411
Position 70917: 0.025955167221328845
Position 745: 0.025786840594765017
Position 54516: 0.025552962985249582
Position 25827: 0.02554666124515221
Position 4093: 0.025424117175673736
Position 284: 0.02538958730743406
Position 24628: 0.025239853896748134
Position 19206: 0.02501920711298059
Position 3482: 0.0249041591714363
Position 5258: 0.024063892602177558
Position 21604: 0.02354423928328398
Position 2044: 0.023517062719802646
Position 20905: 0.0221828307728658
Position 20396: 0.022097411807542083
Position 15184: 0.021399435022062676
Position 18269: 0.02091404494057168
Position 3619: 0.020650297821926743
Position 6373: 0.01968648059135794
Position 68319: 0.01879920655720912
Position 66943: 0.018497674850349265
Position 62962: 0.018291809975945872
Position 71648: 0.018111971111307152
Position 9048: 0.0176692656788524
Position 787: 0.01658804226189008
Position 8660: 0.015816501302382477
Position 1687: 0.015811196590599652
Position 18537: 0.015715164223260168
Position 5227: 0.0156532433828473
Position 25061: 0.015651573531599787
Position 53743: 0.015499737658168544
Position 56040: 0.015256263061679114
Position 51909: 0.015000161317308084
Position 53100: 0.013173917438097324
Position 71739: 0.013123773392672143
Position 23402: 0.012946377083907048
Position 544: 0.011883312578080368
Position 61329: 0.01186411600911609
Position 19254: 0.011858572726150792
Position 56236: 0.01171024092004013
Position 14623: 0.010836303129103352
Position 20771: 0.010578042808686882
Position 25631: 0.010362784743092487
Position 15204: 0.010168076750832294
Position 63258: 0.010013712919611327
Position 71395: 0.009987228797595565
Position 69184: 0.009708959257221877
Position 52722: 0.009430242761476968
Position 63275: 0.009362496372261489
Position 19462: 0.008933866854284338
Position 15500: 0.00882240844493951
Position 26868: 0.00872531683417373
Position 56424: 0.008709715542691088
Position 68582: 0.008703259122851687
Position 21096: 0.008628445980964615
Position 25393: 0.008322418697300247
Position 28355: 0.0076822185828206956
Position 15361: 0.007523088641979107
Position 23382: 0.007495406060867144
Position 57897: 0.007306325640290723
Position 7172: 0.006972209307857592
Position 23196: 0.006959670832341802
Position 56785: 0.006959067187206386
Position 15210: 0.00693482130894457
Position 50176: 0.006924067350077762
