Gene = RP11-540D14.8
index = 1175
Annotated 5SS: [  189 21657 22195 22458]
Annotated 3SS: [21342 22128 22379 22664]
SMsplice 5SS: [  189   813  2674  3269 12160 21657 22458]
SMsplice 3SS: [  693  2551  2981 11903 21342 22379 22664]
top_k =  1000
Partition function (log Z): -3.1510780328384476

Sorted 5' Splice Sites (High to Low Probability):
Position 12160: 0.952900764255219
Position 22458: 0.9228441157814469
Position 21657: 0.85523952736746
Position 813: 0.8343110020204831
Position 2674: 0.7895984469288565
Position 3269: 0.7628604515912998
Position 189: 0.635854821978532
Position 9839: 0.43057714987912155
Position 12427: 0.37846876555945963
Position 8254: 0.33883522901401236
Position 22195: 0.26792060860655864
Position 6890: 0.2574456115577517
Position 22287: 0.2271984910931834
Position 9601: 0.2134982556880904
Position 6894: 0.18746105707613603
Position 1181: 0.16711096013422247
Position 1452: 0.15811805272757073
Position 9589: 0.14903957749751653
Position 3693: 0.14229970728519814
Position 9764: 0.10706400641774448
Position 579: 0.09609363570182718
Position 3314: 0.09343990526797555
Position 21485: 0.06543003598155696
Position 6589: 0.03588514667532165
Position 9593: 0.03448030346023216
Position 22515: 0.0330269688618569
Position 11507: 0.03283880023759021
Position 6414: 0.028458387317733105
Position 4661: 0.025437933543767718
Position 6581: 0.023073463219186317
Position 5387: 0.021784796470658552
Position 1566: 0.021012486523212415
Position 9611: 0.02029332620555989
Position 6212: 0.020235834772761994
Position 21425: 0.018786568031221116
Position 179: 0.017455196490491993
Position 1299: 0.015071539754879744
Position 21371: 0.013845747566498739
Position 21469: 0.01373400802575928
Position 16037: 0.013496511872697185
Position 8135: 0.012213626113923433
Position 6104: 0.012079592482007337
Position 6608: 0.010685631703351324
Position 14964: 0.010331538606294747
Position 6520: 0.00967379554303405
Position 5537: 0.007434381634931262
Position 1322: 0.006665599445738046
Position 827: 0.006636800310117052
Position 3160: 0.006231431585543429
Position 1700: 0.005404427296783228
Position 1662: 0.004830164115034384
Position 160: 0.004663097404985571
Position 2694: 0.00423398637698057
Position 603: 0.0038459627431394958
Position 3381: 0.003602524252411376
Position 22691: 0.00341322300787386
Position 10483: 0.0033683911089757257
Position 1203: 0.0032678362420819184
Position 6648: 0.003234219752517412
Position 6886: 0.0029596072764153996
Position 2633: 0.0027709202243738555
Position 1508: 0.0026813218566955925
Position 817: 0.0022389577269676555
Position 2704: 0.002104467334159986
Position 22567: 0.0016991478355939612
Position 8311: 0.001661047974952725
Position 2828: 0.0015662830801090736
Position 9605: 0.0013338517332387588
Position 2756: 0.0013245746677642836
Position 223: 0.0013019100587514975
Position 733: 0.0012523900086947113
Position 6342: 0.0010986815939842847
Position 5238: 0.0009396427647238846
Position 1697: 0.0007728600272029791
Position 583: 0.0006612030869419702
Position 2128: 0.0006611570967084664
Position 3093: 0.0005370557522179837
Position 2709: 0.0005214907504809309
Position 3100: 0.0005138178697658507
Position 9078: 0.00047280691519707507
Position 3505: 0.00041212795720186056
Position 2652: 0.00039072364690636544
Position 6069: 0.00034447602618675575
Position 2268: 0.0003286784295896176
Position 822: 0.000323148584942683
Position 2468: 0.0003209564409983548
Position 5947: 0.0003086382818026751
Position 22481: 0.0003032171465904374
Position 6282: 0.0002860410660333215
Position 22754: 0.000265824620545073
Position 2400: 0.00023702605284720466
Position 5591: 0.0002136227984979644
Position 3084: 0.0001976656992018278
Position 361: 0.00015088583502349874
Position 907: 0.00012171802841353197
Position 791: 9.853983738000851e-05
Position 1594: 9.218159604170074e-05
Position 416: 7.272432758364324e-05
Position 428: 7.201743445243441e-05
Position 939: 7.172095119954185e-05
Position 626: 6.847281255573601e-05
Position 25: 6.799656434079495e-05
Position 9868: 6.672291795775647e-05
Position 849: 5.995478121570267e-05
Position 2911: 5.945816691536484e-05
Position 1915: 5.6026890437364415e-05
Position 2676: 5.545503256037912e-05
Position 3697: 3.588803741883054e-05
Position 163: 3.579651991858486e-05
Position 2876: 3.407573925587877e-05
Position 5: 3.2780657288812436e-05
Position 380: 2.4742802134876758e-05
Position 382: 1.9850949479510204e-05
Position 2304: 1.688702632882562e-05
Position 103: 1.6001367075316667e-05
Position 310: 1.5015338936328222e-05
Position 803: 1.2379918156064532e-05
Position 527: 1.221399208571797e-05
Position 2569: 1.214539884220143e-05
Position 695: 9.765827951234877e-06
Position 919: 8.897811213542408e-06
Position 1051: 8.064119249960476e-06
Position 738: 7.814655865259919e-06
Position 674: 6.263733260521158e-06
Position 768: 3.261056239029477e-06
Position 1286: 2.061864665280872e-06
Position 419: 1.9188348449440664e-06
Position 1001: 1.8183984017171873e-06
Position 831: 1.3724366976918735e-06
Position 1559: 3.8919054916028355e-07
Position 117: 3.2589723220903846e-07
Position 1053: 3.159367393563343e-07
Position 1575: 1.5836136220042109e-07
Position 1055: 2.8436750711577058e-08
Position 682: 1.2893483906582514e-08
Position 693: 1.0833436966975031e-08
Position 1067: 8.107570905780475e-09
Position 1074: 1.621246132801492e-13
Position 664: 7.480726806705109e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 21342: 0.9679075407894844
Position 22664: 0.9009842673396695
Position 11903: 0.8995238972138864
Position 22379: 0.8244204583441462
Position 2981: 0.8126234892792195
Position 2551: 0.7528017060572526
Position 693: 0.6169993357750028
Position 9667: 0.5347779733017434
Position 22128: 0.495564251234327
Position 6692: 0.38534837284073165
Position 12294: 0.33199229398111757
Position 9545: 0.2920111075809137
Position 22420: 0.1661425537327847
Position 1073: 0.1621545469134928
Position 8075: 0.13510220748482574
Position 9516: 0.12957064107265281
Position 3623: 0.10906357133500547
Position 8041: 0.09670538866896057
Position 8078: 0.08253894828362783
Position 6438: 0.07515814362014821
Position 1321: 0.0611113371007104
Position 11933: 0.060088516965992926
Position 2591: 0.04196802768984836
Position 2957: 0.041877945696857065
Position 1255: 0.04172272481106235
Position 6468: 0.039471352457537606
Position 22966: 0.03704358809401294
Position 8013: 0.0332492237460507
Position 11274: 0.03284868708844189
Position 1134: 0.03177694859202276
Position 5997: 0.03166511937114195
Position 6791: 0.030441358934695815
Position 12387: 0.030190820671416704
Position 3638: 0.027611986193450726
Position 1389: 0.026543893569701778
Position 4535: 0.020443806532047686
Position 5270: 0.019730096480594463
Position 22667: 0.0173613582722938
Position 15906: 0.013496511872697192
Position 3196: 0.011935431139650053
Position 713: 0.01073159921552571
Position 1440: 0.010594895254907779
Position 14807: 0.010350931120959703
Position 6345: 0.009684180038301215
Position 12245: 0.009035646975660155
Position 6317: 0.008699900163698333
Position 1298: 0.007137029324450988
Position 1647: 0.006803416362536402
Position 6259: 0.006576428597314341
Position 5420: 0.00645559045981291
Position 22869: 0.005417934234577463
Position 3523: 0.004311468163078432
Position 2602: 0.004154000135827758
Position 6175: 0.0039963457446418075
Position 7948: 0.003955309804960218
Position 4561: 0.0038360437156989215
Position 1496: 0.0035661510356682835
Position 22908: 0.003396564953020467
Position 5104: 0.003389873593483864
Position 2513: 0.002342016517856342
Position 22795: 0.002171830175500097
Position 10323: 0.001993061093790831
Position 1080: 0.001898166016605625
Position 1452: 0.0014759316596293602
Position 6402: 0.001445963866186145
Position 1096: 0.0013911379799428497
Position 10352: 0.0013762630246072262
Position 939: 0.0013392451150270627
Position 22631: 0.0012832015790194573
Position 8215: 0.001158825114463448
Position 3505: 0.001099377501585358
Position 372: 0.0010234475346943427
Position 2823: 0.0009246578305597692
Position 907: 0.00089669098320383
Position 5399: 0.0007672609391942073
Position 4414: 0.0007555157893753759
Position 2755: 0.0006807848396146945
Position 22690: 0.0006580312656568772
Position 699: 0.0005892731736426832
Position 2029: 0.0005799020937546474
Position 1150: 0.0005722780696621826
Position 11831: 0.0005533756719922705
Position 517: 0.0005332149274334845
Position 9005: 0.0004728069151970754
Position 22641: 0.00044985086990174684
Position 6130: 0.0004341217551703775
Position 4531: 0.0003926008982821564
Position 2510: 0.0003245318686139905
Position 993: 0.00031164709243164813
Position 5819: 0.0003096484686735787
Position 1587: 0.000286888138495609
Position 507: 0.00028465073795991416
Position 3055: 0.00026178604556901304
Position 393: 0.00025639533630099034
Position 424: 0.00022552819930582487
Position 22874: 0.00021846352052166916
Position 2331: 0.00020868711417376722
Position 2468: 0.00020161750848309132
Position 2005: 0.00019165293220463776
Position 17673: 0.00017169388296547778
Position 2171: 0.00016400975689423428
Position 3135: 0.00014936796680979037
Position 22444: 0.00013075424971541085
Position 2307: 0.00012983887498825791
Position 1456: 0.00012488605200954567
Position 18141: 0.00011493943383984218
Position 3153: 9.447539381739224e-05
Position 1609: 8.88684908771994e-05
Position 3031: 8.655729597919897e-05
Position 1806: 8.336510263412633e-05
Position 1651: 8.215359080819159e-05
Position 1507: 7.632273607301595e-05
Position 22699: 6.471694579874443e-05
Position 2384: 6.461807506706451e-05
Position 1476: 4.661938246118271e-05
Position 1619: 4.129225168413897e-05
Position 3201: 4.063422790867477e-05
Position 22911: 3.929135445852833e-05
