Gene = CGGBP1
index = 364
Annotated 5SS: [ 234 1030]
Annotated 3SS: [ 824 3048]
SMsplice 5SS: [ 676 1030]
SMsplice 3SS: [ 824 4173]
top_k =  1000
Partition function (log Z): -9.376841687701543

Sorted 5' Splice Sites (High to Low Probability):
Position 1030: 0.7406073076161325
Position 2900: 0.5777927151882889
Position 3166: 0.5061575641534655
Position 676: 0.30536962388179506
Position 276: 0.18214258673187148
Position 260: 0.1415190205145537
Position 2028: 0.1066063713828106
Position 1858: 0.104651753980025
Position 2417: 0.10420447595670525
Position 234: 0.09263326639940406
Position 626: 0.0591253847114379
Position 693: 0.04981587215071332
Position 2857: 0.030455659042938715
Position 6468: 0.021841955552262825
Position 2317: 0.01780183882637225
Position 1602: 0.015682004366901557
Position 6524: 0.013657185306064584
Position 1181: 0.00940967265883534
Position 2719: 0.008954901518957862
Position 1384: 0.007202701619666588
Position 4276: 0.002944688082148343
Position 3583: 0.0024882791417806093
Position 6253: 0.002453230025069475
Position 6414: 0.002330181235696333
Position 3372: 0.0023275676294913917
Position 2377: 0.0021612345729773884
Position 2685: 0.0020842080339596716
Position 2014: 0.0019256088058501038
Position 670: 0.001884482753429416
Position 3128: 0.0015957709451573643
Position 3306: 0.001527499850720624
Position 6850: 0.0011460499814285336
Position 997: 0.0010744581844665628
Position 272: 0.0009918176205177447
Position 498: 0.0008186816537241196
Position 2096: 0.0006508798587678341
Position 1270: 0.0006295614491282435
Position 968: 0.0005938274885330123
Position 1518: 0.0004677171451826956
Position 712: 0.00043417763155182673
Position 1541: 0.0003282106316034384
Position 2261: 0.00029827679098517676
Position 1436: 0.00025539894978565816
Position 2124: 0.00024703228577626924
Position 4668: 0.00023357495763293352
Position 434: 0.0002235885741421633
Position 4597: 0.0002045071101780468
Position 4522: 0.00019501636604324251
Position 303: 0.00015539087929357444
Position 50: 0.00015132032778961927
Position 3447: 0.00012090110562645116
Position 1459: 0.00010238911082318013
Position 2148: 8.252032926539268e-05
Position 1817: 7.75342097436285e-05
Position 1499: 7.678412668368035e-05
Position 824: 6.965909317581566e-05
Position 3213: 6.185855666324424e-05
Position 862: 2.5823218431127298e-05
Position 697: 2.3682933441334046e-05
Position 668: 2.2689455032844194e-05
Position 1862: 1.816322885429451e-05
Position 2611: 1.6876606463003324e-05
Position 14: 1.626479480909956e-05
