Gene = SLU7
index = 1274
Annotated 5SS: [  372  4270  5076  5496  5939  6944 10745 11066 11424 11649 11919 12927
 14364 14586 14955]
Annotated 3SS: [ 4083  4921  5414  5773  6874 10696 10933 11325 11580 11778 12764 14258
 14513 14837 15929]
SMsplice 5SS: [  372  4270  5076  5496  5939  6944 10745 11066 11424 11649 11919 12927
 14364 14586 14955]
SMsplice 3SS: [ 4083  4921  5414  5773  6874 10696 10933 11325 11580 11778 12764 14258
 14513 14837 15929]
top_k =  1000
Partition function (log Z): 36.47540789846669

Sorted 5' Splice Sites (High to Low Probability):
Position 11066: 0.9996151935429243
Position 14955: 0.9991611134233784
Position 4270: 0.9947977024828274
Position 14586: 0.9781908478241826
Position 6944: 0.9691149612051086
Position 11424: 0.9655836448346506
Position 5076: 0.9472972806173217
Position 372: 0.9201517423079569
Position 5496: 0.8377575551011356
Position 11919: 0.8284366099169318
Position 14364: 0.7479196745884718
Position 12927: 0.739024653989723
Position 10745: 0.7324922922811854
Position 5939: 0.6400560129485392
Position 11649: 0.4918905138695353
Position 144: 0.3433667976527714
Position 14391: 0.2332891010586146
Position 10: 0.20201117355016382
Position 2283: 0.18755018284369582
Position 1170: 0.15163338643606963
Position 799: 0.12824105635033728
Position 14752: 0.08999087440076953
Position 2655: 0.08024417403320053
Position 15146: 0.07492460700179575
Position 12893: 0.07325741264645759
Position 16013: 0.07213170485136508
Position 1492: 0.06692552995623151
Position 5920: 0.05650737610081592
Position 1403: 0.050380675012174976
Position 6730: 0.047979518838097
Position 6550: 0.04516965521229926
Position 9505: 0.04067972293352172
Position 3252: 0.034184155957686556
Position 2344: 0.03347044931551191
Position 2931: 0.03053917794567187
Position 16246: 0.028992730117157167
Position 3119: 0.027111464268769002
Position 7816: 0.026784203720636265
Position 3182: 0.02628416835572769
Position 1479: 0.026073553874944755
Position 9831: 0.02602927750411396
Position 10255: 0.023146546603002784
Position 5054: 0.022219899836503597
Position 9035: 0.019463009383533143
Position 5131: 0.01818528620530507
Position 15249: 0.014763682668252382
Position 6243: 0.014075796656143308
Position 8935: 0.01322853686842884
Position 15139: 0.012737112195218642
Position 307: 0.011971869078424463
Position 5658: 0.011871394534100792
Position 11582: 0.011540990147697864
Position 14746: 0.010595598345339598
Position 13547: 0.010279875045806018
Position 13646: 0.009357863890872382
Position 3922: 0.009305603573837145
Position 838: 0.009216378332167548
Position 1160: 0.009110295128890358
Position 7841: 0.009039849364314791
Position 14715: 0.008487698577097535
Position 827: 0.008228095345376739
Position 12187: 0.00804969124162017
Position 6972: 0.007632393573092263
Position 14368: 0.007576872609289417
Position 6459: 0.006939250570421131
Position 8296: 0.006716289051463273
Position 779: 0.006530507946793418
Position 10841: 0.005807787113855426
Position 8867: 0.005339749461462817
Position 14101: 0.0051981535654749
Position 10094: 0.005097827314981371
Position 7792: 0.004436704271071161
Position 11611: 0.0037131881365432967
Position 15451: 0.0035965104721368654
Position 1186: 0.00354713060471862
Position 5805: 0.0034835859535543084
Position 1294: 0.0033872724927863085
Position 2179: 0.00332995798772139
Position 15575: 0.003318358922086122
Position 10236: 0.0033141163850589216
Position 11442: 0.0025715693889611316
Position 11466: 0.0021779575480595365
Position 5930: 0.0021327702688738255
Position 10769: 0.0020542537989243523
Position 15850: 0.0020394359585112496
Position 6948: 0.0019454968275346627
