Gene = SLAMF1
index = 1261
Annotated 5SS: [  426 10105 12683 23200 27520 34808]
Annotated 3SS: [ 9765 12397 23109 27445 34714 36496]
SMsplice 5SS: [  426 12683 17883 27520 34808]
SMsplice 3SS: [12585 17749 27445 34714 36496]
top_k =  1000
Partition function (log Z): -5.193964428616708

Sorted 5' Splice Sites (High to Low Probability):
Position 12683: 0.9987961048278715
Position 34808: 0.960962526675096
Position 426: 0.8600171894331279
Position 17883: 0.7653144245357282
Position 27520: 0.6898944192528498
Position 13091: 0.5446211361549058
Position 27943: 0.4315235554258586
Position 27630: 0.39486694276926476
Position 18703: 0.3697354418296809
Position 13561: 0.34756059192597655
Position 20990: 0.28191430176646676
Position 10105: 0.27435006308373666
Position 3076: 0.24141468309370429
Position 11130: 0.23378698693309932
Position 18411: 0.20780993001919648
Position 10040: 0.20462780767241234
Position 11318: 0.18411327114925619
Position 24934: 0.1840228151445067
Position 21095: 0.17815207832241586
Position 21265: 0.17684264365861022
Position 4274: 0.1731973613718301
Position 20247: 0.15709934496964914
Position 23200: 0.13210090071765862
Position 36835: 0.128059932289469
Position 1273: 0.12657954433270424
Position 23243: 0.114335305502648
Position 6281: 0.1113307588933758
Position 35814: 0.10066401989671807
Position 31720: 0.09324146271823505
Position 2436: 0.09248552292440915
Position 7692: 0.08935526317290193
Position 1282: 0.08092147640741179
Position 11047: 0.06679130552883818
Position 17645: 0.060576262901832933
Position 62: 0.05622302958494168
Position 35372: 0.05137694581717397
Position 3060: 0.042648880648668605
Position 12990: 0.039313471195904594
Position 504: 0.03664149723138855
Position 27677: 0.035903247821115446
Position 3068: 0.03576842451473609
Position 17872: 0.032367103022133525
Position 10146: 0.02787259134887525
Position 3607: 0.027745950494613827
Position 25069: 0.02565762800929406
Position 1710: 0.023937276699690313
Position 16870: 0.023759621473801628
Position 3161: 0.02356115254284786
Position 36451: 0.023304256242436466
Position 1705: 0.021189267587017026
Position 12981: 0.020937311166584604
Position 18162: 0.01944642407442566
Position 36722: 0.017148895378964378
Position 2703: 0.015584086053256077
Position 298: 0.015532341751045217
Position 1322: 0.012997616926234306
Position 36681: 0.01285212130069226
Position 30265: 0.01258023964636586
Position 13004: 0.01109411197134666
Position 30066: 0.011057074488365825
Position 20980: 0.010814489671068343
Position 13642: 0.010535868701322058
Position 3467: 0.009492409107886558
Position 20886: 0.009481047148975519
Position 1223: 0.008488451193286227
Position 34888: 0.008462378455855173
Position 4447: 0.008423842622276209
Position 28473: 0.008416619655264076
Position 16674: 0.008414276315229478
Position 3462: 0.007928511875769926
Position 516: 0.007415642125539312
Position 7319: 0.005625145799148961
Position 20144: 0.005498153730302948
Position 2447: 0.004929544177028427
Position 14108: 0.00433845434293043
Position 10516: 0.004025746574861939
Position 35854: 0.0035321317294709394
Position 27518: 0.0033861492189676988
Position 2803: 0.003247524127442414
Position 1060: 0.003197726581391424
Position 19079: 0.0031907196431218187
Position 6261: 0.0030428283648549596
Position 9400: 0.002983306987778011
Position 217: 0.0028537355270346113
Position 16950: 0.002730901899656712
Position 20273: 0.0026806284963614615
Position 3807: 0.002561424732214343
Position 4738: 0.00245283598337458
Position 980: 0.0024434811410477533
Position 3563: 0.0022343948190176
Position 10540: 0.0020532446900481836
Position 1569: 0.001970209124709412
