Gene = KLF18
index = 748
Annotated 5SS: [2968]
Annotated 3SS: [3619]
SMsplice 5SS: [ 324 2700 2968]
SMsplice 3SS: [2582 2787 3447]
top_k =  1000
Partition function (log Z): -1.543318603802589

Sorted 5' Splice Sites (High to Low Probability):
Position 2968: 0.959944961011811
Position 2700: 0.7701653477199534
Position 2139: 0.5701644926053516
Position 1803: 0.447616140815407
Position 811: 0.4427309099632014
Position 2391: 0.4166025250201354
Position 1425: 0.4026627922510324
Position 555: 0.3985670804087181
Position 324: 0.37328649493734123
Position 1147: 0.2795928019748942
Position 769: 0.21295029827156267
Position 2517: 0.16486824243279652
Position 1567: 0.14830427294123302
Position 1105: 0.13714681000220771
Position 2155: 0.12596870035686436
Position 1677: 0.1259551761696062
Position 1189: 0.09974284857411152
Position 1441: 0.09457859107790563
Position 1819: 0.0883675219026703
Position 2281: 0.06958414565442197
Position 607: 0.06911061658575815
Position 1273: 0.0666122491197999
Position 1231: 0.05474903805292844
Position 2407: 0.04988637408709759
Position 937: 0.04986919689686176
Position 1525: 0.04289929484801819
Position 2533: 0.042661756497527036
Position 979: 0.042381148308229644
Position 112: 0.04067842018622244
Position 1315: 0.03863760626273145
Position 1971: 0.03687221474709417
Position 1063: 0.03066495758132354
Position 1483: 0.02063599545036714
Position 1021: 0.020157289910701374
Position 3653: 0.01264410905256439
Position 280: 0.010940914903890825
Position 1987: 0.009426584101593602
Position 1693: 0.0074942925458700025
Position 853: 0.006984317824269624
Position 2992: 0.005931305733758801
Position 727: 0.005534221363925858
Position 2113: 0.004988389405685582
Position 3297: 0.004925250791691697
Position 895: 0.004071186656830768
Position 185: 0.004064736958118427
Position 2029: 0.0024598970002334703
Position 2323: 0.0024238173550307275
Position 1609: 0.0023178005048130846
Position 1399: 0.001966001394488452
Position 1089: 0.0013156417208535264
Position 921: 0.0013008889857783
Position 439: 0.001187899224490442
Position 2972: 0.001112322884350745
Position 3256: 0.000982962992859887
Position 1777: 0.0009078413807689464
Position 3595: 0.0008663223860831894
Position 2575: 0.0007603805700275142
Position 2365: 0.0006365854717608575
Position 565: 0.0005516786478422061
Position 3586: 0.00039237146773064217
Position 589: 0.00036117682330712365
Position 306: 0.00031862217584868887
Position 526: 0.00029901056559964123
Position 3531: 0.00025775215245269634
Position 544: 0.00025376808892278025
Position 597: 0.00020568663809921657
Position 152: 0.0001727066300972117
Position 463: 0.00014706341776633085
Position 3382: 0.00010357189796241244
