Gene = U2SURP
index = 1516
Annotated 5SS: [  135  9321 10815 12871 14833 15437 18498 19155 19847 20017 21124 21526
 22480 25715 26868 27108 31408 31812 33437 34566 35797 36665 37422 41738
 49511 52256 53581]
Annotated 3SS: [ 9275 10682 12771 14717 15302 18429 19059 19810 19933 20957 21313 22435
 25609 26800 26943 31244 31731 33348 34442 35639 36568 37354 41577 49399
 52136 53403 54772]
SMsplice 5SS: [  135  9665 10835 12871 14833 15437 18498 19155 20017 21124 21526 25715
 26868 27108 33437 34566 35797 36665 37422 41738 41986 49511 52256 53581]
SMsplice 3SS: [ 9456 10682 12771 14717 15302 18429 19059 19933 20957 21313 25609 26800
 26943 33348 34442 35639 36568 37354 41577 41852 49399 52136 53403 54772]
top_k =  1000
Partition function (log Z): 28.383670909407517

Sorted 5' Splice Sites (High to Low Probability):
Position 21124: 0.9927420954641786
Position 37422: 0.9903457880841587
Position 25715: 0.9894616727981138
Position 33437: 0.9855210914046892
Position 36665: 0.9597145227970113
Position 49511: 0.9594297432662748
Position 14833: 0.9305094107132302
Position 15437: 0.9137795785316662
Position 20017: 0.8937752572798986
Position 53581: 0.8905309908467415
Position 35797: 0.8890420610253258
Position 18498: 0.8872819907652281
Position 21526: 0.8757711319568579
Position 19155: 0.8524448655190611
Position 34566: 0.807229637215812
Position 41738: 0.7973059048522166
Position 135: 0.7884960560114016
Position 52256: 0.786687998687717
Position 12871: 0.751215722294063
Position 9665: 0.700920862906846
Position 10835: 0.6005823274406391
Position 41986: 0.56815145700348
Position 27108: 0.5511455960786262
Position 54591: 0.4615524825999059
Position 9321: 0.4225925805589083
Position 31812: 0.4031210871352493
Position 30952: 0.3826403649955707
Position 10815: 0.35637107697570636
Position 31408: 0.3098466841552965
Position 54878: 0.2935234029859461
Position 14003: 0.2841847519029101
Position 34777: 0.26408352413592867
Position 54970: 0.2487134836018174
Position 53840: 0.22711713506146755
Position 35428: 0.22600754566538644
Position 155: 0.20745227696485258
Position 31148: 0.1732042452597537
Position 57600: 0.1687236963684501
Position 53785: 0.15548300070271756
Position 10429: 0.14514332121987494
Position 4093: 0.1361820398856432
Position 31859: 0.1360219971972406
Position 23297: 0.12657397400921677
Position 36966: 0.1208413933746211
Position 56030: 0.11356801907042857
Position 19847: 0.09990074080906748
Position 10485: 0.09078515239384066
Position 38816: 0.08754416495673904
Position 48104: 0.08565841234438787
Position 37176: 0.07906729715205117
Position 24703: 0.07485945884715828
