Gene = IFNLR1
index = 677
Annotated 5SS: [   71  6531 17845 25720 27788 28210]
Annotated 3SS: [ 6406 17659 25576 27627 28078 29369]
SMsplice 5SS: [   71  6531 17845 21501 21893 25720 27788 28238 32246]
SMsplice 3SS: [ 6406 17659 21396 21709 25576 27627 28078 32082 32383]
top_k =  1000
Partition function (log Z): 0.4342659164136382

Sorted 5' Splice Sites (High to Low Probability):
Position 71: 0.9597597688186654
Position 27788: 0.9001606524913219
Position 6531: 0.8637268109184674
Position 17845: 0.7373794495435954
Position 25720: 0.6649609789356528
Position 21893: 0.6311583124476239
Position 10451: 0.622417937691803
Position 19065: 0.5982434353905985
Position 32246: 0.5665165006389674
Position 21501: 0.47850901944961255
Position 28238: 0.45010769537668044
Position 30128: 0.4297604715425416
Position 25324: 0.38159813698518186
Position 7723: 0.3768793590259048
Position 6763: 0.34795294116503905
Position 18838: 0.3010271373642601
Position 21561: 0.24539644762561721
Position 17857: 0.2442125318108178
Position 25680: 0.23575331706219263
Position 28210: 0.20754149417734727
Position 25172: 0.2018094021403632
Position 29116: 0.17496050374496935
Position 27358: 0.12289589919584444
Position 10011: 0.11602263449343696
Position 955: 0.10952144226997843
Position 24956: 0.10062871346524825
Position 30458: 0.08325290029183986
Position 31343: 0.07364150982970857
Position 25881: 0.07191316795669248
Position 704: 0.06455636465851654
Position 6740: 0.06063832352020914
Position 8839: 0.05674727394017152
Position 14268: 0.053020721573145885
Position 875: 0.05060010508764969
Position 25687: 0.048039261332587305
Position 1700: 0.04555147819607332
Position 12265: 0.0421709774974139
Position 22925: 0.041552788462112154
Position 31582: 0.03851454526314565
Position 1707: 0.03662947176879642
Position 25216: 0.03434314181434798
Position 187: 0.03300004329910433
Position 24973: 0.030177706351263406
Position 26241: 0.027611770897666494
Position 29074: 0.027568446671995185
Position 29656: 0.02648762397127279
Position 4247: 0.025423751271979614
Position 488: 0.024347618755292677
Position 10401: 0.023640176937377376
Position 628: 0.02198730415947773
Position 7794: 0.02154719458410259
Position 13856: 0.021412420892274617
Position 23962: 0.020731019936011754
Position 26130: 0.019912841776003283
Position 4243: 0.018884225611377266
Position 6574: 0.018818148342262923
Position 767: 0.01854831360894942
Position 11013: 0.01680821225461494
Position 22268: 0.016522537332077366
Position 6698: 0.015136075033492612
Position 5753: 0.01351017579914969
Position 1250: 0.013069031087449253
Position 11673: 0.011952545295321165
Position 26798: 0.01084851989566074
Position 363: 0.010633615629787353
Position 2505: 0.010455527873172431
Position 2156: 0.010023221816163087
Position 32961: 0.00933151450914337
Position 25975: 0.008795832907188116
Position 28227: 0.008300877467372467
Position 6706: 0.008091713496800988
Position 1016: 0.007338128772978066
Position 26043: 0.006990867063235739
Position 17775: 0.006914959462649775
Position 17849: 0.006913842837504807
Position 12251: 0.006848811034482817
Position 20238: 0.006744477141468325
Position 28255: 0.0063736580112859825
Position 8793: 0.006152717745411808
Position 26035: 0.00607571747507247
Position 27196: 0.005555006886839244
Position 24007: 0.005541687483296459
Position 6505: 0.005482870787058368
Position 25184: 0.005313901708421499
Position 27137: 0.005073029898428518
Position 11203: 0.005025148295729685
Position 26192: 0.004747434623709398
Position 25926: 0.004662725308355249
Position 17208: 0.004574067174350903
Position 6306: 0.004510151785685912
Position 5986: 0.004376445045489557
Position 25414: 0.004371983242065957
Position 7435: 0.0038396706234423614
Position 2461: 0.0037075555446706935
Position 21748: 0.0036829449617630998
Position 27792: 0.003520264322793368
Position 5573: 0.0033403035722304034
Position 17784: 0.0031133802438647134
Position 5967: 0.0031029729278403734
Position 24961: 0.002676623041158002
Position 616: 0.002555492348584418
Position 8550: 0.0025212123319418747
Position 20951: 0.0025029176158547677
Position 25345: 0.002362158245926981
Position 25114: 0.002359368745336783
Position 21471: 0.0021916011761351386
Position 5647: 0.002169023635061418
Position 445: 0.002147658258944876
Position 25207: 0.0021125871782499165
Position 27781: 0.002074358058721769
Position 4693: 0.001990089977103049
Position 20761: 0.001942853543999961
Position 8784: 0.00193985728600635
Position 29284: 0.001935559693394744
