Gene = VCP
index = 1545
Annotated 5SS: [  913  4999  5359  6575  7999  9096 10272 11033 11247 11673 12235 12449
 12937 13757 14186 15874]
Annotated 3SS: [ 4886  5185  6431  7867  8963 10168 10898 11110 11559 12069 12325 12723
 13447 14029 15718 16026]
SMsplice 5SS: [   86  4999  5359  6575  7999  9096 10272 11033 11247 11673 12235 12449
 12937 13515 14186 15874 16528 16951]
SMsplice 3SS: [ 4886  5185  6431  7867  8963 10168 10898 11110 11559 12069 12325 12723
 13447 14029 15718 16404 16857 17050]
top_k =  1000
Partition function (log Z): 32.70822518394303

Sorted 5' Splice Sites (High to Low Probability):
Position 4999: 0.9985835212869446
Position 15874: 0.9846663610208277
Position 7999: 0.9837494941950083
Position 14186: 0.9717220920144554
Position 11673: 0.9616007459317514
Position 12937: 0.937625612270913
Position 9096: 0.9240400993876612
Position 12235: 0.9010290126893357
Position 6575: 0.849709103717313
Position 10272: 0.8446521787469816
Position 5359: 0.8082869912407059
Position 11247: 0.8076355229732061
Position 13515: 0.7339850655772853
Position 16951: 0.6457809036848318
Position 12449: 0.6331733543337946
Position 11033: 0.4920219776265226
Position 16528: 0.42962499327892256
Position 10538: 0.42250697103885043
Position 86: 0.4175384798360351
Position 4546: 0.3594322108255918
Position 973: 0.3513626742605561
Position 8863: 0.3428362608145091
Position 12469: 0.3099774794581963
Position 7721: 0.2903605299506168
Position 7742: 0.2542751789641085
Position 10926: 0.24276243373953155
Position 13807: 0.2412271615340535
Position 7643: 0.19545867159481128
Position 16153: 0.17718563096870268
Position 16532: 0.1527003290949256
Position 7342: 0.13422283676606006
Position 4342: 0.10194077625457541
Position 741: 0.09664261682402771
Position 5336: 0.09540733165288678
Position 1359: 0.09471430005007202
Position 9765: 0.0911360984381995
Position 4708: 0.09099763395448524
Position 13761: 0.09077742214655471
Position 12259: 0.08668317993761078
Position 1780: 0.07760670123771399
Position 913: 0.07530671508229884
Position 15276: 0.06524225483582861
Position 15610: 0.054770772067602655
Position 4725: 0.05419911276795594
Position 10699: 0.052940772337800125
Position 6526: 0.051158374202956235
Position 13377: 0.05061951983340201
Position 16784: 0.05045380066075486
Position 2021: 0.048293844162645094
Position 16536: 0.04813883112449068
Position 5217: 0.04311730533895936
Position 194: 0.04076300285926954
Position 12426: 0.03933077614361497
Position 14880: 0.03606156377589273
Position 1493: 0.03159871690935881
Position 10531: 0.03072875613437116
Position 5774: 0.030333060568057298
Position 10765: 0.0292756320760008
Position 10772: 0.02819949638648623
Position 773: 0.02500292953771384
Position 9458: 0.02490243996185204
Position 10756: 0.023928658684128214
Position 1730: 0.022416456234428395
Position 15329: 0.021010060630737536
Position 13048: 0.018746074589656558
Position 4156: 0.0185530231875835
Position 4818: 0.018003641528423188
Position 11938: 0.017305696716589488
Position 10405: 0.01663775079886485
Position 6253: 0.014889789208973546
Position 213: 0.014239532252921015
Position 1223: 0.013621724562171601
Position 9714: 0.013496667770143965
Position 16123: 0.011672265828550374
Position 4720: 0.011352164638872437
Position 581: 0.011161508234170427
Position 12386: 0.010230705625521674
Position 15064: 0.00961982938475387
Position 11485: 0.00944488962995287
Position 11286: 0.009270491646295148
Position 7490: 0.008973990515457057
Position 11748: 0.008183369600877496
Position 13297: 0.008136107486285866
Position 5858: 0.008029766713818772
Position 15255: 0.008008259005274628
Position 70: 0.007920557605180055
Position 314: 0.007851453024634455
Position 2380: 0.007806809497187954
Position 6512: 0.007667134466400016
Position 15820: 0.007517387003048545
Position 6467: 0.007514623142403598
Position 4452: 0.007452042897890411
Position 5714: 0.0069472817183373154
Position 13871: 0.006595639583808477
Position 14139: 0.006252821975835872
Position 16219: 0.006118356411526067
Position 7541: 0.006104894928443262
Position 9223: 0.005526716030941974
Position 5671: 0.005198402033369292
Position 7638: 0.00511831800304248
Position 4713: 0.005095224384231863
Position 1477: 0.0050451270681212195
Position 5675: 0.005032232225210671
Position 16571: 0.005025266846928225
Position 10782: 0.004828151466497091
Position 13533: 0.004826411039920318
Position 8610: 0.004749817703670297
Position 3343: 0.004491024116349161
Position 13854: 0.004346576274921271
Position 2335: 0.004124701703940649
Position 10685: 0.004015411129512948
Position 11756: 0.003682116688653523
Position 6044: 0.003640927045308577
Position 8627: 0.003524592334584878
Position 8059: 0.0035084236249185055
Position 10018: 0.003431214745425607
Position 14865: 0.0033924873099118354
Position 13530: 0.0030572896094307428
Position 16187: 0.0028082405926869655
Position 12048: 0.002450162515202958
Position 6912: 0.0024076283617322654
Position 16821: 0.002382285777351009
Position 12629: 0.0023753932087153306
Position 4132: 0.0022684703333240245
Position 8826: 0.002204163930107429
Position 5562: 0.0021875034302875577
Position 16086: 0.0021195068836861093
Position 1012: 0.0020692463819703354
Position 15110: 0.0020504587133792886
Position 13379: 0.0020493275227793373
Position 10648: 0.0020243176410552734
Position 6610: 0.0020019723739384365
Position 2457: 0.0019196882228215168
Position 15646: 0.0018005981638414853
Position 4447: 0.0017846990772890994
Position 168: 0.0016956387440081792
Position 2384: 0.0016435730857844572
Position 11678: 0.0016404757834366998
Position 13848: 0.0015975533123333018
Position 8882: 0.0015666535521500467
Position 7612: 0.0015325651229329159
Position 5759: 0.001451434319840686
