Gene = TYW3
index = 1515
Annotated 5SS: [  263  3467  5633 15667 19270]
Annotated 3SS: [ 3385  5533 15594 19135 30737]
SMsplice 5SS: [  263  3467  7084 18908 19270]
SMsplice 3SS: [ 3385  7000 18821 19135 33094]
top_k =  1000
Partition function (log Z): -14.02454707026188

Sorted 5' Splice Sites (High to Low Probability):
Position 3467: 0.9645988882359272
Position 19270: 0.9608369757104165
Position 263: 0.7100696571119397
Position 7084: 0.679519388463495
Position 7187: 0.37348350968675526
Position 5633: 0.3504337100724838
Position 11713: 0.28308338842500924
Position 1291: 0.2350901403708365
Position 11323: 0.18632042421985054
Position 11766: 0.18130043540464952
Position 24617: 0.1568558945042558
Position 8462: 0.10946213667050618
Position 23421: 0.08389619089044796
Position 7294: 0.08197931719399562
Position 7210: 0.07936871308189347
Position 1027: 0.07758139594574666
Position 3913: 0.0636658917529837
Position 3766: 0.06240778754324342
Position 498: 0.059474233035032915
Position 788: 0.04630167316239568
Position 8249: 0.0438205531466578
Position 962: 0.042895497039762816
Position 10103: 0.04264017275274164
Position 22946: 0.04215737458546806
Position 11816: 0.039846861800481866
Position 6267: 0.033974888138898686
Position 6007: 0.0313025084454914
Position 6951: 0.02661600578042465
Position 3549: 0.024997535604953856
Position 10326: 0.02345485475809164
Position 5088: 0.023146938791503854
Position 2565: 0.02168601785370703
Position 1102: 0.019131201994919734
Position 741: 0.018118340589132823
Position 4391: 0.016573540515779975
Position 179: 0.016396906575262306
Position 4273: 0.016372318256197213
Position 6976: 0.012484029331758729
Position 1324: 0.011764604086304272
Position 645: 0.009909597756490154
Position 2980: 0.009145911849638703
Position 353: 0.00660177748443025
Position 7038: 0.006524697645482488
Position 1251: 0.005798967561032754
Position 78: 0.0054579444429053965
Position 7992: 0.005318725877475747
Position 813: 0.004971327003745417
Position 5672: 0.004045794934842442
Position 493: 0.003256835536880397
Position 2753: 0.0029614756338927485
Position 2964: 0.0026196847604515842
Position 5682: 0.002602344649769958
Position 6692: 0.0024478562976240404
Position 2301: 0.0023639017902584384
Position 1218: 0.0023511436473091273
Position 2977: 0.0022723382092271873
Position 3088: 0.0021699090911676574
Position 4228: 0.0020678773595903645
Position 106: 0.0019310992153662029
Position 7141: 0.0015591162409699462
Position 7547: 0.0014433190631436613
Position 7842: 0.001373103132183445
Position 7456: 0.001347913400390541
Position 301: 0.0013076939140764677
Position 7481: 0.0012995830889001598
Position 379: 0.001177196845523963
Position 580: 0.001139480131465234
Position 333: 0.001009959711506326
Position 7913: 0.0009876823767824595
Position 2280: 0.0009634762719007558
Position 176: 0.0009353823814253588
Position 1196: 0.0008765977786477572
Position 8046: 0.0007786735701389115
Position 718: 0.0006736520428824748
Position 1453: 0.0006266516650339772
Position 8829: 0.0006258772491060001
Position 7654: 0.0005948295831057403
Position 376: 0.0005653192818474034
Position 7909: 0.0005601237750582547
Position 7932: 0.000546058192047107
Position 1407: 0.0005414680241227811
Position 4177: 0.000524379495004741
Position 1163: 0.0004392875581403794
Position 129: 0.0004134874525414481
Position 359: 0.0004044119562521256
Position 3641: 0.00031759751606393136
Position 7106: 0.0003031647261003442
Position 4626: 0.00027472865049024735
Position 7034: 0.0002611721139247768
Position 4289: 0.00026117181144588145
Position 2366: 0.00025809513969134726
Position 8383: 0.00019932754160644045
Position 1759: 0.0001706735514119212
Position 853: 0.0001569124102084225
Position 768: 0.0001285792458714009
Position 2984: 0.0001137309472826148
Position 2496: 0.00011033512766581857
Position 856: 9.890188252331893e-05
Position 1610: 9.568315987672037e-05
Position 906: 9.372503419414152e-05
Position 2951: 8.215811375888954e-05
Position 8537: 8.164998608758986e-05
Position 193: 7.897285720682911e-05
Position 1777: 7.818626165740227e-05
Position 164: 7.688423685027106e-05
Position 397: 7.245513660382604e-05
Position 7137: 6.942170759857363e-05
Position 2906: 5.508471571321008e-05
Position 2295: 5.408068130842162e-05
Position 528: 5.278661777340716e-05
Position 2938: 5.120733837867836e-05
Position 1259: 4.991784927619278e-05
Position 726: 4.662781944240813e-05
Position 2511: 4.508711269225425e-05
Position 8644: 4.2614438216238865e-05
Position 8762: 4.197839262265706e-05
Position 1055: 3.995537580386454e-05
Position 1816: 3.276822978848877e-05
Position 8754: 2.452733045478508e-05
Position 9485: 2.3200146741508665e-05
Position 8070: 2.1148699066843707e-05
Position 8286: 1.8924959077248975e-05
Position 8125: 8.416847788640069e-06
Position 8346: 8.240432555075457e-06
Position 188: 6.814336491674792e-06
Position 3700: 5.984737438220808e-06
Position 420: 4.215196037354199e-06
Position 357: 4.204565154459256e-06
Position 796: 3.6612402140827896e-06
Position 3452: 2.938109533166937e-06
Position 4049: 2.845754141693605e-06
Position 3464: 2.8222267977929676e-06
Position 432: 2.584068454641741e-06
Position 570: 2.2460305793113945e-06
Position 322: 2.134020167972659e-06
Position 214: 1.6202110926487385e-06
Position 3471: 1.372613153678038e-06
Position 3387: 1.3489001064585911e-06
