Gene = SQSTM1
index = 1327
Annotated 5SS: [  383  2295  3329  3565  4468 12488 13024]
Annotated 3SS: [ 2198  3098  3422  4386 12272 12827 15676]
SMsplice 5SS: [  383  2295  3329  3565 15611]
SMsplice 3SS: [ 2198  3098  3422 15518 15711]
top_k =  1000
Partition function (log Z): -0.9118859389193237

Sorted 5' Splice Sites (High to Low Probability):
Position 2295: 0.9985379199513326
Position 3565: 0.9968526150660605
Position 383: 0.9811454044713536
Position 3329: 0.9259686967191557
Position 15611: 0.6757733859284751
Position 12910: 0.4148057630152519
Position 4468: 0.22323565480729948
Position 8228: 0.13728569363923382
Position 12408: 0.07989444771519306
Position 2078: 0.047758742566760944
Position 12812: 0.04182435105756618
Position 3203: 0.0390432266032478
Position 6336: 0.02962500003507574
Position 8203: 0.025225089308125948
Position 5241: 0.024822871747263473
Position 7136: 0.024277260493407574
Position 13155: 0.02369387054080524
Position 4337: 0.022530884952209916
Position 2102: 0.016032665131606984
Position 2082: 0.013198465096945448
Position 4957: 0.010200622073051268
Position 2025: 0.007255671409678682
Position 7986: 0.006817486759439199
Position 2001: 0.006632259476868895
Position 296: 0.006149382324098671
Position 5012: 0.005059825210848436
Position 8435: 0.004875938849727388
Position 949: 0.004680056599727519
Position 1418: 0.00464725004426993
Position 4999: 0.0042598593844070595
Position 5003: 0.0034316105003816266
Position 411: 0.003101096837019086
Position 13971: 0.0027871101147494107
Position 3826: 0.002280050944484292
Position 795: 0.0017176815560711464
Position 1003: 0.0015980642502504696
Position 8510: 0.0015458904022341538
Position 563: 0.0014779223870663035
Position 1042: 0.0013716959761705635
Position 13202: 0.001203088116053498
Position 2041: 0.001196328191725879
Position 858: 0.0010249346352986916
Position 5022: 0.0009846784570778646
Position 3357: 0.0009566399216684256
Position 575: 0.0009302606514869114
Position 1064: 0.0008575647572470098
Position 2932: 0.000827094403211271
Position 1069: 0.0007753932671541612
Position 3249: 0.0007292910063559232
Position 5533: 0.0006922900175068624
Position 1468: 0.0005967376996487074
Position 792: 0.0005717564782010663
Position 4319: 0.0005708826715644909
Position 484: 0.0004814447581623462
Position 6389: 0.0004733338210632197
Position 954: 0.00047241726736732385
Position 1384: 0.00046685447031772135
Position 621: 0.0004471747697321859
Position 328: 0.0003951287794052208
Position 3220: 0.00038692679586277304
Position 8247: 0.00033815335282241397
Position 3453: 0.00027646616138404264
Position 1885: 0.0002503310494474919
Position 4991: 0.00020352788989459126
Position 492: 0.00018070905774791475
Position 48: 0.00016472956725424606
Position 2434: 0.0001483735797718156
Position 3173: 0.00014794933271141157
Position 1449: 0.00014027049209619063
Position 604: 0.00013342328936030378
Position 749: 0.0001286845798627857
Position 658: 0.00011590645604820737
Position 3161: 0.00010765800380794016
Position 1281: 0.00010572686744619526
Position 1078: 0.00010481630845370493
Position 1823: 0.00010126857155271644
Position 2494: 9.148699193002153e-05
Position 1868: 8.252314527168823e-05
Position 2566: 7.866630151076256e-05
Position 4101: 7.367396290381991e-05
Position 1301: 7.296644914309501e-05
Position 4947: 6.927909197755482e-05
Position 2392: 6.882474378974985e-05
Position 1677: 5.5434088717525817e-05
Position 2574: 5.1671645882793484e-05
Position 978: 5.045005761488166e-05
Position 4713: 5.0257969789684366e-05
Position 2526: 4.67526584460509e-05
Position 1437: 4.3801596147088925e-05
Position 193: 4.216551066325477e-05
Position 3836: 4.0869279099324684e-05
Position 5016: 4.041176186400571e-05
Position 3254: 3.847807083473351e-05
Position 1007: 3.250122218994666e-05
Position 3227: 3.113463073985495e-05
Position 3: 3.0360717772199676e-05
Position 1044: 3.028048089195876e-05
Position 874: 2.7112528259262133e-05
Position 4982: 2.623802483608826e-05
Position 1638: 2.3778140762669555e-05
Position 1255: 2.329546082375078e-05
Position 2641: 2.3159780761882558e-05
Position 1103: 2.2449060815621387e-05
Position 687: 2.1812883327253943e-05
Position 445: 1.952047084570504e-05
Position 1475: 1.849978498399317e-05
Position 4575: 1.7678007511356462e-05
Position 1621: 1.7392279229947577e-05
Position 3344: 1.722203947993245e-05
Position 4976: 1.5444290448680308e-05
Position 1927: 1.5389918763721042e-05
Position 3200: 1.4363763181628956e-05
Position 540: 1.3105997460569015e-05
Position 746: 9.6946532747985e-06
Position 4966: 9.680056108590397e-06
Position 1633: 8.894689625033653e-06
Position 2356: 8.537208520895522e-06
Position 1219: 8.267290233211881e-06
Position 2668: 7.69387810571983e-06
Position 4286: 6.9216405184611355e-06
Position 2086: 6.859262396306736e-06
Position 3493: 6.484194144182584e-06
Position 4841: 6.460404756054929e-06
Position 4744: 6.331559335556477e-06
Position 3968: 6.241405488958686e-06
Position 3756: 5.87066003160715e-06
Position 5549: 5.8530790913847406e-06
Position 3597: 5.753224273538756e-06
Position 1452: 5.73200700836076e-06
Position 3034: 5.4009959390566794e-06
Position 3715: 5.005730733351275e-06
Position 1001: 4.9872001546842965e-06
Position 799: 4.572406341297342e-06
Position 5114: 4.2159696533630806e-06
Position 7543: 4.142516731027764e-06
Position 2804: 3.913080274567949e-06
Position 2261: 3.8106891349746943e-06
Position 3133: 3.7140226595308034e-06
Position 2484: 3.4716644645738796e-06
Position 2337: 3.000872697728319e-06
Position 3322: 1.9167127209786252e-06
Position 2939: 1.6631722323888306e-06
Position 2449: 1.5302627527296109e-06
Position 4076: 1.4281929421530457e-06
Position 4723: 1.336206583795248e-06
Position 2837: 1.3312087545393381e-06
Position 3642: 1.109336576938816e-06
Position 4551: 1.0948859398307653e-06
Position 4633: 8.331424967160487e-07
Position 6: 7.142707792251983e-07
Position 4698: 6.879105849259244e-07
Position 6234: 6.443100307582118e-07
Position 3932: 6.429857906730701e-07
Position 2571: 6.061377085288649e-07
Position 3473: 5.383027264115022e-07
Position 3247: 3.7487245397374455e-07
Position 110: 2.299865954677916e-07
Position 3135: 1.4107893110095053e-07
Position 1026: 6.82410346639438e-08
Position 3684: 6.544152312797614e-08
Position 533: 3.842876420100397e-08
Position 1128: 3.5286905154384457e-08
Position 766: 3.271376136376359e-08
Position 3720: 3.231023799513263e-08
Position 520: 2.8370558665034493e-08
Position 1009: 2.7367959110903083e-08
Position 183: 2.530086694861139e-08
Position 3603: 2.2603203347583526e-08
Position 339: 2.164030902232071e-08
Position 1203: 1.4104764580035255e-08
Position 572: 1.2435857342162558e-08
Position 2816: 1.1306413214681203e-08
Position 2821: 1.0914755312139933e-08
Position 1051: 8.996336311628844e-09
Position 2788: 7.26741894875527e-09
Position 3722: 6.971595510145325e-09
Position 3618: 6.3508490330034625e-09
Position 3644: 5.642175100825213e-09
Position 4847: 3.886558900346337e-09
Position 962: 8.118477354299854e-10
Position 849: 5.460396788666978e-10
Position 1482: 1.5969571815498097e-11
Position 153: 1.1466458073155042e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3422: 0.9575807185566652
Position 3098: 0.9241422711804781
Position 2198: 0.7309501533025918
Position 15518: 0.7121937218512988
Position 12827: 0.3960507515399076
Position 15711: 0.3734460530518398
Position 2229: 0.2570554737511798
Position 8046: 0.14497547532958377
Position 12272: 0.1142669441224627
Position 4285: 0.10660897120716561
Position 1960: 0.07862291828126834
Position 4386: 0.07045304211216523
Position 14055: 0.06876728632873087
Position 15739: 0.0664053616861039
Position 15676: 0.06045729494874362
Position 15942: 0.04857094314013347
Position 12702: 0.0411749371472805
Position 3142: 0.03605980755593177
Position 16055: 0.03444838681373555
Position 4210: 0.03417625224540391
Position 16957: 0.032167217047130575
Position 4883: 0.03083129928558132
Position 3436: 0.025554426809720292
Position 16553: 0.024755321394007337
Position 12756: 0.024373698680363407
