Gene = PRR16
index = 1077
Annotated 5SS: [368]
Annotated 3SS: [221675]
SMsplice 5SS: [   368  54905  62589  78419 127503 128257 152915 156126 199620 209116
 211997]
SMsplice 3SS: [ 54844  62489  78271 127414 128163 152816 155988 199485 208991 211919
 221675]
top_k =  1000
Partition function (log Z): -109.67783817230082

Sorted 5' Splice Sites (High to Low Probability):
Position 368: 0.9718426043258439
Position 2744: 0.3400099710509239
Position 7603: 0.22277953245560622
Position 2358: 0.22149639976601054
Position 10822: 0.19902095701768538
Position 2158: 0.157022761165319
Position 4732: 0.07637137544799415
Position 1434: 0.07139908872428108
Position 6406: 0.034404264799793145
Position 4725: 0.023440875799029492
Position 284: 0.02114214077743674
Position 605: 0.019216003423446034
Position 10599: 0.018945013291113075
Position 664: 0.016922586273693408
Position 12025: 0.013773888801809214
Position 3827: 0.01259470292739513
Position 2809: 0.01240612617941346
Position 2939: 0.010407084985826043
Position 6578: 0.010097936290677447
Position 1111: 0.00881355513081991
Position 6746: 0.007430280859346868
Position 675: 0.006059749380979501
Position 6519: 0.005943266604220044
Position 4261: 0.005866162051823044
Position 2073: 0.005118736680698556
Position 3712: 0.0038016504969923186
Position 5330: 0.0037172531607400725
Position 6548: 0.0036813693400888532
Position 2182: 0.0036168433051611175
Position 4267: 0.0035191541636155825
Position 766: 0.0028390837635344085
Position 642: 0.0020249175020907095
Position 8774: 0.001962821538660418
Position 6458: 0.0018685567425473309
Position 5770: 0.001583084474146313
Position 1235: 0.0014795171412678285
Position 104: 0.001477093568735811
Position 6840: 0.0014309954772061826
Position 695: 0.001376171024794191
Position 1263: 0.0012666088363710182
Position 2828: 0.0010330012694629719
Position 640: 0.001032302365855119
Position 795: 0.0008790307512526919
Position 1422: 0.0008674981137541132
Position 2430: 0.0006120886306593075
Position 2418: 0.0006088179233343839
Position 1914: 0.000594300037776164
Position 1486: 0.0005856991345836527
Position 2341: 0.000558270012884651
Position 4256: 0.0005006390753782617
Position 41: 0.00046388848189846826
Position 383: 0.0004491485344954237
Position 4135: 0.0004334430783911657
Position 1760: 0.0004029824348047922
Position 4265: 0.0003782021391130586
Position 2733: 0.0003455170696726199
Position 3293: 0.0003429106083961874
Position 516: 0.0002741918443569054
Position 528: 0.00024479804617252084
Position 2209: 0.0002158974243157887
Position 900: 0.00020584857074382868
Position 1988: 0.00019088989230515828
Position 2120: 0.00016582119972911774
Position 4387: 0.0001538690535706804
Position 1775: 0.00010858156182335472
Position 1459: 9.788594279136707e-05
Position 948: 9.142105184681888e-05
Position 781: 7.948674253797137e-05
Position 2782: 5.26339781376361e-05
Position 4215: 4.043706547275808e-05
Position 2078: 3.097389714626193e-05
Position 2161: 2.1788674008421174e-05
Position 1201: 2.1287135572532927e-05
Position 644: 1.638457724380273e-05
Position 1828: 1.6033602479159454e-05
Position 211: 1.4438407015195938e-05
Position 1529: 1.1365788842994243e-05
Position 1513: 9.970927554468296e-06
Position 1813: 9.820107248340953e-06
Position 817: 9.658200345838331e-06
Position 130: 2.833450143189057e-06
Position 1014: 2.5533888553404525e-06
Position 1171: 2.3419220233422665e-06
Position 1282: 2.25450857809032e-06
Position 23: 9.735026701102664e-07
Position 326: 8.437527704913923e-07
Position 14: 8.15531365170947e-07
Position 179: 6.985784164656368e-07
Position 220: 5.896419365187026e-07
Position 531: 2.8478533680390136e-07
Position 754: 2.8204637888175855e-07
Position 692: 2.3876965740102673e-07
Position 646: 2.2950081646872e-07
Position 626: 2.1163122196029862e-07
Position 394: 2.0754223971942276e-07
Position 347: 1.95096821862891e-07
Position 628: 8.877729481282148e-08
Position 715: 7.9214193575129e-08
Position 679: 7.303157860575676e-08
Position 677: 2.8136859284146212e-08
Position 1115: 1.3772049731864926e-08
Position 420: 1.2160650646360618e-08
Position 308: 7.897183052775633e-09
Position 1126: 1.106488730052913e-09
Position 534: 9.249678265166777e-10
Position 246: 4.4550383437842225e-10
Position 581: 4.113146098051049e-10
Position 579: 3.880673821438331e-10
Position 241: 1.2656922765940145e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2645: 0.35567327514732927
Position 7485: 0.33744188359990407
