Gene = RER1
index = 1130
Annotated 5SS: [  126  4039  5388  7682  9103 10510]
Annotated 3SS: [ 3950  5282  7581  9023 10373 11201]
SMsplice 5SS: [  543  5388  7682  9103 10510]
SMsplice 3SS: [ 5282  7581  9023 10263 11201]
top_k =  1000
Partition function (log Z): 0.8204854523480729

Sorted 5' Splice Sites (High to Low Probability):
Position 5388: 0.9725759801390177
Position 9103: 0.8554605599472327
Position 7682: 0.8536921081482689
Position 10510: 0.704613583255369
Position 543: 0.660306340138508
Position 4039: 0.583246807066773
Position 1523: 0.5247165791767447
Position 8253: 0.3746582353161625
Position 883: 0.29802876614566504
Position 2896: 0.2677070823284496
Position 3542: 0.18605704609793772
Position 3816: 0.18448593549032194
Position 294: 0.18276399271838561
Position 11249: 0.15026756781571712
Position 4043: 0.13755929835499003
Position 9698: 0.13248500916050326
Position 9121: 0.10482773265941304
Position 5712: 0.0969257411765523
Position 11757: 0.09549294707553475
Position 3694: 0.08942718244590331
Position 9708: 0.088062028708342
Position 10018: 0.07857851295039675
Position 3157: 0.07743189046475549
Position 3831: 0.07625905639817647
Position 11602: 0.07553708298271133
Position 4473: 0.06607135474220054
Position 126: 0.05288180159305891
Position 4978: 0.050636754239871434
Position 1399: 0.042044860432753614
Position 4435: 0.04089872523792475
Position 4943: 0.03990636910567667
Position 8434: 0.03819181363969805
Position 10287: 0.03379983727424837
Position 340: 0.032915529643606
Position 7718: 0.03219253158466144
Position 3880: 0.031577278033394725
Position 8405: 0.030383715630521852
Position 7453: 0.02987952442505421
Position 5211: 0.028932430820895222
Position 960: 0.028615793678588172
Position 945: 0.02132576355485589
Position 708: 0.020549367099955616
Position 3876: 0.019958471119979802
Position 3099: 0.01532501155284918
Position 6464: 0.014831533111007983
Position 1510: 0.014602593064735329
Position 3327: 0.014132658906153511
Position 5862: 0.013621308780637158
Position 7924: 0.013316687091677468
Position 981: 0.013157800235060664
Position 13214: 0.013066848089018925
Position 10322: 0.012622652254040205
Position 4555: 0.012193791471433834
Position 87: 0.010997308490626287
Position 4938: 0.010213493026718968
Position 7209: 0.009985568023450311
Position 11371: 0.00951703634799421
Position 4650: 0.009052200112476011
Position 5392: 0.00853568306040587
Position 2291: 0.008389058500344432
Position 10408: 0.0070709289291197575
Position 6415: 0.006990691614577195
Position 7687: 0.006988829266474264
Position 8049: 0.006364107819579895
Position 1569: 0.0061343466622078525
Position 8138: 0.006092966481958339
Position 1176: 0.006049803648182489
Position 8006: 0.0059756460322605886
Position 1325: 0.005705237432137409
Position 2651: 0.005518727268216828
Position 8660: 0.005510766660046672
Position 7543: 0.005070844516550512
Position 313: 0.0047739693451050265
Position 10882: 0.004546155806499362
Position 1596: 0.004544158595942476
Position 5742: 0.004252585063717951
Position 2045: 0.004229928019188799
Position 11219: 0.004076805756652027
Position 8177: 0.00405765430643852
Position 2980: 0.0038955180199967054
Position 5932: 0.003849710190753411
Position 10459: 0.003811688180753456
Position 997: 0.00377731463834837
Position 10592: 0.0036821378429259654
Position 7583: 0.0036601443979158844
Position 512: 0.003551564625331474
Position 6274: 0.0032616967925445856
Position 3579: 0.003171345873037403
Position 3288: 0.002846407312075326
Position 12375: 0.0026791416842519298
Position 557: 0.0023155098953515974
Position 6005: 0.0021711413200706064
Position 12496: 0.002150136267111992
Position 6542: 0.00204194166329596
Position 8860: 0.0017226137220078706
Position 3067: 0.0015875324493296403
Position 1620: 0.0014656668123079338
Position 7587: 0.0014496277964814069
Position 4820: 0.0013432247086629407
Position 730: 0.0013163680573175928
Position 12820: 0.0011774369332812915
Position 11442: 0.0011604814379834517
Position 10161: 0.0011338955930717844
Position 8133: 0.001128496413565738
Position 3241: 0.001089126295320704
Position 1583: 0.0010295363654903116
Position 3929: 0.001023059579812784
Position 934: 0.0010208790657125618
Position 10329: 0.001012012679902943
Position 2657: 0.0009944155761356897
Position 2614: 0.0009679383353607384
Position 3703: 0.0009597109460257876
Position 10753: 0.0009319000687280278
Position 300: 0.0008526795008833602
Position 368: 0.0008404154364168537
Position 5976: 0.0008389780975822612
Position 9305: 0.0008308223868880078
Position 966: 0.0008258825957154948
Position 582: 0.0008033544282191766
Position 7958: 0.0007999681564112805
Position 330: 0.0007982502407856576
Position 7971: 0.0007717803347752489
Position 686: 0.0007186492343976408
Position 1784: 0.0007177719353095607
Position 10106: 0.0006245354484972879
Position 11768: 0.0005389129257327178
Position 1977: 0.0005341829502517189
Position 537: 0.00047994488441438076
Position 9881: 0.0004648653754805229
Position 2715: 0.00044959602017541323
Position 9680: 0.0004081069112021467
Position 8196: 0.0003767724352024508
Position 2521: 0.0003629944663047494
Position 4918: 0.000354912302507823
Position 7141: 0.00034288990466472527
Position 11342: 0.00029752920094536017
Position 7919: 0.0002814141719447894
Position 845: 0.0002206493824931215
Position 569: 0.00019255575237214168
Position 7800: 0.000182365583593697
Position 6483: 0.00017458913641345638
Position 6528: 0.00017282375675246596
Position 625: 0.00017274587316590002
Position 494: 0.00016406416330762725
Position 253: 0.0001572573087444013
Position 502: 0.0001441460473753228
Position 7794: 0.00013358710687924879
Position 713: 0.00012728040232130492
Position 1267: 0.00012556828442767377
Position 634: 0.00012381511858657762
Position 1559: 0.00012083840819215714
Position 1437: 0.00011854201896882643
Position 1994: 0.00011817650173727827
Position 2073: 0.00010362522221214846
Position 9322: 0.00010176982731860011
Position 9284: 9.240532249783556e-05
Position 517: 7.848484846709994e-05
Position 11041: 6.170144925054781e-05
Position 1061: 6.0315236783664156e-05
Position 10464: 5.578234769477572e-05
Position 905: 3.6067573760385725e-05
Position 11677: 2.8394234019814035e-05
Position 12508: 1.6252377725262123e-05
Position 6040: 1.5048321555349605e-05
Position 5927: 9.178542136100512e-06
Position 5844: 8.901971286322996e-06
Position 774: 7.838994950871642e-06
Position 10034: 6.8173853909802465e-06
Position 1112: 5.777727910349064e-06
Position 970: 5.17015954157176e-06
Position 432: 4.045612573388843e-06
Position 110: 2.89923517612642e-06
Position 1667: 2.884723568092555e-06
Position 765: 2.711183625978151e-06
Position 9799: 2.0404457733207022e-06
Position 680: 1.9690579239290616e-06
Position 5404: 1.755067416081801e-06
Position 241: 1.5644391139293634e-06
Position 1669: 1.4631294969553207e-06
Position 616: 1.2623101460221342e-06
Position 805: 1.143560901030881e-06
Position 190: 9.740731881886623e-07
Position 10: 8.29068988067528e-07
Position 470: 8.121880371629917e-07
Position 6434: 5.965410678180145e-07
Position 270: 2.586789527305556e-07
