Gene = IQCJ
index = 716
Annotated 5SS: [   114 176580 183480 193356]
Annotated 3SS: [176514 183398 193219 195886]
SMsplice 5SS: [   114    478   4939  12701  33076  64904  71102  78290  98333 110110
 122267 147160 164406 169272 169462 172379 176580 183480 189818 193356]
SMsplice 3SS: [   347   4803  12583  32915  64782  71015  78171  98210 110032 122141
 147063 164317 169171 169354 172261 176514 183398 189761 193219 196072]
top_k =  1000
Partition function (log Z): -91.75492990008473

Sorted 5' Splice Sites (High to Low Probability):
Position 12701: 0.8958965806484639
Position 114: 0.8876828292064426
Position 478: 0.7571274154912995
Position 4939: 0.6887711001179033
Position 5683: 0.6616580321402602
Position 7103: 0.4143008224694712
Position 12469: 0.3735087092040999
Position 4064: 0.3063076863282107
Position 4069: 0.2542896104529173
Position 6236: 0.24084395518946697
Position 6520: 0.2166744514568252
Position 6622: 0.1268624643433338
Position 1377: 0.1253442410975788
Position 12417: 0.08605748075636815
Position 11230: 0.08024154857514686
Position 265: 0.07856373181195447
Position 12475: 0.07758431557856801
Position 4540: 0.07254141069919105
Position 3136: 0.06568543866591714
Position 4671: 0.037119993488893326
Position 441: 0.022224547759508637
Position 6718: 0.017630897953714728
Position 9942: 0.01744644860169743
Position 4913: 0.01590089456566797
Position 10828: 0.015772682306722054
Position 11354: 0.015276760432468877
Position 11448: 0.010931528440015319
Position 1431: 0.008867998943750363
Position 1723: 0.008140847180408136
Position 4149: 0.008108798647841154
Position 11180: 0.007599210057525271
Position 206: 0.0059040471704463054
Position 119: 0.0055679090433315625
Position 3444: 0.005315154705967653
Position 750: 0.005028313790716043
Position 16682: 0.004865747404514472
Position 86: 0.004800872143845152
Position 4690: 0.003551387750068283
Position 1174: 0.0026867067216370727
Position 3099: 0.002394163195798619
Position 3484: 0.002330590075994318
Position 666: 0.002253544248963312
Position 1351: 0.0020839764238444166
Position 415: 0.0020469300039942353
Position 4748: 0.0018787972696441965
Position 4850: 0.0018569831314378183
Position 7909: 0.0016971441118133102
Position 1446: 0.0016311042524851044
Position 6831: 0.0014812348265063802
Position 13721: 0.0014359747410771563
Position 6115: 0.0012545984421270208
Position 1012: 0.0011796584459862881
Position 12799: 0.0010374989658795614
Position 2432: 0.0010027336451552834
Position 11932: 0.0009389662733734341
Position 5835: 0.0004924200169661924
Position 2112: 0.0004918592780432805
Position 150: 0.00045161971390991794
Position 13171: 0.0003311092476530687
Position 4027: 0.0003163659678675054
Position 243: 0.00014248416547439988
Position 1152: 0.00013363894403297955
Position 277: 8.094413246144748e-05
Position 896: 6.140303538719308e-05
Position 1068: 4.853365469896982e-05
Position 259: 4.6163635772472935e-05
Position 519: 4.4441407200150596e-05
Position 557: 4.1176605394462635e-05
Position 521: 3.48357914779373e-05
Position 291: 3.422861471325221e-05
Position 517: 3.245855886175129e-05
Position 523: 2.9897298036126467e-05
Position 525: 2.7338371342203353e-05
Position 527: 2.2909894094424088e-05
Position 529: 2.0177810062121077e-05
Position 241: 1.6896709584148674e-05
Position 531: 1.4756204924631831e-05
Position 271: 1.434789017661599e-05
Position 533: 1.4218513625292127e-05
Position 269: 1.3677730416154144e-05
Position 406: 1.3150438082910495e-05
Position 535: 1.1605004564505812e-05
Position 537: 9.75402687968529e-06
Position 109: 9.219735370135424e-06
Position 48: 8.344464078514754e-06
Position 539: 8.301601067776166e-06
Position 541: 6.820021285339864e-06
Position 732: 6.376533013446069e-06
Position 543: 5.6512974891483156e-06
Position 886: 5.3243944774377335e-06
Position 545: 4.264624991774867e-06
Position 789: 4.231765810360039e-06
Position 299: 3.859952698195156e-06
Position 68: 3.4280584694705406e-06
Position 547: 3.417047597861755e-06
Position 285: 3.347287701416977e-06
Position 578: 3.173815969914004e-06
Position 1171: 3.0281788372025928e-06
Position 549: 3.0109439539952666e-06
Position 551: 2.92057306011563e-06
Position 2094: 2.9116431132027346e-06
Position 565: 2.811267553595609e-06
Position 943: 2.8012518530880096e-06
Position 553: 2.6100497966091516e-06
Position 1196: 2.361931359001639e-06
Position 2393: 2.187509520844376e-06
Position 30: 2.1074296657317e-06
Position 137: 1.9039414418204194e-06
Position 561: 1.3640802031809117e-06
Position 1381: 1.3152230913183844e-06
Position 219: 1.1094562987008048e-06
Position 50: 4.969553990849132e-07
Position 2074: 4.7038295230084553e-07
Position 1905: 4.292604803616217e-07
Position 88: 3.224688020152081e-07
Position 1156: 9.46162637435151e-08
Position 780: 8.286636640565234e-08
Position 279: 6.910130098398582e-08
Position 301: 6.167740784774436e-08
Position 938: 5.657885904909322e-08
Position 338: 4.706432161096973e-08
Position 1396: 2.9618653271897448e-08
Position 313: 2.1899021285005043e-08
Position 324: 1.6794909658118643e-08
Position 688: 1.2705387360645784e-08
Position 334: 7.551841241459298e-09
Position 332: 6.704448766919582e-09
Position 555: 6.254117900947392e-09
Position 189: 5.210721887533412e-09
Position 15: 2.5877588388819624e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12583: 0.8600260244353626
Position 347: 0.6250532908462768
Position 12378: 0.6193977834654866
Position 4803: 0.6001918473188084
Position 3966: 0.5256157962013734
Position 29170: 0.4197807223344413
Position 6947: 0.4010330038231143
Position 6140: 0.22896489917225007
Position 5493: 0.1880014363958829
Position 5583: 0.1859913312738835
Position 6479: 0.1442687540443066
Position 1270: 0.13166926751063474
Position 6438: 0.12549448649103873
Position 11103: 0.12506084124579908
