Gene = UBIAD1
index = 1520
Annotated 5SS: [855]
Annotated 3SS: [12437]
SMsplice 5SS: [  116  2107 12527]
SMsplice 3SS: [ 2043 12437 14357]
top_k =  1000
Partition function (log Z): -10.047608072395107

Sorted 5' Splice Sites (High to Low Probability):
Position 2107: 0.800215776766921
Position 12527: 0.6654558809188378
Position 855: 0.44376286578396246
Position 116: 0.39890016905284337
Position 230: 0.2777872670874252
Position 8890: 0.19851686608999422
Position 618: 0.13902870971717962
Position 9182: 0.13013699746547822
Position 944: 0.11474090248280451
Position 280: 0.10125297936731588
Position 724: 0.08126713029863758
Position 578: 0.057563717123886304
Position 5533: 0.03773526719146692
Position 9101: 0.0324192832321628
Position 12639: 0.028338017510711938
Position 12451: 0.02247685082417742
Position 2574: 0.02153894597675306
Position 10127: 0.01855065754172632
Position 123: 0.018544312807994796
Position 3083: 0.01311889895194702
Position 341: 0.012725161633663743
Position 11494: 0.005573214389374596
Position 1046: 0.005369800499752379
Position 755: 0.004734999070077597
Position 157: 0.004660283325075083
Position 2543: 0.004569646661476833
Position 4716: 0.004490521218194719
Position 11536: 0.004063591324774693
Position 3018: 0.0033426177842010222
Position 986: 0.0026891470237275167
Position 6145: 0.002627488066952069
Position 7898: 0.002465303510922657
Position 5802: 0.0022447012177483233
Position 2581: 0.0019739704118732883
Position 7515: 0.0018633524164259068
Position 5624: 0.0015669772711116472
Position 1031: 0.0014587401104787612
Position 1236: 0.0013886568054830633
Position 918: 0.0013665153231352321
Position 8005: 0.0012103691052807726
Position 555: 0.0011855739708545752
Position 990: 0.001113552170061302
Position 885: 0.0009848114365518606
Position 1879: 0.0007313877783425816
Position 1875: 0.0006982102086790209
Position 460: 0.0006064189404606385
Position 2731: 0.0005629424442004464
Position 2479: 0.0005504645532244875
Position 1861: 0.0005244147867224636
Position 995: 0.0003670449654021081
Position 3277: 0.00036465734789951177
Position 126: 0.0002526941749060129
Position 2760: 0.0002415627610921018
Position 518: 0.0002407811108341027
Position 70: 0.0002239670168688679
Position 2745: 0.00021026803154036965
Position 2244: 0.0002081905931768443
Position 1682: 0.00019526857572248595
Position 4674: 0.00018975002763710173
Position 2116: 0.00017620107249550834
Position 2226: 0.00017553570846452472
Position 2736: 0.00014063498228055978
Position 274: 0.00012904577119167331
Position 3119: 0.00010370470452616531
Position 745: 8.838249232749588e-05
Position 2889: 7.561234909484816e-05
Position 759: 6.81273143632992e-05
Position 4718: 6.64182474615184e-05
Position 626: 5.86423493313736e-05
Position 582: 5.584482455549911e-05
Position 3050: 2.368963433484238e-05
Position 557: 2.3013520425480073e-05
Position 4217: 2.0682668940552056e-05
Position 4566: 1.96831474855245e-05
Position 315: 1.9638032651360925e-05
Position 5369: 1.8556941279026162e-05
Position 716: 1.6208271291142733e-05
Position 2522: 1.3765897795614061e-05
Position 300: 1.2657674352027026e-05
Position 2894: 1.0595397659506257e-05
Position 462: 1.0405186237267264e-05
Position 731: 9.746988334870375e-06
Position 150: 9.67632628652462e-06
Position 475: 9.50812660310796e-06
Position 719: 8.840761545105278e-06
Position 672: 8.67410901120561e-06
Position 155: 8.484200834375162e-06
Position 367: 7.899503114233065e-06
Position 531: 4.5959582575539225e-06
Position 5488: 2.0198504529704725e-06
Position 501: 2.005066430895823e-06
Position 5543: 1.845801147362172e-06
Position 473: 1.8127816399507539e-06
