Gene = AC092782.1
index = 17
Annotated 5SS: [45]
Annotated 3SS: [7835]
SMsplice 5SS: [45]
SMsplice 3SS: [4649]
top_k =  1000
Partition function (log Z): -12.346541911985714

Sorted 5' Splice Sites (High to Low Probability):
Position 45: 0.6922047864347503
Position 793: 0.5497842471497214
Position 4754: 0.21618644039182922
Position 4515: 0.07466044335859336
Position 5232: 0.06599205021085341
Position 3732: 0.03430465314918263
Position 740: 0.021216899206422304
Position 4897: 0.0173901915925702
Position 3454: 0.011592440666016864
Position 99: 0.011007383167339922
Position 983: 0.009810540257870167
Position 1790: 0.008303364045858479
Position 7487: 0.0069278716631287224
Position 7666: 0.006817365555212179
Position 6638: 0.006599646966207913
Position 7353: 0.005555340569669245
Position 3158: 0.005211169861623184
Position 69: 0.0026739613011179503
Position 699: 0.0025823873949610047
Position 4431: 0.002354524239700528
Position 949: 0.001508123681444721
Position 174: 0.0013013893564975494
Position 3053: 0.0011989439621078893
Position 797: 0.0010302367423459056
Position 3840: 0.0008557150073083961
Position 4444: 0.0008556428291609091
Position 4492: 0.000838373962937999
Position 2132: 0.0005873870458444319
Position 2021: 0.000531485109682022
Position 881: 0.0005079450536583782
Position 3927: 0.00039959370253881153
Position 3779: 0.0003426420487379708
Position 4459: 0.00032928158959698306
Position 3058: 0.0001713419007118888
Position 4764: 0.00016924688416951051
Position 105: 0.00016836459793763447
Position 514: 0.00016291820450582806
Position 2620: 0.0001556663079363441
Position 319: 0.0001187141647682379
Position 594: 9.701531704300419e-05
Position 1048: 8.64300299121534e-05
Position 4650: 8.56372587654e-05
Position 4797: 8.028960163764609e-05
Position 2711: 7.549127310102445e-05
Position 4463: 6.268270807695504e-05
Position 3994: 4.868093748539637e-05
Position 1241: 4.7366562786020626e-05
Position 2782: 4.259851370099126e-05
Position 1091: 4.13828257479752e-05
Position 1976: 3.930953071917491e-05
Position 2628: 3.648205794255364e-05
Position 151: 2.9360624133941967e-05
Position 380: 2.6754270884380517e-05
Position 119: 2.3586818318445582e-05
Position 4727: 1.9109861991212942e-05
Position 4749: 1.748815993734339e-05
Position 484: 7.6932203088426e-06
Position 3520: 6.094828350012425e-06
Position 543: 3.283227984788283e-06
Position 352: 2.562970777936059e-06
Position 9: 2.3633606845110834e-06
Position 658: 2.0813958789561627e-06
Position 615: 1.170677646997186e-06
Position 477: 9.522218182884665e-07
Position 1775: 7.474882905688639e-07
Position 866: 5.39536200733109e-07
Position 801: 3.0497731749134664e-07
Position 904: 2.2554951338110695e-07
Position 958: 1.2429367820171403e-07
Position 339: 8.588282139807949e-08
Position 438: 7.63869418223127e-08
Position 1495: 7.502212748191495e-08
Position 1269: 6.568046080080034e-08
Position 769: 6.082752672205192e-08
Position 1623: 2.105579065632729e-08
Position 2100: 1.5207150257510556e-08
Position 2323: 8.20105849680639e-09
Position 2097: 7.617134008957489e-09
Position 764: 5.83460749030356e-09
Position 735: 5.06010864176514e-09
Position 856: 4.232062018636127e-09
Position 930: 2.075497644870308e-09
Position 893: 2.0737485716545645e-09
Position 987: 1.8017335872288366e-09
Position 1050: 1.5023586019615448e-09
Position 908: 9.076871589246955e-10
Position 1595: 7.290006620243477e-10
Position 942: 2.0629890905537243e-11
Position 467: 7.1018480018446125e-12
Position 560: 4.279627024526828e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4649: 0.41961018224243857
Position 698: 0.29822362989487816
Position 7419: 0.09604447484260897
Position 5080: 0.09245553577451486
Position 7608: 0.07356582930902587
Position 1047: 0.07025468062553122
Position 7689: 0.06275369877510302
Position 4821: 0.05573634346663226
Position 7226: 0.046122423992881995
Position 3701: 0.03879055066043881
Position 3681: 0.0378638795055978
Position 7252: 0.0350747966628775
Position 4407: 0.030691694634546664
Position 5085: 0.024167745505810332
Position 6534: 0.0238372864565653
Position 4319: 0.02363644209957656
Position 4404: 0.02178457639082775
Position 7174: 0.01929735784441421
Position 3635: 0.019076179457636483
Position 2490: 0.017905348716615734
Position 3806: 0.013493159732507106
Position 4295: 0.011161586825179266
