Gene = ENSDARG00000008551
index = 38
Annotated 5SS: [ 452  671 1124]
Annotated 3SS: [ 584 1004 2068]
SMsplice 5SS: [  46  452  671  889 1124]
SMsplice 3SS: [ 190  584  770 1004 2068]
Partition function (log Z): 3.467178589129599

Sorted 5' Splice Sites (High to Low Probability):
Position 671: 0.9953435593455073
Position 1124: 0.9937060979375792
Position 452: 0.8652081231794821
Position 889: 0.7433241650058875
Position 46: 0.47332522476661687
Position 53: 0.2708583675186937
Position 923: 0.14761237277261055
Position 106: 0.04268231718196482
Position 1733: 0.019945659692957494
Position 862: 0.017588104310408928
Position 1919: 0.013867083474896808
Position 60: 0.007182901442332716
Position 101: 0.005576324613263621
Position 1727: 0.005437524523910736
Position 1387: 0.003612321903253417
Position 191: 0.002728706581668606
Position 1883: 0.002642478156418816
Position 1154: 0.0019245471101237146
Position 476: 0.001823561818038571
Position 275: 0.0008967487975240426
Position 907: 0.00045319800011906977
Position 1772: 0.00044340741834038636
Position 1816: 0.00032888346412027626
Position 933: 0.00031866478305058707
Position 284: 0.0003172475746778222
Position 1985: 0.00025887854176564877
Position 315: 0.00021852937147101272
Position 2233: 0.00019280357692291075
Position 1187: 0.00018607968937952535
Position 1242: 0.00018522505008607208
Position 881: 0.00016300366406378532
Position 2307: 0.00015231151539091056
Position 458: 0.00013426292592896527
Position 2162: 0.00012452796552937808
Position 1323: 0.00011104584974481179
Position 718: 0.0001005329905389342
Position 690: 8.156440822175651e-05
Position 1413: 7.810738477719526e-05
Position 2270: 7.55397568275363e-05
Position 292: 7.366010769407185e-05
Position 675: 6.934934065248192e-05
Position 1162: 6.82316923502549e-05
Position 456: 6.460751827193616e-05
Position 1450: 5.0796166701321515e-05
Position 365: 4.860633447658867e-05
Position 1333: 4.5628810285155065e-05
Position 239: 4.407830692701144e-05
Position 700: 4.386670166130899e-05
Position 696: 4.151554809460829e-05
Position 1960: 3.67476303990827e-05
Position 1811: 3.665364632387757e-05
Position 1360: 3.6302576105159474e-05
Position 1901: 3.5287480347638004e-05
Position 1624: 3.3883122082592605e-05
Position 1663: 2.8950251831335098e-05
Position 1774: 2.7775192494471244e-05
Position 1091: 2.763267240764922e-05
Position 71: 2.2719203364414806e-05
Position 927: 2.0096422781186984e-05
Position 2352: 1.881625595388094e-05
Position 1744: 1.85255723798823e-05
Position 1343: 1.6965794631355407e-05
Position 1400: 1.5439292416940257e-05
Position 733: 1.47784965493424e-05
Position 342: 1.4482842439090224e-05
Position 1850: 1.23232448896019e-05
Position 1283: 1.158194932114441e-05
Position 1889: 1.0330444083164856e-05
Position 1514: 1.0133033566834624e-05
Position 125: 8.506712328026296e-06
Position 1887: 8.000020692999204e-06
Position 1896: 7.793397012859938e-06
Position 1193: 7.466591666701983e-06
Position 383: 6.496280194572914e-06
Position 2264: 6.464741033092729e-06
Position 651: 5.901688158039644e-06
Position 1475: 5.732819198122922e-06
Position 2475: 5.669071795521873e-06
Position 1217: 5.668548874225803e-06
Position 825: 5.4790891254959675e-06
Position 1201: 5.442280571269096e-06
Position 643: 5.442122064615527e-06
Position 1635: 5.252585619328396e-06
Position 68: 5.144953938429733e-06
Position 425: 4.5579160748954295e-06
Position 2414: 4.251185216749497e-06
Position 945: 4.063470258675601e-06
Position 2081: 4.0468999574759545e-06
Position 1482: 4.010509181932879e-06
Position 1373: 3.823294738339034e-06
Position 1742: 3.6345538458573617e-06
Position 1501: 3.4238979068841196e-06
Position 645: 3.127020041867352e-06
Position 235: 2.9878579246694526e-06
Position 6: 2.789583394899409e-06
Position 374: 2.48565076470701e-06
Position 1083: 2.419526308887352e-06
Position 1378: 2.243467753728211e-06
Position 1410: 1.9944183382727723e-06
Position 1393: 1.7847784871833179e-06
Position 1958: 1.593455213435622e-06
Position 1315: 1.5576179729761806e-06
Position 1595: 1.425026941177045e-06
Position 1519: 1.3860028588118937e-06
Position 2284: 1.0450104658553187e-06
Position 1368: 9.79323104699023e-07
Position 2385: 8.95079869426449e-07
Position 1287: 8.683136107265779e-07
Position 233: 8.115663115471835e-07
Position 2522: 7.952548589867995e-07
Position 742: 6.702302883994596e-07
Position 1057: 5.612248969476107e-07
Position 1588: 5.462568786408656e-07
Position 803: 4.59049912177634e-07
Position 2489: 4.362787955008269e-07
Position 761: 3.428400985499691e-07
Position 722: 3.0393163388324063e-07
Position 1228: 2.9220733885025747e-07
Position 2286: 2.798212337583756e-07
Position 1408: 2.1388558593577793e-07
Position 812: 1.4960563702655708e-07
Position 1256: 1.4909994715714888e-07
Position 1600: 1.280821185967613e-07
Position 1062: 1.272192081268271e-07
Position 1425: 1.082586453448544e-07
Position 1246: 1.069260767768184e-07
Position 1526: 8.925500617006296e-08
Position 720: 7.454941195043182e-08
Position 1261: 5.6163503728910295e-08
Position 2503: 5.5151724537555737e-08
Position 2344: 5.0622378522459024e-08
Position 1544: 4.962251211471523e-08
Position 2312: 4.6684708002449934e-08
Position 597: 4.322588391456331e-08
Position 177: 3.664351025737627e-08
Position 603: 2.119714949052587e-08
Position 2418: 1.9355990572432246e-08
Position 205: 1.759446368187413e-08
Position 223: 1.3895583190438146e-08
Position 2359: 1.2306370407743812e-08
Position 2482: 1.0974079422676865e-08
Position 543: 9.21927281801378e-09
Position 1549: 8.659915265379663e-09
Position 2540: 8.268207016547635e-09
Position 605: 7.850100503890521e-09
Position 1524: 4.1977511085033785e-09
Position 568: 3.95738112888169e-09
Position 984: 3.78887919726318e-09
Position 381: 3.573983843340544e-09
Position 801: 2.639968029619016e-09
Position 548: 2.5257439318841677e-09
Position 2600: 2.344357706939083e-09
Position 555: 1.905819800471958e-09
Position 2362: 1.0849072270750918e-09
Position 2045: 1.0392533316173753e-09
Position 1013: 7.368000096694115e-10
Position 2457: 6.704790016351081e-10
Position 2442: 5.911147873150032e-10
Position 2559: 5.415151702821251e-10
Position 989: 5.03275862195328e-10
Position 2561: 2.575661820543881e-10
Position 2556: 2.0227753329151894e-10
Position 2433: 1.750884517870085e-10
Position 994: 1.0041107878806658e-10
Position 1586: 9.024932285960072e-11
Position 579: 3.8384742457224734e-11
Position 2460: 3.229380476765841e-11
Position 1004: 2.5474379996341563e-11
Position 2056: 1.1882504295695782e-11
Position 2613: 4.3164824401406675e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1004: 0.9838836450309706
Position 2068: 0.9819108069868475
Position 584: 0.9624852806242467
Position 770: 0.8933539170462171
Position 190: 0.6673919216708718
