Gene = ENSDARG00000020822
index = 109
Annotated 5SS: [ 265  427 1320 1612]
Annotated 3SS: [ 343 1229 1408 2003]
SMsplice 5SS: [ 265  427 1320 1612]
SMsplice 3SS: [ 343 1229 1408 2003]
Partition function (log Z): -5.393587348320276

Sorted 5' Splice Sites (High to Low Probability):
Position 1320: 0.8762234701416999
Position 427: 0.8587858497757661
Position 265: 0.6592112907799277
Position 1612: 0.5421269449473132
Position 1508: 0.030137352270798196
Position 235: 0.025792361637713916
Position 2127: 0.006247173149108371
Position 431: 0.0019880586203841343
Position 1452: 0.0014868845574183783
Position 1725: 0.0012537601304332818
Position 2137: 0.0011323669037461238
Position 719: 0.0010985204092543504
Position 36: 0.0009476165649173947
Position 1600: 0.0008336174277924774
Position 500: 0.0008231416914756117
Position 1552: 0.0007292408626713901
Position 422: 0.000639990450218354
Position 52: 0.0005813649528666035
Position 1627: 0.00045203543052549177
Position 633: 0.000379316843366099
Position 1296: 0.00035551209329151876
Position 1643: 0.0003098162730209135
Position 1304: 0.0002732511357260379
Position 477: 0.00026477617030644715
Position 122: 0.00025974099605054294
Position 1324: 0.0002505275270871902
Position 280: 0.00023343339353579942
Position 1582: 0.00023061765957236197
Position 1409: 0.00022532238464950956
Position 750: 0.00016001349064807368
Position 284: 0.00014432174497118691
Position 1657: 0.00013646430582663947
Position 1379: 0.00012864512044077529
Position 69: 0.00012335197646339382
Position 47: 0.0001182935774854922
Position 823: 0.00011342119548714074
Position 1476: 0.00011032802771558511
Position 1754: 9.202645157380786e-05
Position 2096: 7.683329689675321e-05
Position 73: 7.67289565064951e-05
Position 296: 7.55231229625304e-05
Position 19: 7.463293508837332e-05
Position 1397: 6.401033723967512e-05
Position 139: 5.4588190826337045e-05
Position 1358: 5.205798306568377e-05
Position 1283: 3.999057487637219e-05
Position 1483: 3.704520641730005e-05
Position 1550: 3.6023763498685096e-05
Position 8: 3.5647099242837445e-05
Position 1958: 3.411702605070308e-05
Position 1782: 3.2004090912504264e-05
Position 216: 3.137130756860247e-05
Position 1461: 3.084578246444227e-05
Position 759: 2.125918894831147e-05
Position 785: 2.0837422972687552e-05
Position 721: 2.018357254229175e-05
Position 81: 1.7751329555760973e-05
Position 1458: 1.769992492084631e-05
Position 2063: 1.5726065446742455e-05
Position 228: 1.4814654271115863e-05
Position 1904: 1.4355582854311524e-05
Position 272: 1.3333242184207045e-05
Position 1784: 1.2399006568522149e-05
Position 339: 1.1651220186985355e-05
Position 1744: 1.1474298119531573e-05
Position 1288: 1.1285693623960253e-05
Position 521: 9.929129674824524e-06
Position 131: 9.10011680477916e-06
Position 294: 8.905754242485407e-06
Position 1392: 7.292599448232827e-06
Position 163: 6.584496768270394e-06
Position 188: 6.426728575497965e-06
Position 723: 6.215084597501442e-06
Position 63: 6.193582585186947e-06
Position 692: 6.0781477262617865e-06
Position 110: 5.819809545683532e-06
Position 516: 5.076487349406873e-06
Position 920: 4.619515948624505e-06
Position 1274: 4.101811338441088e-06
Position 1687: 3.120314595948495e-06
Position 1771: 2.898510314864474e-06
Position 863: 2.2765229804600304e-06
Position 942: 2.2242913193812097e-06
Position 997: 1.7450938083418195e-06
Position 1132: 1.7328310123140894e-06
Position 210: 1.4934890068870621e-06
Position 1042: 1.3376520136746594e-06
Position 514: 1.3283826214820878e-06
Position 171: 1.278907701663619e-06
Position 2208: 1.2688411085921225e-06
Position 312: 1.2420232649401518e-06
Position 541: 9.540213307178039e-07
Position 1361: 9.510372968325328e-07
Position 1690: 9.503282637391098e-07
Position 2163: 9.486297259809686e-07
Position 627: 8.521294107146091e-07
Position 2074: 5.769542940657781e-07
Position 524: 5.579062675169022e-07
Position 504: 5.497792413628854e-07
Position 1693: 5.42962197676545e-07
Position 1014: 5.340753310400624e-07
Position 970: 5.320327678170552e-07
Position 1401: 4.915961159158046e-07
Position 345: 4.388509454171229e-07
Position 957: 4.2659765914283395e-07
Position 882: 4.0192408423248554e-07
Position 1056: 3.6873647795229123e-07
Position 1239: 3.3759900050130235e-07
Position 2172: 3.114539872960394e-07
