Gene = ENSDARG00000036144
index = 195
Annotated 5SS: [ 23 456 682]
Annotated 3SS: [351 662 868]
SMsplice 5SS: [439]
SMsplice 3SS: [868]
Partition function (log Z): -7.949410335335087

Sorted 5' Splice Sites (High to Low Probability):
Position 439: 0.4795187248247898
Position 682: 0.3235878988231396
Position 70: 0.23431776172223578
Position 23: 0.22314080220555438
Position 456: 0.20040068339464173
Position 34: 0.029505889374086477
Position 466: 0.015276909933840463
Position 609: 0.01100959921376354
Position 742: 0.009885990106983348
Position 663: 0.0038290193926460996
Position 788: 0.0035774314529064422
Position 722: 0.0020212663845150503
Position 139: 0.0015719748881981382
Position 716: 0.0012962487353205701
Position 1331: 0.0011880283258987232
Position 947: 0.0011627640290453524
Position 653: 0.0007806783939231495
Position 1095: 0.0007426023575620535
Position 84: 0.0007041273180193935
Position 119: 0.0005070545773404721
Position 967: 0.0004889134662037274
Position 57: 0.00042186060587508104
Position 235: 0.00038902313721212356
Position 951: 0.00027497917373186327
Position 475: 0.0002463232466160804
Position 515: 0.0002107891811249959
Position 688: 0.0001952414167633862
Position 39: 0.00018653556423049088
Position 595: 0.00018311591264341413
Position 1217: 0.00015334159100918398
Position 126: 0.00010421176366184033
Position 726: 9.964675026637163e-05
Position 483: 7.972215475615613e-05
Position 245: 7.821666714537297e-05
Position 551: 7.551209577071062e-05
Position 204: 7.195513224112378e-05
Position 228: 6.767327565955654e-05
Position 1824: 5.9294413745390106e-05
Position 185: 5.555656995096547e-05
Position 309: 5.233328579787258e-05
Position 106: 4.283852430445687e-05
Position 443: 3.97726970492078e-05
Position 686: 3.79169037952876e-05
Position 640: 2.870781655509957e-05
Position 223: 2.697556708413019e-05
Position 1031: 2.5874102356147832e-05
Position 1426: 2.4412997106598005e-05
Position 524: 2.3193385482532033e-05
Position 1151: 2.2278430118716667e-05
Position 1090: 2.0425037945671546e-05
Position 580: 1.6249981812069406e-05
Position 1763: 1.618982344123585e-05
Position 148: 7.261999752622675e-06
Position 574: 6.73397165910075e-06
Position 191: 5.052592125410454e-06
Position 1814: 5.0002582085677605e-06
Position 665: 4.805973681952873e-06
Position 319: 4.701140381798571e-06
Position 911: 3.494251895925898e-06
Position 1145: 2.782949194563126e-06
Position 599: 2.6283097471846678e-06
Position 1771: 2.419213081572963e-06
Position 1187: 2.089412399221137e-06
Position 1858: 1.965825913412247e-06
Position 593: 1.616622987244655e-06
Position 881: 1.415284418678067e-06
Position 1025: 1.2033024828548188e-06
Position 613: 1.0910328205938235e-06
Position 160: 1.0660304483455614e-06
Position 623: 1.0227772312202962e-06
Position 889: 9.995225156745721e-07
Position 1099: 9.652218712293788e-07
Position 1467: 8.455811056831884e-07
Position 1790: 8.314403657404277e-07
Position 1574: 6.54034825855655e-07
Position 1735: 6.335423256462613e-07
Position 165: 6.281788370355979e-07
Position 1967: 5.425055663273744e-07
Position 1421: 4.890600157479002e-07
Position 104: 4.1813923253202926e-07
Position 820: 3.834643770217942e-07
Position 1290: 2.7681692921977365e-07
Position 330: 2.5166686720972297e-07
