Gene = ENSDARG00000053455
index = 284
Annotated 5SS: [303 563]
Annotated 3SS: [432 666]
SMsplice 5SS: [303 563]
SMsplice 3SS: [ 432 1272]
Partition function (log Z): -0.7756393009998055

Sorted 5' Splice Sites (High to Low Probability):
Position 303: 0.9941232117571412
Position 563: 0.9863481549303402
Position 81: 0.48837125720187424
Position 1926: 0.05460049727229432
Position 763: 0.04859359158658351
Position 726: 0.029558399547688324
Position 110: 0.024714304514259256
Position 1514: 0.023203702570277002
Position 1503: 0.022277094170161025
Position 1824: 0.017890669983094843
Position 1774: 0.011491025787704803
Position 1055: 0.010231519507674066
Position 557: 0.0068216512743605184
Position 1722: 0.003962726935511599
Position 861: 0.002851670504833455
Position 371: 0.00200688338665535
Position 1421: 0.001784085617929687
Position 40: 0.0013738929195192238
Position 2099: 0.0012269186735556553
Position 522: 0.0007157246232930865
Position 1965: 0.0006321893939260994
Position 750: 0.0004650020945931474
Position 307: 0.0004071486211323301
Position 1371: 0.0003680564929670788
Position 1650: 0.00036226799028412916
Position 2086: 0.00035986840556240284
Position 536: 0.00035980089676451846
Position 280: 0.0003449923833411057
Position 1416: 0.000320466089682912
Position 1753: 0.00023507686179403354
Position 880: 0.00021975178990432857
Position 846: 0.00020720682917555751
Position 1046: 0.00020057039334998972
Position 2291: 0.00019819476401044866
Position 328: 0.00017602526185020987
Position 2333: 0.00015065497548084997
Position 854: 0.0001402419558669456
Position 119: 0.00013860559443087272
Position 1321: 0.00011309059255048679
Position 15: 9.705366430880896e-05
Position 1788: 9.700724372658079e-05
Position 1745: 9.373064326289128e-05
Position 1007: 7.844798539761816e-05
Position 2070: 7.743672864929064e-05
Position 2308: 7.733601870035598e-05
Position 831: 6.440187255360625e-05
Position 2289: 5.446099464788473e-05
Position 1948: 5.0044544106813374e-05
Position 682: 4.967478659917473e-05
Position 755: 4.789503830312502e-05
Position 27: 4.642055421607684e-05
Position 818: 4.6016650510984395e-05
Position 1715: 3.694237756316395e-05
Position 360: 3.345819579585549e-05
Position 1525: 3.313806207970673e-05
Position 1615: 3.1997945799332325e-05
Position 852: 3.02826816036448e-05
Position 1994: 3.02719435087033e-05
Position 991: 2.8956534835559824e-05
Position 89: 2.850312342567996e-05
Position 1739: 2.5238614640453884e-05
Position 767: 2.346114005458736e-05
Position 1347: 2.2619441422137895e-05
Position 1335: 2.1507513559178852e-05
Position 356: 2.0601796520029988e-05
Position 2028: 1.6600739380737117e-05
Position 713: 1.6246017522372533e-05
Position 2080: 1.6188897302785017e-05
Position 540: 1.576978312117092e-05
Position 1569: 1.5633797208875432e-05
Position 1759: 1.553522303320042e-05
Position 1458: 1.3264087666829678e-05
Position 1724: 1.3246069024158676e-05
Position 2402: 1.2801111791151524e-05
Position 1653: 1.2657125062531053e-05
Position 1644: 1.2189778025858516e-05
Position 933: 9.783183052905663e-06
Position 258: 9.67903724266428e-06
Position 1042: 8.748650738333002e-06
Position 1488: 8.747722719337853e-06
Position 944: 8.307162092186016e-06
Position 2387: 7.797622249950414e-06
Position 2106: 5.507332147904948e-06
Position 33: 4.845914568041573e-06
Position 1547: 4.020011582857816e-06
Position 1170: 3.721374242583399e-06
Position 889: 3.689844393609547e-06
Position 1413: 3.6336173427426605e-06
Position 695: 3.568121222834881e-06
Position 1137: 3.487889002096138e-06
Position 1039: 3.1708777168440824e-06
Position 132: 2.951613768560487e-06
Position 1199: 2.9240568712695166e-06
Position 1936: 2.914365931734327e-06
Position 705: 2.8355106393816417e-06
Position 2171: 2.643066104906934e-06
Position 1662: 2.497812143805007e-06
Position 595: 2.1842551023405945e-06
Position 175: 1.9650614976316156e-06
Position 515: 1.898198793542986e-06
Position 1638: 1.8943101068675399e-06
Position 1485: 1.8758481625972011e-06
Position 1161: 1.315471618396118e-06
Position 1837: 1.2571753400659431e-06
Position 2299: 8.873652368169523e-07
Position 1798: 8.805916427031729e-07
Position 2385: 8.779330095035354e-07
Position 1189: 7.517731006332733e-07
Position 1384: 6.727744110789842e-07
Position 2406: 6.650634641875344e-07
Position 1803: 6.64445249689927e-07
Position 2147: 6.578661980192778e-07
Position 2178: 5.61176516237134e-07
Position 129: 5.422236044488247e-07
Position 2248: 5.023026888021525e-07
Position 2400: 4.40646261898204e-07
Position 263: 3.9829762840832026e-07
Position 1762: 3.947399603271936e-07
Position 375: 3.5904382243323195e-07
Position 1418: 3.172288935720854e-07
Position 1193: 2.885038078774564e-07
Position 1186: 2.875152725932869e-07
Position 1828: 2.627041236703114e-07
Position 486: 2.3434642908634907e-07
Position 1528: 2.3414034691914077e-07
Position 4: 2.2279537035949695e-07
Position 2194: 1.5225244262411203e-07
Position 2217: 1.4348067394196852e-07
Position 1864: 1.16993299738188e-07
Position 141: 8.637864408809402e-08
Position 1233: 6.476935897119664e-08
Position 1196: 4.449720308499546e-08
Position 1875: 4.237288928817077e-08
Position 1227: 3.158935239077877e-08
Position 7: 2.7570690115720837e-08
Position 1203: 2.682889272695966e-08
Position 1786: 2.2909696297942036e-08
Position 1262: 1.948439406208551e-08
Position 188: 1.731822286371011e-08
Position 653: 1.3156904993813277e-08
Position 390: 9.646352791172124e-09
Position 1247: 8.962081406434554e-09
Position 1220: 8.712849791318017e-09
Position 191: 7.069877583279273e-09
Position 1600: 5.356338683410767e-09
Position 440: 4.937805145290644e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 432: 0.993524479285696
Position 188: 0.4828807898207119
Position 1272: 0.2905590734564135
Position 666: 0.25470333440729764
Position 1899: 0.15397648527478555
Position 2191: 0.1427743111168458
Position 2058: 0.05938523308985447
Position 725: 0.05008934410694415
Position 1649: 0.037458480388394645
Position 1203: 0.03639036969804939
Position 2400: 0.03011780037435776
Position 1772: 0.02292685125964524
Position 1823: 0.018886755181783288
Position 852: 0.01821400786361664
Position 157: 0.01730260191594952
Position 1567: 0.01682448755964007
Position 944: 0.014191752758168403
Position 1210: 0.010456749836287759
Position 2147: 0.009345516568717186
Position 1552: 0.007032038524960197
Position 733: 0.006702037465720089
Position 154: 0.006044432111221866
Position 1289: 0.0043415278871842804
Position 2476: 0.0037718324885390297
Position 1810: 0.0036644786387319823
Position 1872: 0.003310826899168888
Position 1413: 0.0028686052106787884
Position 687: 0.002697520399357539
Position 2025: 0.0024242383543898248
Position 204: 0.0021314299509750828
Position 434: 0.002118620684100115
Position 1398: 0.002080195490771832
Position 1791: 0.0020735149862903517
Position 202: 0.001948473719132726
Position 2318: 0.0019327476504651104
Position 1903: 0.0016848140898832113
Position 2259: 0.0016704611555511445
Position 948: 0.0016648197450068365
Position 2222: 0.0014552017479951048
Position 2423: 0.001132639797830963
Position 1845: 0.0010818714774265216
Position 1835: 0.0009526509940172214
Position 279: 0.0009168886719688255
Position 1400: 0.0007667811059239494
Position 499: 0.000664811481474901
Position 1721: 0.0006636332153911199
Position 1574: 0.000655754319129265
Position 618: 0.0006055390804803254
Position 2410: 0.0005965430553109595
Position 2010: 0.0005430617838129262
Position 1054: 0.000527191895506007
Position 223: 0.0005078528507962373
Position 805: 0.000502485010425387
Position 800: 0.00046945345763556794
Position 556: 0.00041079997422247287
Position 1965: 0.00039947986236189007
Position 1710: 0.00033062747325517984
Position 2099: 0.00032589702313699537
Position 913: 0.0003247990531280413
Position 692: 0.0003021068371767752
Position 240: 0.0002841511239716962
Position 1778: 0.0002730137530016425
Position 681: 0.00025927532995601287
Position 165: 0.00022519483135057908
Position 230: 0.00022280878607584736
Position 831: 0.00022225648038141433
Position 1502: 0.00020005457705688672
Position 703: 0.0001954773147009306
Position 1458: 0.00017656344128178525
Position 1467: 0.00016691040538372012
Position 1227: 0.00015907155466576159
Position 1296: 0.00014376998168210765
Position 2016: 0.00013218339415410716
