Gene = ENSDARG00000036471
index = 198
Annotated 5SS: [568]
Annotated 3SS: [1519]
SMsplice 5SS: [568]
SMsplice 3SS: [1519]
Partition function (log Z): -5.528693813799825

Sorted 5' Splice Sites (High to Low Probability):
Position 568: 0.9927774889211384
Position 418: 0.006814947152243918
Position 1766: 0.0013809122733114097
Position 1700: 0.0006007557019340194
Position 1011: 0.0005494417562998013
Position 1738: 0.0004129855246985918
Position 307: 0.00025644035975758384
Position 783: 0.00014317343589482508
Position 620: 8.944489093182428e-05
Position 908: 8.767746004186091e-05
Position 47: 7.010047240489749e-05
Position 1575: 6.621094908224226e-05
Position 124: 4.6110541563359666e-05
Position 969: 3.7543200350333433e-05
Position 262: 2.8864844379853527e-05
Position 574: 2.840557511667e-05
Position 553: 2.680903095402457e-05
Position 1783: 2.5248864250712723e-05
Position 1693: 2.1742629238748156e-05
Position 605: 2.0964008422145994e-05
Position 88: 1.972988311405575e-05
Position 588: 1.831358142087513e-05
Position 1389: 1.662327432524562e-05
Position 912: 1.64392010584206e-05
Position 598: 1.1925811555251692e-05
Position 1112: 1.1014167320460011e-05
Position 1740: 1.0627524126149008e-05
Position 250: 9.519798322178349e-06
Position 472: 9.331906513652349e-06
Position 793: 7.279154104531892e-06
Position 271: 6.8637147599796265e-06
Position 1384: 6.557823906622607e-06
Position 1724: 6.1740317018932e-06
Position 1139: 4.792654890026765e-06
Position 1798: 4.0092498002966605e-06
Position 545: 3.32031207161371e-06
Position 316: 3.2727696054024406e-06
Position 1715: 2.151591196714152e-06
Position 469: 2.129869232311899e-06
Position 661: 1.9873890244691057e-06
Position 948: 1.8281129293762469e-06
Position 1197: 1.6100282000314466e-06
Position 459: 1.5584341535687137e-06
Position 860: 1.3890416217297274e-06
Position 1094: 1.2632005956073198e-06
Position 2023: 1.0517713899537327e-06
Position 321: 1.0473754071673987e-06
Position 954: 9.897803024786811e-07
Position 1160: 8.554779061624851e-07
Position 1591: 7.976500098595373e-07
Position 338: 7.878941401735425e-07
Position 1809: 6.595716239726579e-07
Position 1822: 5.028936450489703e-07
Position 502: 4.840880157594786e-07
Position 1732: 4.817131672011777e-07
Position 1539: 4.7552140148323665e-07
Position 809: 4.695029434687848e-07
Position 876: 4.433121498715833e-07
Position 775: 4.3431829001516234e-07
Position 848: 3.303089060143689e-07
Position 1001: 3.0632200193319034e-07
Position 311: 2.728984682389243e-07
Position 144: 2.422982073633454e-07
Position 1547: 2.1273344095590597e-07
Position 959: 2.0586852034189392e-07
Position 1208: 1.1012795317038442e-07
Position 205: 8.781679619695573e-08
Position 797: 8.548696806930812e-08
Position 1670: 7.782430095449108e-08
Position 374: 6.66483527511829e-08
Position 817: 6.618658813797945e-08
Position 348: 5.987155554659709e-08
Position 951: 5.976347748006282e-08
Position 1289: 5.464939630651494e-08
Position 1924: 4.9391215408352256e-08
Position 2039: 4.051621730746523e-08
Position 428: 3.631891197235653e-08
Position 815: 3.387082651342758e-08
Position 1595: 2.4372411600545625e-08
Position 136: 2.1428525852802665e-08
Position 1958: 1.7931536648344702e-08
Position 1579: 1.3600057140785544e-08
Position 357: 1.12639172529563e-08
Position 1636: 1.1170425691520421e-08
Position 946: 9.193847277357303e-09
Position 2052: 7.68093665044333e-09
Position 2049: 7.254625726825208e-09
Position 2027: 5.579837275900157e-09
Position 1553: 4.813455562729008e-09
Position 141: 4.377654728341649e-09
Position 2015: 3.77277351163825e-09
Position 2030: 3.0752321846056694e-09
Position 148: 2.8265220318878268e-09
Position 1886: 2.6069108359786094e-09
Position 2054: 1.8074608962962169e-09
Position 1903: 1.3418142507019009e-09
Position 2056: 1.193657575713924e-09
Position 2058: 7.028645067760259e-10
Position 2060: 4.444924466995895e-10
Position 2062: 2.9282605692030317e-10
Position 2064: 1.9916207603976836e-10
Position 2066: 1.425232625645019e-10
Position 2068: 1.0106736857572988e-10
Position 2160: 9.172780359294774e-11
Position 1488: 8.0240015984751e-11
Position 2070: 6.366923161078163e-11
Position 2082: 6.334644920215213e-11
Position 2080: 5.930015214600115e-11
Position 2084: 5.903674880873922e-11
Position 1512: 5.830400526342197e-11
Position 2078: 5.701327313586475e-11
Position 2076: 5.422107977224455e-11
Position 1878: 5.2725417183460264e-11
Position 2074: 4.795710692435301e-11
Position 2072: 4.570808652464274e-11
Position 2086: 3.27201756460882e-11
Position 2088: 2.055031431831013e-11
Position 1486: 1.852462650884468e-11
Position 2090: 1.7821801677415794e-11
Position 2096: 1.5906281379237058e-11
Position 2092: 1.5620990398091484e-11
Position 2094: 1.5372803421416136e-11
Position 2098: 1.412354148494159e-11
Position 2100: 1.1713521703854888e-11
Position 2110: 9.44062928847721e-12
Position 2102: 9.02353184030048e-12
Position 2108: 8.79648175705306e-12
Position 2106: 8.206074486387651e-12
Position 2104: 7.75770159840536e-12
Position 2149: 6.392591413533562e-12
Position 2114: 3.940245443087109e-12
Position 2112: 4.876706188277871e-13
Position 2153: 1.1218533209173102e-13
Position 2164: 2.988839269170268e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1519: 0.9730188499885651
Position 1496: 0.021959651488704816
Position 1850: 0.0021553913543291077
Position 1605: 0.002080469775240507
Position 876: 0.0009617523169593231
Position 2124: 0.000709112482501389
Position 768: 0.0005033112943004508
Position 738: 0.0003192358367990964
Position 1579: 0.0003133053578826542
Position 2216: 0.00018920242809444354
Position 1384: 0.00015581059856420904
Position 1878: 0.00014773679173268273
Position 401: 0.0001369588442271377
Position 1531: 0.00011293842269927461
Position 1862: 0.00010603946445704777
Position 1584: 0.00010240381781603384
Position 526: 0.00010085483088376211
Position 661: 9.905583376552153e-05
Position 417: 7.795201450315997e-05
Position 1897: 7.161966291222253e-05
Position 148: 5.6755188483907757e-05
Position 1543: 4.770483530249107e-05
Position 1534: 3.839306424651896e-05
Position 186: 3.214922698514443e-05
Position 1659: 2.024648881119836e-05
Position 1270: 1.9720533978793112e-05
Position 1827: 1.3753143962960912e-05
Position 1627: 1.1529229593587746e-05
Position 1958: 1.1025290201605942e-05
Position 502: 1.0659068801676008e-05
Position 666: 1.0088653307572205e-05
Position 1924: 8.985499472215687e-06
Position 2188: 5.706632937914389e-06
Position 2164: 5.133459345856134e-06
Position 496: 5.004910691599862e-06
Position 540: 4.8532560096939315e-06
Position 498: 4.6549646858888535e-06
Position 1798: 4.445991441231301e-06
Position 482: 4.215525003116454e-06
Position 946: 3.4064431901017522e-06
Position 1267: 3.229204744052271e-06
Position 1610: 3.2243015250185468e-06
Position 553: 2.4304253166855736e-06
Position 1809: 2.413294143369002e-06
Position 1094: 2.1729032087025526e-06
Position 326: 2.0186795442066233e-06
Position 425: 1.897082306475978e-06
Position 1105: 1.3833609585536697e-06
Position 1327: 1.129051396055433e-06
Position 2020: 1.120551634718768e-06
Position 1367: 1.1014057653557176e-06
Position 2203: 1.0243305791807917e-06
Position 2143: 9.91632021117561e-07
Position 1197: 9.486030343100216e-07
Position 123: 8.584737659064773e-07
Position 1886: 8.500597776223247e-07
Position 1289: 8.432604643705392e-07
Position 1279: 8.28370415217437e-07
Position 775: 7.019680987753311e-07
Position 1631: 6.931405268947524e-07
Position 951: 6.827482245506432e-07
Position 1699: 6.409145404077541e-07
Position 1972: 5.824314487018233e-07
Position 1936: 5.42914153388993e-07
Position 797: 5.319347931675685e-07
Position 542: 4.328018323638651e-07
Position 839: 4.273541819773167e-07
Position 486: 3.2610052614883194e-07
Position 422: 2.6673090160157296e-07
Position 1112: 2.5291828239703783e-07
Position 1931: 2.4476066774819036e-07
Position 1661: 2.4199764353173017e-07
Position 1354: 2.2660487481461163e-07
Position 428: 1.6208455565281177e-07
Position 1636: 1.6039482928372294e-07
Position 338: 1.5899458345891011e-07
Position 241: 1.5694888699048906e-07
Position 343: 1.4435411868024186e-07
Position 782: 1.366828030766314e-07
Position 1933: 1.1967248342896244e-07
Position 624: 8.384097895963255e-08
Position 567: 7.385617590896324e-08
Position 1710: 6.422643291937932e-08
Position 1134: 6.005684582709179e-08
Position 440: 4.3726793585197575e-08
Position 214: 3.7722139954338773e-08
Position 437: 3.59545636846811e-08
Position 1732: 3.2379315678131507e-08
Position 2023: 2.6120793442256746e-08
Position 448: 2.1985312164706253e-08
Position 1752: 2.075590464365702e-08
Position 1160: 1.6509833306658726e-08
Position 1729: 1.4951758050220004e-08
Position 1749: 1.3929531228289801e-08
Position 1116: 1.2801374097240683e-08
Position 469: 1.1512422676286029e-08
Position 433: 1.0301506495455437e-08
Position 596: 9.009420497134875e-09
Position 311: 8.323487398525207e-09
Position 1119: 6.8219596926538894e-09
Position 598: 6.453241542067146e-09
Position 465: 4.660654201372414e-09
Position 1139: 3.848515837310159e-09
Position 1766: 3.020204860907946e-09
Position 456: 3.0106228976165082e-09
Position 1708: 2.9670388830339278e-09
Position 1131: 1.8342276362746426e-09
Position 1738: 9.544568796689342e-10
Position 2027: 5.654840099016211e-10
Position 1759: 4.998963657447685e-10
Position 106: 4.826670266801523e-10
Position 574: 4.627421696685977e-10
Position 1757: 4.2831656796233057e-10
Position 1778: 3.240365030768085e-10
Position 577: 7.759133380496086e-11
Position 2030: 6.858122508254987e-11
Position 1771: 5.785015769781474e-11
Position 2039: 5.676820007960582e-11
