Gene = ENSDARG00000098605
index = 683
Annotated 5SS: [ 247  839 1343]
Annotated 3SS: [ 786 1021 1452]
SMsplice 5SS: [ 247 1343]
SMsplice 3SS: [1021 1452]
Partition function (log Z): -3.613426483138909

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.9927591586701949
Position 1343: 0.7670518919218484
Position 839: 0.1149123628704873
Position 102: 0.060797746640474604
Position 86: 0.04324278555976713
Position 698: 0.03288814936670017
Position 1098: 0.028245256462664754
Position 1307: 0.026224234725343416
Position 42: 0.01235354647333357
Position 1280: 0.0019869117393119438
Position 1317: 0.0010196976268363434
Position 437: 0.0009062271487935749
Position 1347: 0.0006482718283663958
Position 93: 0.0006447278615558505
Position 1189: 0.0006161124376819892
Position 1169: 0.0003526960147916598
Position 1093: 0.0002454787728523521
Position 485: 0.00024099949633247123
Position 277: 0.00014199767436953058
Position 1086: 0.00011591233265137797
Position 49: 0.00010937512439757591
Position 59: 0.00010021675481995578
Position 860: 8.40179084892648e-05
Position 459: 8.359482241213365e-05
Position 106: 8.309989317013694e-05
Position 77: 7.169868077404731e-05
Position 1321: 6.818630325853128e-05
Position 284: 6.226184109212435e-05
Position 503: 4.705935938463763e-05
Position 658: 4.685657969314615e-05
Position 488: 4.244508727868074e-05
Position 957: 4.2116266029146724e-05
Position 729: 4.154955414644319e-05
Position 855: 4.013180640932015e-05
Position 874: 3.569809440063416e-05
Position 9: 2.8269141594182986e-05
Position 1326: 2.639439342554066e-05
Position 12: 2.552194488899898e-05
Position 1366: 2.175092785079254e-05
Position 1253: 2.1516929136021785e-05
Position 1132: 1.8641999904273e-05
Position 1353: 1.3636955824998083e-05
Position 731: 1.3117732396106591e-05
Position 1121: 1.2520012797782845e-05
Position 1324: 1.1607468924200298e-05
Position 899: 1.1553201091782944e-05
Position 112: 8.286726447888426e-06
Position 309: 8.147052388482346e-06
Position 1123: 7.491014227069615e-06
Position 736: 7.440339219011486e-06
Position 1358: 7.419665546469851e-06
Position 1569: 7.072628943665767e-06
Position 794: 6.78057515921133e-06
Position 1495: 6.531734434766548e-06
Position 1243: 5.034129789792368e-06
Position 1070: 4.7989597821574864e-06
Position 560: 3.3923094821852702e-06
Position 1152: 3.1010449759981663e-06
Position 726: 2.793859200771421e-06
Position 1319: 2.5879724498084374e-06
Position 104: 2.3861366415742093e-06
Position 80: 2.254917289773307e-06
Position 630: 2.1284041074105878e-06
Position 62: 1.7305873682857573e-06
Position 115: 1.4795254412369308e-06
Position 739: 1.3896228614325143e-06
Position 231: 1.339456771272602e-06
Position 986: 1.13683665815209e-06
Position 1118: 1.1075764914138234e-06
Position 120: 9.259477261079747e-07
Position 1116: 8.410689387233303e-07
Position 1558: 8.362202924761735e-07
Position 759: 7.80103545653573e-07
Position 1591: 6.606644270854741e-07
Position 1369: 5.488506413691231e-07
Position 393: 5.257586428194519e-07
Position 1604: 3.768163876371093e-07
Position 1614: 3.5236628823216496e-07
Position 1596: 3.267217253737221e-07
Position 1059: 2.8733234488764886e-07
Position 1139: 2.7006303318674865e-07
Position 347: 2.3498460787659902e-07
Position 1251: 2.2310170844975817e-07
Position 318: 2.0096473300990413e-07
Position 563: 1.9886602728022888e-07
Position 362: 1.4806933840895157e-07
Position 1257: 1.3799699501013062e-07
Position 636: 1.2148373477891344e-07
Position 180: 1.0209964303364887e-07
Position 1456: 8.752904437859439e-08
Position 609: 7.711352582479986e-08
Position 1388: 5.536423631327829e-08
Position 1063: 5.295978161595775e-08
Position 1472: 4.479842236616312e-08
Position 164: 4.451666402297485e-08
Position 622: 4.443552842158934e-08
Position 341: 4.246262507612749e-08
Position 1487: 3.882079739099489e-08
Position 1056: 1.658209445178557e-08
Position 1467: 1.4593218420351188e-08
Position 371: 1.0375926316850008e-08
Position 1077: 9.220588834499981e-09
Position 141: 6.899612224036728e-09
Position 316: 6.291742510001141e-09
Position 368: 6.2822572731087145e-09
Position 366: 6.138200390173506e-09
Position 327: 4.38762794677389e-09
Position 360: 2.8001702048996376e-09
Position 1446: 2.518323077635059e-09
Position 1021: 2.2266073713865153e-09
Position 1499: 2.113877848526074e-09
Position 1399: 1.983539303080557e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1452: 0.8823292959564907
Position 1021: 0.6700090148353864
Position 173: 0.11020318215529118
Position 1083: 0.10913964251426571
Position 1219: 0.07947788631029658
Position 786: 0.06159346579196784
Position 997: 0.045596420024066144
Position 651: 0.02682611385557297
Position 586: 0.023947647568732976
Position 366: 0.019349881914765606
Position 830: 0.015735200056810575
Position 1186: 0.009727729308216158
Position 622: 0.007892481478022264
Position 175: 0.006453560379441395
Position 1264: 0.0050495092277360164
Position 1533: 0.004331572104218458
Position 1183: 0.0015098783648102973
Position 1537: 0.0009295949135236962
Position 926: 0.0008372445331550474
Position 393: 0.0008057038043188916
Position 428: 0.0007756652081567601
Position 1189: 0.0006671631394386526
Position 139: 0.0005269944185683305
Position 338: 0.0005237256977178013
Position 1463: 0.00042327350474740164
Position 658: 0.0002751480468957183
Position 606: 0.00020665911567331025
Position 1091: 0.00019992627700106787
Position 1266: 0.0001915524810803359
Position 697: 0.00018544660860951543
Position 1563: 0.00014044450642999339
Position 341: 0.00012042167578291978
Position 1659: 0.00010004531735348687
Position 560: 7.777111655802949e-05
Position 1591: 6.294916457814977e-05
Position 347: 5.283428067643788e-05
Position 1399: 4.906573640662614e-05
Position 1139: 3.498623069358735e-05
Position 407: 3.136319689941083e-05
Position 312: 2.9449466692038512e-05
Position 630: 2.5781662550891167e-05
Position 516: 2.534177860813612e-05
Position 942: 2.450120238610489e-05
Position 1569: 2.3480893259230186e-05
Position 1097: 1.979480542705523e-05
Position 1152: 1.8302047062796513e-05
Position 563: 1.601190491754639e-05
Position 1093: 1.4510209362714407e-05
Position 887: 1.1002345908525555e-05
Position 1289: 8.201908532158509e-06
Position 566: 6.153558156369462e-06
Position 327: 6.066522628738381e-06
Position 409: 4.890983529223153e-06
Position 1627: 4.575749581090998e-06
Position 437: 4.25893700602347e-06
Position 957: 4.079110133719812e-06
Position 1295: 4.03566187428525e-06
Position 1664: 3.3831881756446108e-06
Position 1302: 2.669916502558412e-06
Position 1697: 2.636944502993531e-06
Position 72: 2.1994227259245994e-06
Position 1291: 2.034308355358326e-06
Position 1297: 1.4872422005964591e-06
Position 444: 1.3731716415306219e-06
Position 1604: 6.60662809117198e-07
Position 1376: 6.550670551744782e-07
Position 316: 6.045831750947678e-07
Position 1284: 5.919568682153989e-07
Position 456: 4.489635384440984e-07
Position 1306: 3.1993541274501744e-07
Position 1404: 3.0185720619987474e-07
Position 459: 2.468435699388081e-07
Position 324: 2.2631234760284355e-07
Position 212: 2.135555077509199e-07
Position 1342: 1.4152073849252283e-07
Position 1369: 1.3284700751710183e-07
Position 1636: 9.130004621793647e-08
Position 218: 6.98062310088326e-08
Position 91: 3.2103791681239215e-08
Position 1312: 2.9401356791809626e-08
Position 215: 2.730959660244468e-08
Position 93: 1.1092520859583055e-08
Position 1353: 1.0709896480189851e-08
Position 85: 1.0606855373744259e-08
Position 1346: 1.6130926293298544e-09
Position 223: 1.4095754865161568e-09
Position 237: 7.619318708255155e-10
Position 1358: 6.877715650030234e-10
Position 225: 6.671087937714542e-10
Position 231: 3.757202726019812e-11
Position 277: 3.1671287149023604e-12
Position 258: 9.838632435365828e-13
Position 251: 2.5467172288022123e-15
