Gene = ENSDARG00000102051
index = 739
Annotated 5SS: [124 265]
Annotated 3SS: [198 347]
SMsplice 5SS: [124 265]
SMsplice 3SS: [198 347]
Partition function (log Z): -4.197362508589766

Sorted 5' Splice Sites (High to Low Probability):
Position 124: 0.9898818999501974
Position 265: 0.6703920018523408
Position 109: 0.001367351300240383
Position 93: 0.001029542643984101
Position 107: 0.0009087687310680896
Position 128: 0.0008267874124576129
Position 230: 0.0006684209179527925
Position 91: 0.0003097407633064414
Position 208: 2.3307232133098597e-05
Position 147: 1.9529088746473788e-05
Position 173: 5.555596358172182e-06
Position 456: 3.490972020225088e-06
Position 79: 2.949895099909482e-06
Position 11: 2.9386250038370188e-06
Position 375: 2.4413762725495007e-06
Position 304: 6.961864411876109e-07
Position 319: 3.490885538052119e-07
Position 4: 1.5747276157094836e-07
Position 192: 1.1204560010965232e-07
Position 17: 1.0427858271349786e-07
Position 195: 7.179606063492724e-08
Position 348: 4.454450542949275e-08
Position 403: 7.969059506869867e-09
Position 190: 4.398172426571125e-09
Position 370: 1.8477770412937325e-09
Position 360: 1.6352780731658618e-09
Position 364: 8.583235807763479e-10
Position 323: 5.068732440680335e-10
Position 357: 9.636255839932545e-11
Position 338: 4.460692378327341e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 198: 0.9641589276722103
Position 347: 0.6986377221288959
Position 375: 0.0024249924258880153
Position 357: 0.00016103434154191625
Position 511: 3.574126813745622e-05
Position 370: 9.449421292643895e-06
Position 219: 9.106950166167914e-06
Position 300: 3.1047253633925145e-06
Position 379: 1.9075292332833677e-06
Position 319: 1.1009448001778716e-06
Position 312: 8.774162981943371e-07
Position 304: 5.806779977500035e-07
Position 230: 3.462459879653986e-07
Position 260: 3.179288803130982e-07
Position 323: 2.8788889040049445e-07
Position 385: 2.277074797488899e-07
Position 388: 1.3586008523122627e-07
Position 302: 8.966773464254337e-08
Position 450: 8.931453772573009e-08
Position 265: 8.002800564886697e-08
Position 415: 4.3361258986540336e-08
Position 409: 4.193431772543074e-08
Position 269: 3.9818508600201686e-08
Position 397: 1.7312183841619535e-08
Position 399: 8.828585610436059e-09
Position 418: 5.729879636961697e-09
Position 98: 1.6451302607337735e-09
Position 107: 2.015777768560939e-10
Position 67: 9.862787985496814e-11
Position 147: 2.3272236108731983e-11
Position 128: 2.1654021128567547e-11
Position 156: 7.480027955957455e-12
Position 136: 2.3689750772310285e-13
